restaurant_id,name
5041,Fei Fei Mookata Ratchada 3
2188,Fei Ya at Renaissance Bangkok
5850,Fernando's Pizza At Trio
5577,Fi Woodfire Thai ไฟ | Thai Restaurant Orchard | Shaw Centre
5741,Fighto Izakaya
5609,Fighto Yakiniku Highball & Sake Bar
6817,FigureGround Wine Bar
6557,Fine Cuisine Restaurant
6040,Firangi Superstar
3973,Fish Club Andaz Pattaya Jomtien Beach (Pattaya)
4865,Fish Corner Bangrak
5867,Fishermen Seafood
3240,Five Crossing Eatery & Winery
1056,Flamenco Sky Bar Lounge Emquartier
5954,Flann O'Brien's Irish Pub
3941,Flashback Rooftop Bar
1594,Flavors at Renaissance Bangkok
4456,Florae at Valia Hotel Bangkok
4636,Flower Mala Hotpot
5925,Fomo Brunch & Dining (Chonburi)
4110,Food Exchange Restaurant at Novotel Bangkok Sukhumvit 20
4403,Food Exchange Restaurant at Novotel Bangkok Sukhumvit 4
6310,Food Exchange at Novotel Singapore On Stevens
6941,Food Lala Thai Cuisine
5376,Fook Kin 福劲 
4474,Fork & Cork
5345,Forma
4792,Frame Cafe & Restaurant
5400,Frankie's Rooftop 
5163,Friend Station On Nut 44-46
6151,Fu Lin Bar & Kitchen (Clarke Quay)
3875,Fu Marn Lau Restaurant The Twin Towers Hotel
4787,Fueng Fah at Mövenpick Suriwongse Hotel (Chiang Mai)
4386,Fufu Shabu Ari
4389,Fufu Shabu Chaengwatthana
4388,Fufu Shabu Empire Tower
4387,Fufu Shabu G Tower Grand Rama 9
4385,Fufu Shabu Rama 4
5538,Fujiyama Sashimi & Shabu Buffet
5178,Fuku Intown Charoen Nakhon
5176,Fuku Intown Gateway Bang Sue
5174,Fuku Intown Siam Digital Gateway
6362,Fungpls 
6813,GALA Bangkok
6742,GAYA Restaurant & Bar
5912,GINGER FARM kitchen at Central Phuket
5913,GINGER FARM kitchen at One Bangkok
3897,GaGa Udon House Thong Lor
6106,Gallery Kitchen at Hyatt Place Sukhumvit 24
3791,Galley Bar & Restaurant
5130,Garden Salad by Ms.Chu 
5224,Garlic 
5218,Garret Fish & Chips Ari
5219,Garret Fish & Chips Sammakorn
4623,Gekka
4889,Gentle Butcher by Bangkok Butcher
4644,Ginger Farm Kitchen 101 True Digital Park
4643,Ginger Farm Kitchen Central Westville 
5109,Ginger Farm Kitchen Centralworld
4642,Ginger Farm Kitchen Silom Edge
4641,Ginger Farm Kitchen Wooden House
5103,Ginger Farm kitchen Terminal 21 (Pattaya)
4832,GingerBowl Cafe 
5576,Gingerbread House
5729,Ginggai Huai Khwang
5728,Ginggai Ramkhamhaeng 49
5696,Ginpao Phochana
3198,Ginprik
2536,Giorgio's Riverside Royal Orchid Sheraton Hotel
5410,Glai Hwor
5688,Glare Eatery & Bar
6308,Gluttony by The Sin
5702,Gogida
5654,Gogilang
6625,Goji Kitchen Grill & Bar at Pattaya Marriott Resort and Spa (Pattaya)
5177,Golden Bowl at K Village 
5751,Golden Peony At Conrad Singapore Marina Bay
5004,Golden State Vegan
5212,Golden Village Chinese At Hyatt Regency Bangkok Suvarnabhumi Airport
4909,Gongjin
6319,Gongxi Mala 
6384,Goodie Steak @ Bang Phlat
6383,Goodie Steak @ Fai Chai – Phran Nok
6382,Goodie Steak @ Wutthakat
5006,Got to Grill
4922,Gotoku by Shabu King
2820,Grand Mercure Bangkok Atrium Staycation
5524,Gravity 87 Rooftop Lounge At Ramada Bangkok Sukhumvit 87
3005,Great Harbour International Buffet
2770,Great&Grand Sweet Destination (Pattaya)
4834,Green House Bistro 
4770,Greenhouse Congee & Noodles by Landmark
1003,Greenhouse Restaurant Avani Sukhumvit Bangkok
4991,Grilled Station
5562,Grok 1970 
5710,Gui Phan Khwai
5709,Gui Ratchayo 
3377,Guilty Anantara Siam Bangkok
5693,Gusto Bangna
5105,Guzadrift Izakaya
5082,Gyu En Siam Yakiniku
5941,Gyu-Ya Yakiniku Rama 3 
5942,Gyu-Ya Yakiniku The Street Ratchada
5943,Gyu-Ya Yakiniku True Digital Park (West Side)
6248,GyuBei Yakiniku
5073,Gyuder
5061,Gyunobi Yakiniku
3017,HAHAMALA Chinese restaurant
6556,HAJI land
6314,HAN ROLL BKK 
5715,HANJI Taiwanese Hot Pot Sala Daeng
5714,HANJI Taiwanese Hot Pot Thonglor
5546,HEY Mookrata - Charoen Nakhon
4576,HOUSE of TANGO
4985,HUA SENG HONG Central Plaza Chaengwattana
4984,HUA SENG HONG The Mall Lifestore Bangkapi
5030,HUI Suki Block 28
5029,HUI Suki Ratchaphruek
3473,Habitat Hotel Staycation (Hua Hin)
5561,Hachi Hachi Omakase
3674,Hagi Centara Grand at Central Plaza Ladprao Bangkok
4667,Hagi at Centara Grand Beach Resort & Villas (Hua Hin)
4823,Hagow Yaowarat
5457,Hai Tien Lo at Pan Pacific Hotel Singapore
3709,Hainanese Chicken Rice C.P Tower Silom
2243,Hajime Robot restaurant
3668,Hanbab Korean Restaurant
4109,Hangetsu Omakase
5607,Hanjip Korean Grill House
3494,Hannari Cafe de Kyoto Thonglor 
3280,Hanyang Korean Restaurant
5421,Hao Chi Kitchen At Cassia Rama 9
6236,Happening Dine and Bar
5329,Happy Tummy Seafood Bar (Pattaya)
5565,Haps - Brunch & More 
4712,Hard Rock Cafe Bangkok
4275,Hard Rock Cafe at Hard Rock Hotel (Pattaya)
6457,Harudot by Nana Coffee Roasters (Chonburi)
4383,Hashiri at The Athenee Hotel
3837,Haute House The Idle Hotel & Residence
4931,Hei Hotpot Chokchai 4
4532,Heights At BKK
3365,Helena Greek Kitchen
6370,Hen Hao Ma La Sai Phan
5883,Heng Heng Lao Suthisan
4042,Hey!Beanstro
979,Hi So Rooftop Bar So/ Bangkok
6155,HiBuddy BBQ 烤肉研究所
6068,Hiateeyai @ Naret
6067,Hiateeyai @ Samyan
6859,Hidden House Cafe & Bistro (Samut Sakhon)
6962,Hide.away Cafe
3767,High River Café (Ratchaburi)
3234,High Tea by Pickaboo
6060,HighHouse
3964,Hiro Omakase The Promenade 
5854,Hiroki Sushi Klong 2
5856,Hiroki Sushi Rangsit
3173,Hishou Hotel Nikko Bangkok
5586,"Hmmmm, Grilled Pork - BTS Bearing"
5612,"Hmmmm, Grilled Pork Udomsuk"
6571,Ho Kitchen Rama 3
5893,Hogar bar
5910,Hokkaido Yakidon 
4432,Holli Bolli Rooftop Bar @ Radisson Suites Bangkok Sukhumvit
5191,Hom Cham
6232,Hom Duan
5606,Home Dawn Cafe 
5648,Home Dusk: Live House
4736,Homeals Cafe&Bistro
5800,Homie Bar & Restaurant
1801,Hong Kong Fisherman
1878,Hong Teh Chinese Restaurant
6609,Hongfu 鸿福 
741,Hongmin Big C Ladprao
694,Hongmin Central Bangna
744,Hongmin Central Pinklao
743,Hongmin Fashion Island
742,Hongmin Future Park Rangsit
740,Hongmin MBK Center
745,Hongmin Mega Bangna
746,Hongmin The Paseo Kanchanaphisek
6158,Honomi Shabu & Omakase
6592,Hooligan by Apache
6729,Horizon Grill At Banyan Tree Kuala Lumpur
5939,Hotaru 119 Omakase & Izakaya - Sanampao
5940,Hotaru 119 Omakase - Rama 9
3622,Hotel Clover Asok Staycation
3972,Hotel Once Bangkok (Staycation)
4411,Hou Yuu QSNCC
5402,House of Chandra Central Nakhon Pathom
5401,House of Chandra Nakhon Pathom
4726,House of Kin Centara Ayutthaya (Ayutthaya)
3913,House of Kin KORAT Centara Korat (Nakhon Ratchasima)
4704,Hoy Mahachon
4337,Hua Restaurant Grande Centre Point Surawong
4695,Huajai Siam Square One
5624,Huaron Mookrata 
4080,Hub Namthong at Benjarong Hotel Bangkok
6693,Hug Samui 
3827,Hummus Boutique
4929,Hump zaabb
5719,Hunger Bear (Nakhon Sawan)
6651,Hungry Brown Eat and Coffee Roasters
3381,Huolong Chinese Mala HotPot & Grill
3904,Hyde & Seek Athenee Tower
5525,Hyde & Seek One Bangkok
3903,Hyde & Seek Silom Edge
4565,IDYLL Bistro Rama 3
5895,IKKI IZAKAYA
5964,IMM Restaurant 
5956,IMPACT Lakefront
5425,ISEA Sky & The Jetty At Veranda Resort Na Jomtien (Pattaya)
6470,IX Steak House
3809,Ibaki House of Japanese Food and Sushi (Chiang Mai)
5233,Ichi-Meshi Rangsit
5232,Ichi-Meshi Salaya
4381,Ichika Omakase
4266,Ideal Vesta 
6293,Im Pla Phao Prannok
4248,Im-Erb Rama2
5152,Imbue (Michelin Guide)
3296,In The House Ari 5
5342,Indigo Bar at Bay Beach Resort Jomtien (Pattaya)
6013,Indigo Rooftop Bar (Pattaya)
4578,Indus Bangkok Indian Restaurant Michelin Guide
5195,Indy Rest Home Canal
3623,Int.Chon Ladprao 101
6822,Irasshaimase Izakaya
5113,Iron Pan Suanplern Market
6663,Irvin Brew & Beat
5439,Isaa Isan
4261,Isea Beach Bar at Veranda Resort & Villas (Hua Hin)
5277,Itaewon class (Khaoyai)
6662,Izakaya Goichi 51
4399,Izakaya Naihua
4622,Izakaya Reiwa
4590,Izakaya Taro Nak Niwat 7
5975,Izumidai The Alley Ram Inthra
5291,JAG (One Michelin Star 2023)
3302,JAM JAM Eatery & Bar at ASAI Hotels
5842,JAO Ping River Cruise at Anantara Chiang Mai Resort
3625,JA’S Home Cooking
5378,JC Stars Cafe 
4496,JHOL Coastal Indian Cuisine 
4916,JP French
6838,JPteres at Grand Hyatt Kuala Lumpur
5290,JUBANG Premium Aged BBQ Bangkhunnon
5289,JUBANG Premium Aged BBQ Bangna
1747,JUMBO Seafood Iconsiam
2102,JUMBO Seafood Siam Paragon
2925,JW Café at JW Marriott Hotel Bangkok
6846,Jaan Joor (Chiang Mai)
6582,Jackson
6149,Jacob Barn
6139,Jade At The Fullerton Hotel Singapore
4826,Jade Garden Central Rama 3
4825,Jade Garden Pinklao
5276,Jae Keang Banthat Thong
5074,Jaekoy Isaan Seafood Kingpetch Phetchaburi 10
5204,Jakkrawad Chill Restrobar 
3888,James Boulangerie Iconsiam
6108,Jao By KRUA JIANG MAI 
6604,Jao Samut Seafood Buffet (Pattaya) 
4104,Japanish Rooftop Bar & Modern Kitchen
4748,Jarn Nee Plaum Pasta & Bistro 
6119,Jaspe At Wyndham Singapore Hotel
6707,Jass Bar & Bistro at Jasmine City Hotel (Asoke) 
6704,Jass Bar & Bistro at Jasmine Grande Residence (Rama IV)
4696,Jass Bar & Bistro at Jasmine Resort Hotel
1075,Jaw Nuea Chokchai 4
4850,Je Khai Seafood
5520,Jeawhonphrayalae
4106,Jeju Korean Fine Dining & Omakase
6825,Jenn's - PARC Bangna
4652,Jharokha by Indus
4917,JiaoFang MALA
5716,Jiateajiabueng (Chai Nat)
4930,Jibcharoen Bar & Bistro 酒狂
4195,"Jim Thompson, A Thai Restaurant"
4803,Jimmy BBQ & Grill Grand Palazzo Hotel (Pattaya)
5621,Jim​ Sa​ Jui​ Station (Ayutthaya)
5443,Jindarin Cafe (Nakhon Ratchasima)
5911,Jinlong Mala Hot Pot
5446,Jinshin Omakase
3369,Jirakaan Restaurant
5998,Jiro Restaurant
6373,Jiu Bak Kut Teh Dim Sum
5294,Jobteeyum Central Embassy
5283,Jobteeyum Daenneramit
5282,Jobteeyum Ladprao
5274,Jojo Soba
5275,Jok Jab Sen Banthat Thong 
4945,Jong Charoen Seafood
4201,Journey Café - A Chatrium Collection (Khao Yai)
6894,JuadJaad Ratchaphruek
5450,Jud Jaritz Eatery
3874,Jumbo Lobster Riverside Bangkok
4397,Junichi Japanese Restaurant 
4866,KAWA Izakaya On Nut
4434,KBBQ Lad Phrao
4558,KBBQ Nawamin
4433,KBBQ Rangsit
1039,KBBQ Sukhumvit 
2645,KBBQ The Street Ratchada
4470,KHAAN Bangkok
4300,KHAO PIYO Bangkok - Indian Multi Cuisines 
5600,KIN Steak
5661,KO-YA Yakiniku
6805,KORATA Siam Square 
4048,KROK-A-CAFÉ ESPRESSO BAR ครก อะ คาเฟ เอสเปรสโซ บาร์ @ MASON
6900,KYND Kulture
6018,Kaarla Wood-Fire Grill & Bar
5564,Kaen 
5263,Kaenkrung
6401,Kagonoya Central Rama 3
6400,Kagonoya Central Rama 9
6399,Kagonoya Central World
6405,Kagonoya K Village
6404,Kagonoya Mega Bangna
6402,Kagonoya Mercury Ville 
6403,Kagonoya Siam Discovery
5112,Kai Loo Lom
5703,Kai Maeng-da Ta-lay Phao
3253,Kai Yang Boran 
3010,Kai Yang Samanong Phattanakan 53
5107,Kaikatok Wutthakat
4913,Kaito Sushi
5989,Kaiwa
5075,Kalanan Riverside Resort Staycation
4067,Kam's Roast Central Eastville
5251,Kam's Roast Central World
5252,Kam's Roast ICONSIAM
4066,Kam's Roast Mega Bangna
5613,Kan Sushi Omakase & Sake bar (Robertson Quay)
5610,Kan Sushi | Izakaya & Sake Bar (Tanjong Pagar)
5090,Kang Ban Phe (Rayong)
5437,Kanomjeenyoksod
3891,Kanpai Omakase
5758,Kapi (Surat Thani)
5608,Kapitan Bar & Restaurant 
3276,Kappou Nihon Ratchapruek
6144,Karawa Omakase
2864,Karayama Cosmo Bazaar 
4180,Karayama Fashion Island
4021,Karayama Future Park Rangsit
2866,Karayama Samyan Mitrtown
2861,Karayama Siam Square One
3378,Karayama Terminal 21 Rama 3
2757,Karkinos Beach Club by Apsara Beachfront Resort and Villa (Phang-nga)
4957,Kato Omakase 
3256,Katsuya Central Rama 2
3797,Katsuya Central Westgate
3796,Katsuya CentralWorld
3264,Katsuya Cosmo Bazaar 
3259,Katsuya Fashion Island
3262,Katsuya Fortune Town
3255,Katsuya Future Park Rangsit
3258,Katsuya Gateway Ekamai
3263,Katsuya Imperial World Samrong
3261,Katsuya Mega Bangna
3254,Katsuya Siam Square One
3257,Katsuya Union Mall
6832,Kazama Yakiniku CentralWorld
4711,Kem-Kon (Pahurat)
1900,Kenny Rogers Roasters (Phuket)
5473,Kenny’s BKK Sukhumvit 31
3545,Kensington English Garden Resort Staycation (Khao Yai)
5459,Keyaki at Pan Pacific Hotel Singapore
5190,Khaba Shabu Suki & Dim Sum Buffet Asoke Montri
6025,Khanom Jeen Phuket Baan A-Ma
2381,Khao Ekkamai 
4311,Khao Jaan-Prod CentralWorld
2382,Khao Wireless Road
5949,Khao Yai Art Tree
2999,Khaodongmoodaeng Siriraj Wang Lang 
6247,Khrua Baan Suan
5725,Khun Noo Shabu Mookata
6623,Khun Rose Cuisine (Pattaya)
5426,Khun Toom Kitchen Saimai Avenue
5793,Kichi Omakase 
3184,Kiew Kai Ka Nak Niwat (Bangkok)
3176,Kiew Kai Ka Nak Niwat (Cafe Zone)
5865,Killing Time Wagyu and Japanese glass
6572,Kin A Rai Dee Cafe and Restaurant
2707,Kin Chan Si Grilled FISH & ISAAN Thai Food
6985,Kin Yang Chow Lay
3029,Kindee Bistro (Phuket)
5553,Kindee Cafe 
2780,King Seafood (Pattaya)
1384,Kingkong Yakiniku Buffet  United Center Silom
4330,Kingkong Yakiniku Buffet Att U Park Bangna
3609,Kingkong Yakiniku Buffet Central Chaengwattana
4329,Kingkong Yakiniku Buffet Ease Park
1382,Kingkong Yakiniku Buffet Ekamai
3604,Kingkong Yakiniku Buffet Rama 9
4328,Kingkong Yakiniku Buffet The Mercury Ville Chidlom
3606,Kingkong Yakiniku Buffet The Sense Pinklao
4326,Kingkong Yakiniku Buffet Town in Town
4327,Kingkong Yakiniku Buffet Vue Lifestyle Mall
5969,Kingpai Baikaew
4831,Kingston Lounge at Aira Hotel Bangkok
6045,Kinlum Kamwhan
6152,Kinnaree Restaurant Sukhumvit 8
6385,Kinsaru 
5644,Kintamani at Furama Riverfront Hotel
5234,Kintub Thai Mookata
6214,Kisekhi Craft and Fusion Buffet
911,Kisso at The Westin Grande Sukhumvit
5764,Kissuisen At Bangkok Marriott Hotel The Surawongse
6616,Kitchen Yu Pin
4924,Kizuna Shabu & Hand Roll
3967,Kliff Beach Club (Pattaya)
6614,Klindin Cafe & Restaurant
3492,Knock Knock Cafe & Bar
5117,KoTo-Ya
5945,Kohaku Omakase
3166,Koko Japanese Omakase 
6837,Kokoro Omakase & Hand Roll Bar - Central Eastville
6836,Kokoro Omakase & Hand Roll Bar - Megabangna
3637,KongJu Grill & Shabu Lotus's Rangsit Klong 4
2072,Kongju Restaurant at Pathumwan Princess Hotel
5463,Konlamoh
5011,Koong Tung Seafood At Banthat Thong Road
5009,Koong Tung Seafood At Ram Intra Expressway Market 
5010,Koong Tung Seafood At Srinakarin Train Market (Entrance Zone)
5012,Koong Tung Seafood At Srinakarin Train Market (Main Square)
5592,Kopella (Phuket)
6792,Korat BaanAng Khaoyai
5650,Korat Thai Cafe
4227,Korea House Gold - The Fourth 
3667,Koriko Yakiniku
1864,Kouen Premium Buffet AIA Capital Center
4209,Kouen Premium Buffet City Link Korat (Nakhon Ratchasima)
1867,Kouen Premium Buffet Empire Tower Sathorn
4205,Kouen Premium Buffet Future Park Rangsit
4207,Kouen Premium Buffet Index Ladkrabang
4204,Kouen Premium Buffet Index Living Mall Bangna
4206,Kouen Premium Buffet Lotus North Ratchapruek
1866,Kouen Premium Buffet Mega Bangna
1168,Kouen Premium Buffet Sena Fest
1868,Kouen Premium Buffet Siam Square One (Branch 1)
4203,Kouen Premium Buffet Siam Square One (Branch 2)
1170,Kouen Premium Buffet The Bright Rama 2
1865,Kouen Premium Buffet The Sense Pinklao
1171,Kouen Premium Buffet The Walk Kaset Nawamin
4208,Kouen Premium Buffet Vanit Village Aree
6388,Kozen Sushi Bar & Restaurant
5453,Kraft Cafe At Mowa Bangkok
4102,Kraft Kafe
6776,Krua Ban Pa Boon 3 (Sriracha)
6777,Krua Ban Pa Boon 4 (Chonburi)
6778,Krua Ban Pa Boon 5 (Pattaya)
6780,Krua Ban Pa Boon 6 (Rayong)
6781,Krua Ban Pa Boon 7 (Bangsaen)
5662,Krua Khun Ein Rama 3
5663,Krua Khun Ein Rama 9
5824,Krua Khun Ein Ratchada 32
6393,Krua Klang Bueng – Yo Yak Khiew Yai Mookrata
5926,Krua Kratare
6374,Krua Kung Waan
6833,Krua Muang Ve Lao Yuan at Robinson Lifestyle Srisamarn
955,Krua Nai Noi Seafood
5966,Krua Pa Ya
5742,Krua Phra Khanong
6935,Krua Piam Ros
6715,Krua Prik Nam Pla 
5952,Krua Rim Wang (Samut Sakhon)
5403,Krua Ros Saeb (Nakhon Pathom)
6287,Krua Suan View Pla Mae Num
2599,Krua Talad Yai by Courtyard Marriott (Phuket)
5519,Krua-Ka-Min
6843,KruaKunJane Ramintra Km.2
6110,Kruajiangmai Thonglor
3644,Kruakungwan (Chonburi)
1353,Kuang Seafood Ratchada
4882,KubPhuket
5050,Kuma Shabu & Yakiniku 
5118,Kuma no Yakitori 
5541,Kumpoy 
4936,KungFu Dimsum
4900,Kungtakrasedthee Bang Khae
3790,Kunlin Restaurant (Ranong)
4089,Kunshine Hotpot Asok
4088,Kunshine Hotpot Huai Khwang
5207,Kunshine Hotpot Yaowarat
4599,Kushiro Omakase and Japanese Dining
6347,Kwankamon Cafe and Restaurant
4989,Kwann at Nysa Hotel Bangkok
6296,Kyo Roll En - Cafe & Meal Avenue Ratchayothin
6297,Kyo Roll En - Cafe & Meal Central Eastville
6295,Kyo Roll En - Cafe & Meal Central Rama 9
6298,Kyo Roll En - Cafe & Meal Gateway Ekamai 
6294,Kyo Roll En - Cafe & Meal Mega Bangna
6896,Kyo Zen 
2877,Kyoto Uji Saryo Iconsiam
4828,Kyu Hachi Shabu
4863,Kyushu Yatai Kyutarou 
6309,L'Aperitif At Mercure on Stevens 
6064,L'Entrecôte The Steak and Fries Bistro (Customs House)
5988,L'Escargot Bistro
5991,L'Escargot at MONOPOLE
4961,L-Seven Café Sutthisan
6495,LA JimJum Lat Phrao 101 Yeak 38
5060,LAmu:n Grandma Cuisine
2916,LEE Cafe' Central Silom Tower
2919,LEE Cafe' Phloenchit Center
2918,LEE Cafe' Q House Lumpini
5653,LIBI HOME
5523,LUNA 48 Rooftop Bar at Ramada Bangkok Sukhumvit 48
4897,LUZ Bangkok Tapas Bar
5415,La Bisque at Le Bali Resort & Spa (Pattaya)
6137,La Brasserie At The Fullerton Bay Hotel Singapore
3971,La Cucina Andaz Pattaya Jomtien Beach (Pattaya)
5877,La Luna
4715,La Petite Salil Sukhumvit Soi 8 Staycation
4334,La Petite Salil Sukhumvit Thonglor 1 Staycation
3979,La Scala The Sukhothai Bangkok 
1560,La Tavola Renaissance Bangkok
4369,La VIE Bistronomy at VIE Hotel
6814,LaLa Shabu Century Onnut
6620,Laanna Kitchen Restaurant at Meliá Hotel (Chiang Mai)
5296,Lab Ped Rama 4
6575,Laciana By The Sea
4199,Lacol Khaoyai - A Chatrium Collection (Khao Yai)
4202,Lacol Khaoyai - A Chatrium Collection Staycation (Khao Yai)
5260,Lady Butcher
6652,Lady L Garden Bistro
5144,Laekmailaek Chula 6
3349,Laem Charoen Central Ayutthaya (Ayutthaya)
2583,Laem Charoen Central Bangna
2574,Laem Charoen Central Chaengwattana
2582,Laem Charoen Central Chiang Mai Airport
4250,Laem Charoen Central Chiang Rai
2585,Laem Charoen Central Eastville
2589,Laem Charoen Central Festival Chiang Mai
2563,Laem Charoen Central KhonKaen
2592,Laem Charoen Central Ladprao
4492,Laem Charoen Central Nakhon Pathom
2587,Laem Charoen Central Pinklao
2590,Laem Charoen Central Plaza Udon Thani
2581,Laem Charoen Central Rama 2
2577,Laem Charoen Central Rama 3
2576,Laem Charoen Central Rama 9
3347,Laem Charoen Central Salaya
4491,Laem Charoen Central Ubon Ratchathani
2575,Laem Charoen Central Village
2586,Laem Charoen Central Westgate
4198,Laem Charoen Central Westville
2562,Laem Charoen CentralWorld
4196,Laem Charoen Ekkamai
2578,Laem Charoen EmQuartier
2570,Laem Charoen Fashion Island
2580,Laem Charoen Future Park Rangsit
2571,Laem Charoen Mega Bangna
5186,Laem Charoen Nirvana Porch Krungthep Kreetha
2572,Laem Charoen Robinson Lat Krabang
2805,Laem Charoen Seacon Square Srinagarindra
2591,Laem Charoen Silom Complex
4175,Laem Charoen The Mall Bangkae
4173,Laem Charoen The Mall Bangkapi
2573,Laem Charoen The Mall Ngamwongwan
4626,Lahnyai 
4937,Lakorn at Rosewood Bangkok
6938,Lamai Himnam (Chiang Mai)
4284,Lamaya (Khao Yai)
5974,Lamaya Bangkok
6565,Lambullghini Steakhouse & Noodle Bar
5746,Lan Tum Luang Prabang
5543,Lannua Zaab In The Garden
5435,Lanrotchat Banthatthong
5456,Laohu Shabu Buffet
1016,Latest Recipe & Tempo Bar mezzanine floor at Le Meridien Hotel
5350,Lau Nuong An La Ghien
4809,Lay Low 
4833,Lay and Lu 
6718,Laychale 
6453,Lazy Lizard - Upper Thomson
701,Le Boeuf
3950,Le Khwam Luck Cafe Bar and Restaurant
1990,Le Mecier Bangkok
5839,"Le Petit Chef at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok"
4686,Le Salon Café Bangkok
5417,Le' Bali Resort And Spa Staycation (Pattaya)
5215,LeVeL33 Craft-Brewery Restaurant & Lounge
5901,Learksen Lennam
2915,Lee Kitchen at Lee Place Hotel
5944,Leela Cheva Restaurant (Pattaya)
4489,Leepee Cafe
6705,Legend Roof Bar 
4879,Leng Hong Phran Nok Phutthamonthon Sai 4
4876,Leng Hong Rama 2
5080,Leng Hong Ryuho Rama 2
4877,Leng Hong Sukhumvit 62
5013,Lennon's at Rosewood Bangkok
3640,Lhong Khao 廊 饭 (Phuket)
4999,Lhong Lhao Yingcharoen Square
5287,Lhong Ma Lhao
5054,Lhor Liang Farm
6077,Li Yang Charn At The Avenue
6076,Li Yang Rat Uthit 54
6369,Li Yang Suki Mala Ramkhamhaeng
6031,Li Yang Suki Mala The Mall Bang Kapi
4134,"Lido Restaurant at The Standard, Hua Hin (Hua Hin) "
5261,Lighthouse Cafe & Restaurant
6665,Lilit Café & Eatery
4942,Lily Fu's Asian Bistro
2990,Lim Kwong Meng Restaurant
5921,Lim Tom Luead Moo (Pattaya)
6550,Lim Tom Luead Moo Sriracha (Chonburi)
4767,Lincha Hot Pot 临茶火锅 
6276,Ling Bkk
5505,Lion Suki Mala
5811,Lion's Tale (Trang)
3165,Little Dragon
6128,Little Stove
6672,Little Wood 
6733,Liu Liu Hotpot 六六火锅 Rangsit Khlong 3
3192,Liu Xiang Fong The Promenade 
3191,Liu Xiang Fong Zpell Future Park Rangsit
5458,Living Room at Park Hyatt Bangkok
5838,Living Table Bangkok
6198,Liyang Space
5748,LoLo Bar Grill
3978,Lobby Salons The Sukhothai Bangkok
6103,Lom Choi-Anong (Chonburi)
4939,Long Jim Shabu
4908,Long Lai 
5536,Long Pasta
4786,Long Rao Dim Sum
4068,Longhorn Steakhouse & Grill (Pattaya)
5141,Longpao Dimsum Hong Kong Hua Mak
5794,Longpao Dimsum Hong Kong Market Place Theprak
5143,Longpao Dimsum Hong Kong Nawamin-Si Burapha
5142,Longpao Dimsum Hong Kong Panya Indra
2604,Longtail River Bar and Lounge
3620,Loong Foong at Jubilee Prestige Hotel Ratchadapisek
4153,Loong Mala
1810,Lost And Found Avani+ Riverside Bangkok Hotel
5732,Louie's on fifteen Bamboo & Bourbon
6829,Louk In Louk Jaan
6289,Loulou.bkk
5772,Love Me Cafe and Bar
6713,Lumi Restaurant at AMANOR Hotel Chiang Mai
5876,Luminous at Lumen Bangkok Udomsuk Station
2606,Luna Lanai Restaurant at Sheraton (Hua Hin)
4141,Lyon French Cuisine
2657,M Café M Hotel (Pattaya)
5907,M Thai Restaurant & Bar
3710,M Wine Lounge Mercure Bangkok Makkasan
6790,MAKI Brunch Izakaya
6274,MAO NARA Rooftop Bar
5015,MB All Seafood (Phuket)
3953,MJ Hotpot 
4956,MUGI
4374,Ma La Kor EXII Ngamwongwan
4372,Ma La Kor Fashion Island
4371,Ma La Kor Robinson Lat Krabang
4373,Ma La Kor Seacon Square Srinagarindra
4375,Ma La Kor The Mall Bang Kapi
6273,Ma Maison 
4523,Ma Maison Bangkok
6338,Maan Muang
6661,Macaria Bangkok 
5148,Machew's Roast
6032,Mad Moa Asok
6120,Madam Tam Sa Taek
6444,Madame Musur
4033,Madison Steak Avenue at Anantara Siam Bangkok Hotel 
5085,Madoka Sumibi Izakaya 
6613,Mae Oil Soijuu
4536,Maesriruen The Mall Bangkae
4535,Maesriruen The Mall Bangkapi
5166,Mahasawat Cafe & Restaurant
6621,Mai Restaurant & Bar at Meliá Chiang Mai Hotel (Chiang Mai)
6622,Mai The Sky Bar at Meliá Hotel (Chiang Mai)
6627,Maison Dunand
5537,Maison Mizuki at Sofitel Bangkok Sukhumvit Hotel
5857,Maison de Siri Cafe & Eatery
4771,Maitria Hotel Rama 9 Bangkok Staycation
2650,Maitria Mode Sukhumvit 15 Bangkok Staycation
6461,Makhaen Kitchen – Northern Thai Cuisine
4807,Makin bar & restaurant
4665,Mala X
3725,Malao Malao at The Chiang Mai Riverside Hotel (Chiang Mai)
5735,Mama Diam 妈妈店
3371,Mama Dolores
2556,Mama Pasta Krungthep Kreetha
5331,Mama Yaya
5249,Mamamia (Pattaya)
4955,Mami Rose - The Goodtime Restaurant
6376,Mami's Tamales
5392,Man & Machine Cafe
3414,Man Chan Korean BBQ Buffet Seacon Square Srinagarindra
4669,Man Fu Lou
4350,Man Fu Yuan Kitchen Samyan Mitrtown
5845,Man Fu Yuan One Bangkok
3905,Man Fu Yuan QSNCC
4512,"Man Ho Bistro, Erawan Bangkok"
1192,Man Ho Chinese Restaurant at JW Marriott Hotel
5257,Mana Garden Cafe & Restaurant
5194,Manam Seafood 
5745,Mandarin Roast Duck 
4602,Manee Me More Central Westgate
4603,Manee Me More Esplanade Ratchadaphisek
4740,Manee Me More Fashion Island
4607,Manee Me More Homepro Charan Sanit Wong
4605,Manee Me More Homepro Rama 3
