restaurant_id,name,scraped_city,confidence,matched_keyword,source,search_query,source_text,error
5435,Lanrotchat Banthatthong,Bangkok,medium,banthatthong,restaurant_name,,Lanrotchat Banthatthong,
5456,Laohu Shabu Buffet,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 2 Thanon Chalong Krung, Lam Pla Thio, Khet Lat Krabang, Krung Thep Maha Nakhon 10520, Thailand Laohu Shabu Buffet & Grill ฉลองกรุง",
1016,Latest Recipe & Tempo Bar mezzanine floor at Le Meridien Hotel,Bangkok,medium,le meridien,restaurant_name,,Latest Recipe & Tempo Bar mezzanine floor at Le Meridien Hotel,
5350,Lau Nuong An La Ghien,Singapore,high,Singapore,places_api_existing_output,,"Singapore 71 Lor 23 Geylang, Singapore 388386 Ăn Là Ghiền -5",
4961,L-Seven Café Sutthisan,,error,,google_places_api,L-Seven Café Sutthisan restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
4833,Lay and Lu,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 22/4 Ban Suan Maha Wong Soi 4, Phra Khanong Tai, Prakhanong, Krung Thep Maha Nakhon 10260, Thailand Lay & Lu",
6718,Laychale,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," laychale สามเสนใน Phaya Thai, Khet Chatuchak, Krung Thep Maha Nakhon 10400, Thailand Lay Chale",
6453,Lazy Lizard - Upper Thomson,Singapore,high,Singapore,places_api_existing_output,,"Singapore 906M Upper Thomson Rd, Singapore 787110 Lazy Lizard - Upper Thomson",
701,Le Boeuf,Singapore,high,Singapore,places_api_existing_output,,"Singapore 159 Telok Ayer St, Singapore 068614 Boeuf",
4828,Kyu Hachi Shabu,,error,,google_places_api,Kyu Hachi Shabu restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
1990,Le Mecier Bangkok,Bangkok,high,Bangkok,restaurant_name,,Le Mecier Bangkok,
5839,"Le Petit Chef at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",Bangkok,high,Bangkok,restaurant_name,,"Le Petit Chef at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",
4686,Le Salon Café Bangkok,Bangkok,high,Bangkok,restaurant_name,,Le Salon Café Bangkok,
5417,Le' Bali Resort And Spa Staycation (Pattaya),Pattaya,high,Pattaya,restaurant_name,,Le' Bali Resort And Spa Staycation (Pattaya),
5215,LeVeL33 Craft-Brewery Restaurant & Lounge,Singapore,high,Singapore,places_api_existing_output,,"Singapore 8 Marina Blvd, #33 - 01 Tower 1, Singapore 018981 LeVeL33",
5901,Learksen Lennam,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," Central World ชั้น 1 โซน Hug Thai (close to Centara Grand and Bangkok Convention Centre, entrance Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand Learksen Lennam : เลือกเส้น เล่นน้ำ",
2915,Lee Kitchen at Lee Place Hotel,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 710 26 Soi Sathu Pradit 58, Khwaeng Bang Phong Phang, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand Lee Kitchen",
5944,Leela Cheva Restaurant (Pattaya),Pattaya,high,Pattaya,restaurant_name,,Leela Cheva Restaurant (Pattaya),
5060,LAmu:n Grandma Cuisine,,error,,google_places_api,LAmu:n Grandma Cuisine restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6705,Legend Roof Bar,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 614, 139 Soi, Khwaeng Chom Phon, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand Legend Roof Bar (Official) @Phahonyothin24",
4879,Leng Hong Phran Nok Phutthamonthon Sai 4,Bangkok,medium,phutthamonthon sai 4,restaurant_name,,Leng Hong Phran Nok Phutthamonthon Sai 4,
4876,Leng Hong Rama 2,Bangkok,medium,rama 2,restaurant_name,,Leng Hong Rama 2,
5080,Leng Hong Ryuho Rama 2,Bangkok,medium,rama 2,restaurant_name,,Leng Hong Ryuho Rama 2,
4877,Leng Hong Sukhumvit 62,Bangkok,medium,Sukhumvit,restaurant_name,,Leng Hong Sukhumvit 62,
5013,Lennon's at Rosewood Bangkok,Bangkok,high,Bangkok,restaurant_name,,Lennon's at Rosewood Bangkok,
3640,Lhong Khao 廊 饭 (Phuket),Phuket,high,Phuket,restaurant_name,,Lhong Khao 廊 饭 (Phuket),
4999,Lhong Lhao Yingcharoen Square,Bangkok,medium,yingcharoen square,restaurant_name,,Lhong Lhao Yingcharoen Square,
5287,Lhong Ma Lhao,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 118 Phadung Dao Rd, สัมพันธวงศ์ Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand Lhong Ma Lhao",
5054,Lhor Liang Farm,Nakhon Pathom,high,Nakhon Pathom,places_api_existing_output,,"Tambon Huai Phlu 89/14 Tambon Huai Phlu, Amphoe Nakhon Chai Si, Chang Wat Nakhon Pathom 73120, Thailand Lhor Liang Farm",
6077,Li Yang Charn At The Avenue,Bangkok,medium,charn at the avenue,restaurant_name,,Li Yang Charn At The Avenue,
6076,Li Yang Rat Uthit 54,Bangkok,medium,rat uthit,restaurant_name,,Li Yang Rat Uthit 54,
6369,Li Yang Suki Mala Ramkhamhaeng,Bangkok,medium,ramkhamhaeng,restaurant_name,,Li Yang Suki Mala Ramkhamhaeng,
6031,Li Yang Suki Mala The Mall Bang Kapi,Bangkok,medium,the mall bang kapi,restaurant_name,,Li Yang Suki Mala The Mall Bang Kapi,
4134,"Lido Restaurant at The Standard, Hua Hin (Hua Hin)",Hua Hin,high,Hua Hin,restaurant_name,,"Lido Restaurant at The Standard, Hua Hin (Hua Hin)",
5261,Lighthouse Cafe & Restaurant,Singapore,high,Singapore,places_api_existing_output,,"Singapore 75 Jellicoe Rd, #01-00 Wavelink Holdings Pte Ltd, Singapore 208738 Lighthouse Bistro",
6665,Lilit Café & Eatery,Bangkok,high,กรุงเทพมหานคร,places_api_existing_output,," Phrasumeru Road, 55/8 ตรอก บ้านหล่อ แขวงบ้านพานถม Phranakorn, กรุงเทพมหานคร 10200, Thailand Lilit Café & Eatery",
4942,Lily Fu's Asian Bistro,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 18 Soi Sukhumvit 11 Klong toei nua, Watthana, Krung Thep Maha Nakhon 10110, Thailand Lily Fu's - Authentic Thai Restaurant",
2990,Lim Kwong Meng Restaurant,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 294 ซอย จุฬาลงกรณ์ 15 Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand Lim Kwong Meng",
5921,Lim Tom Luead Moo (Pattaya),Pattaya,high,Pattaya,restaurant_name,,Lim Tom Luead Moo (Pattaya),
6550,Lim Tom Luead Moo Sriracha (Chonburi),Chonburi,high,Chonburi,restaurant_name,,Lim Tom Luead Moo Sriracha (Chonburi),
2563,Laem Charoen Central KhonKaen,,error,,google_places_api,Laem Charoen Central KhonKaen restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6276,Ling Bkk,Bangkok,medium,bkk,restaurant_name,,Ling Bkk,
6565,Lambullghini Steakhouse & Noodle Bar,,error,,google_places_api,Lambullghini Steakhouse & Noodle Bar restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5811,Lion's Tale (Trang),Trang,high,Trang,restaurant_name,,Lion's Tale (Trang),
4809,Lay Low,,error,,google_places_api,Lay Low restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6128,Little Stove,Singapore,high,Singapore,places_api_existing_output,,"Singapore 284 Geylang Rd, Singapore 389331 Little Charcoal Stove小炭炉滋补鸡煲(黑丫丫)",
6672,Little Wood,Singapore,high,Singapore,places_api_existing_output,,"Singapore 330 Balestier Rd, Singapore 329762 Little Woods Montessori",
6733,Liu Liu Hotpot 六六火锅 Rangsit Khlong 3,Pathum Thani,medium,rangsit,restaurant_name,,Liu Liu Hotpot 六六火锅 Rangsit Khlong 3,
3192,Liu Xiang Fong The Promenade,Bangkok,medium,promenade,restaurant_name,,Liu Xiang Fong The Promenade,
3191,Liu Xiang Fong Zpell Future Park Rangsit,Pathum Thani,medium,future park rangsit,restaurant_name,,Liu Xiang Fong Zpell Future Park Rangsit,
5458,Living Room at Park Hyatt Bangkok,Bangkok,high,Bangkok,restaurant_name,,Living Room at Park Hyatt Bangkok,
5838,Living Table Bangkok,Bangkok,high,Bangkok,restaurant_name,,Living Table Bangkok,
4767,Lincha Hot Pot 临茶火锅,,error,,google_places_api,Lincha Hot Pot 临茶火锅 restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5748,LoLo Bar Grill,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 50 Soi Ramkhamhaeng 164, Lane 12, Khwaeng Min Buri, Khet Min Buri, Krung Thep Maha Nakhon 10510, Thailand LOLO Bar Grill",
3978,Lobby Salons The Sukhothai Bangkok,Bangkok,high,Bangkok,restaurant_name,,Lobby Salons The Sukhothai Bangkok,
6103,Lom Choi-Anong (Chonburi),Chonburi,high,Chonburi,restaurant_name,,Lom Choi-Anong (Chonburi),
4939,Long Jim Shabu,Singapore,high,Singapore,places_api_existing_output,,"Singapore 1 Scotts Rd, #01 - 15, Singapore 228208 Shabu Jin",
4908,Long Lai,Singapore,high,Singapore,places_api_existing_output,,"Singapore 363 Jalan Besar Thiên, 363 Jln Besar, Long Quán, Singapore 208994 Thien Long Vietnamese Food",
5536,Long Pasta,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 111 ถ. บางบอน 5 Bang Bon Nuea, Khet Bang Bon, Krung Thep Maha Nakhon 10150, Thailand Long Pasta",
3950,Le Khwam Luck Cafe Bar and Restaurant,,error,,google_places_api,Le Khwam Luck Cafe Bar and Restaurant restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
4068,Longhorn Steakhouse & Grill (Pattaya),Pattaya,high,Pattaya,restaurant_name,,Longhorn Steakhouse & Grill (Pattaya),
5141,Longpao Dimsum Hong Kong Hua Mak,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 18 Hua Mak Road, Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand หลงเปาติ่มซำฮ่องกง",
5794,Longpao Dimsum Hong Kong Market Place Theprak,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 18 Hua Mak Road, Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand หลงเปาติ่มซำฮ่องกง",
5143,Longpao Dimsum Hong Kong Nawamin-Si Burapha,Bangkok,medium,nawamin-si burapha,restaurant_name,,Longpao Dimsum Hong Kong Nawamin-Si Burapha,
5142,Longpao Dimsum Hong Kong Panya Indra,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 18 Hua Mak Road, Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand หลงเปาติ่มซำฮ่องกง",
2604,Longtail River Bar and Lounge,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 257, 1-3 Charoen Nakhon Rd, Samrae, Khet Thon Buri, Krung Thep Maha Nakhon 10600, Thailand Longtail River Bar and Lounge",
3620,Loong Foong at Jubilee Prestige Hotel Ratchadapisek,Bangkok,medium,ratchadapisek,restaurant_name,,Loong Foong at Jubilee Prestige Hotel Ratchadapisek,
4153,Loong Mala,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 99/6-9 อาคาร ศูนย์การค้าโชว์ดีซี AM101 บางกะปิ Khet Huai Khwang, Krung Thep Maha Nakhon 10120, Thailand Loong Mala",
1810,Lost And Found Avani+ Riverside Bangkok Hotel,Bangkok,high,Bangkok,restaurant_name,,Lost And Found Avani+ Riverside Bangkok Hotel,
5732,Louie's on fifteen Bamboo & Bourbon,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," No.4, Soi Sukumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand LOUIE'S on fifteen | BAMBOO & BOURBON",
6829,Louk In Louk Jaan,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 87 Velaa Sindhorn Village, E107 Lang Suan Rd, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand Louk In Louk Jaan",
6289,Loulou.bkk,Bangkok,medium,bkk,restaurant_name,,Loulou.bkk,
5772,Love Me Cafe and Bar,Singapore,high,Singapore,places_api_existing_output,,"Singapore 202 Telok Ayer St, Singapore 068639 My Awesome Cafe",
6713,Lumi Restaurant at AMANOR Hotel Chiang Mai,Chiang Mai,high,Chiang Mai,restaurant_name,,Lumi Restaurant at AMANOR Hotel Chiang Mai,
5876,Luminous at Lumen Bangkok Udomsuk Station,Bangkok,high,Bangkok,restaurant_name,,Luminous at Lumen Bangkok Udomsuk Station,
2606,Luna Lanai Restaurant at Sheraton (Hua Hin),Hua Hin,high,Hua Hin,restaurant_name,,Luna Lanai Restaurant at Sheraton (Hua Hin),
4141,Lyon French Cuisine,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 63/3 Soi Ruamrudee Community, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand Lyon",
2657,M Café M Hotel (Pattaya),Pattaya,high,Pattaya,restaurant_name,,M Café M Hotel (Pattaya),
4489,Leepee Cafe,,error,,google_places_api,Leepee Cafe restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
3710,M Wine Lounge Mercure Bangkok Makkasan,Bangkok,high,Bangkok,restaurant_name,,M Wine Lounge Mercure Bangkok Makkasan,
6790,MAKI Brunch Izakaya,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 456 16 Thanon Siwara, Khwaeng Phlabphla, Khet Wang Thonglang, Krung Thep Maha Nakhon 10310, Thailand MAKI BRUNCH IZAKAYA",
5505,Lion Suki Mala,,error,,google_places_api,Lion Suki Mala restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5015,MB All Seafood (Phuket),Phuket,high,Phuket,restaurant_name,,MB All Seafood (Phuket),
3953,MJ Hotpot,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 797/9 Khwaeng Bang Phong Phang, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand MJ Hotpot",
3165,Little Dragon,,error,,google_places_api,Little Dragon restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
4374,Ma La Kor EXII Ngamwongwan,Nonthaburi,medium,ngamwongwan,restaurant_name,,Ma La Kor EXII Ngamwongwan,
4372,Ma La Kor Fashion Island,Bangkok,medium,fashion island,restaurant_name,,Ma La Kor Fashion Island,
4371,Ma La Kor Robinson Lat Krabang,Bangkok,medium,lat krabang,restaurant_name,,Ma La Kor Robinson Lat Krabang,
4373,Ma La Kor Seacon Square Srinagarindra,Bangkok,medium,seacon square,restaurant_name,,Ma La Kor Seacon Square Srinagarindra,
4375,Ma La Kor The Mall Bang Kapi,Bangkok,medium,the mall bang kapi,restaurant_name,,Ma La Kor The Mall Bang Kapi,
6273,Ma Maison,Singapore,high,Singapore,places_api_existing_output,,"Singapore 200 Victoria St, #02 - 51, Singapore 188021 MA MAISON",
4523,Ma Maison Bangkok,Bangkok,high,Bangkok,restaurant_name,,Ma Maison Bangkok,
6338,Maan Muang,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," QM9G+JMG 165/7 ถนน รามคำแหง Khwaeng Saphan Sung, Khet Saphan Sung, Krung Thep Maha Nakhon 10240, Thailand Maan Muang",
6661,Macaria Bangkok,Bangkok,high,Bangkok,restaurant_name,,Macaria Bangkok,
5148,Machew's Roast,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 30 ซอย จุฬาฯ 14 Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand Machew's Roast",
6032,Mad Moa Asok,Bangkok,medium,Asok,restaurant_name,,Mad Moa Asok,
5907,M Thai Restaurant & Bar,,error,,google_places_api,M Thai Restaurant & Bar restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6444,Madame Musur,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 41 Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand Madame Musur",
4033,Madison Steak Avenue at Anantara Siam Bangkok Hotel,Bangkok,high,Bangkok,restaurant_name,,Madison Steak Avenue at Anantara Siam Bangkok Hotel,
6198,Liyang Space,,error,,google_places_api,Liyang Space restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6613,Mae Oil Soijuu,Singapore,high,Singapore,places_api_existing_output,,"Singapore 198 Geylang Rd, #02-02, Singapore 389263 Mae Toi Mahasarakahm Thai restaurant",
4536,Maesriruen The Mall Bangkae,Bangkok,medium,the mall bangkae,restaurant_name,,Maesriruen The Mall Bangkae,
4535,Maesriruen The Mall Bangkapi,Bangkok,medium,the mall bangkapi,restaurant_name,,Maesriruen The Mall Bangkapi,
4956,MUGI,,error,,google_places_api,MUGI restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6621,Mai Restaurant & Bar at Meliá Chiang Mai Hotel (Chiang Mai),Chiang Mai,high,Chiang Mai,restaurant_name,,Mai Restaurant & Bar at Meliá Chiang Mai Hotel (Chiang Mai),
6622,Mai The Sky Bar at Meliá Hotel (Chiang Mai),Chiang Mai,high,Chiang Mai,restaurant_name,,Mai The Sky Bar at Meliá Hotel (Chiang Mai),
6627,Maison Dunand,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 55 Sathon Soi 10, Si Lom, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand Maison Dunand",
5537,Maison Mizuki at Sofitel Bangkok Sukhumvit Hotel,Bangkok,high,Bangkok,restaurant_name,,Maison Mizuki at Sofitel Bangkok Sukhumvit Hotel,
5857,Maison de Siri Cafe & Eatery,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," เลขที่ 2 Rama IX Soi 43, Khwaeng Hua Mak, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand Maison de Siri Cafe & Eatery",
4771,Maitria Hotel Rama 9 Bangkok Staycation,Bangkok,high,Bangkok,restaurant_name,,Maitria Hotel Rama 9 Bangkok Staycation,
2650,Maitria Mode Sukhumvit 15 Bangkok Staycation,Bangkok,high,Bangkok,restaurant_name,,Maitria Mode Sukhumvit 15 Bangkok Staycation,
6461,Makhaen Kitchen – Northern Thai Cuisine,Singapore,high,Singapore,places_api_existing_output,,"Singapore 371 Beach Rd, B1-22 City Gate, Singapore 199597 Ma Der Kin Khao ມາເດີกินข้าว | Authentic Thai and Lao Restaurant in Singapore",
4807,Makin bar & restaurant,Bangkok,high,กรุงเทพมหานคร,places_api_existing_output,," KrungThep, 296 ถ. พุทธมณฑลสาย 2 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170, Thailand Makin bar & restaurant",
4665,Mala X,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 16 Sukhumvit 36, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand Mala X สุขุมวิท 36",
3725,Malao Malao at The Chiang Mai Riverside Hotel (Chiang Mai),Chiang Mai,high,Chiang Mai,restaurant_name,,Malao Malao at The Chiang Mai Riverside Hotel (Chiang Mai),
5735,Mama Diam 妈妈店,Singapore,high,Singapore,places_api_existing_output,,"Singapore 38 Prinsep St, #01-01, Singapore 188665 Mama Diam 妈妈店: Hidden restaurant and cocktail bar (Prinsep Street)",
3371,Mama Dolores,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 20 Thanon Yen Akat, Khwaeng Chong Nonsi, Khet Yan Nawa, Krung Thep Maha Nakhon 10120, Thailand Mama Dolores",
2556,Mama Pasta Krungthep Kreetha,Bangkok,medium,krungthep kreetha,restaurant_name,,Mama Pasta Krungthep Kreetha,
5331,Mama Yaya,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 53 Soi Nak Niwat 16, Khwaeng Lat Phrao, Khet Lat Phrao, Krung Thep Maha Nakhon 10230, Thailand MAMA YAYA Restaurant",
5249,Mamamia (Pattaya),Pattaya,high,Pattaya,restaurant_name,,Mamamia (Pattaya),
6274,MAO NARA Rooftop Bar,,error,,google_places_api,MAO NARA Rooftop Bar restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6376,Mami's Tamales,Singapore,high,Singapore,places_api_existing_output,,"Singapore 55 Keong Saik Rd., #01-02, Singapore 089158 Mami's Tamales",
5392,Man & Machine Cafe,Bangkok,high,กรุงเทพมหานคร,places_api_existing_output,," 205/68, แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร 10210, Thailand Man& Machine Cafe แมน&แมชชีน คาเฟ่",
3414,Man Chan Korean BBQ Buffet Seacon Square Srinagarindra,Bangkok,medium,seacon square,restaurant_name,,Man Chan Korean BBQ Buffet Seacon Square Srinagarindra,
4669,Man Fu Lou,Singapore,high,Singapore,places_api_existing_output,,"Singapore 80 Middle Road, Frasers House, a, Level 2 Luxury Collection Hotel, Singapore 188966 Man Fu Yuan Restaurant",
4350,Man Fu Yuan Kitchen Samyan Mitrtown,Bangkok,medium,samyan,restaurant_name,,Man Fu Yuan Kitchen Samyan Mitrtown,
5845,Man Fu Yuan One Bangkok,Bangkok,high,Bangkok,restaurant_name,,Man Fu Yuan One Bangkok,
3905,Man Fu Yuan QSNCC,Bangkok,medium,qsncc,restaurant_name,,Man Fu Yuan QSNCC,
4512,"Man Ho Bistro, Erawan Bangkok",Bangkok,high,Bangkok,restaurant_name,,"Man Ho Bistro, Erawan Bangkok",
1192,Man Ho Chinese Restaurant at JW Marriott Hotel,Bangkok,medium,jw marriott,restaurant_name,,Man Ho Chinese Restaurant at JW Marriott Hotel,
5257,Mana Garden Cafe & Restaurant,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," Q87W+WRV, 39 ซอย ร่มรื่น, Khwaeng Thawi Watthana, Khet Thawi Watthana, Krung Thep Maha Nakhon 10170, Thailand Mana Garden - Cafe' & Restaurant",
5194,Manam Seafood,Singapore,high,Singapore,places_api_existing_output,,"Singapore 15 Upper Circular Rd, #01-01, Singapore 058413 MANAM",
4786,Long Rao Dim Sum,,error,,google_places_api,Long Rao Dim Sum restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
4602,Manee Me More Central Westgate,Nonthaburi,medium,central westgate,restaurant_name,,Manee Me More Central Westgate,
4603,Manee Me More Esplanade Ratchadaphisek,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," ชั้นใต้ดิน เอสปานาด Thanon Ratchadaphisek, Khwaeng Din Daeng, Khet Din Daeng, Krung Thep Maha Nakhon 10310, Thailand Manee Me More Esplanade Ratchada",
4740,Manee Me More Fashion Island,Bangkok,medium,fashion island,restaurant_name,,Manee Me More Fashion Island,
4607,Manee Me More Homepro Charan Sanit Wong,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 2, 10 Charan Sanit Wong Rd, Khwaeng Ban Chang Lo, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700, Thailand มานี มี หม้อ สาขาโฮมโปรจรัญสนิทวงศ์",
4605,Manee Me More Homepro Rama 3,Bangkok,medium,Rama 3,restaurant_name,,Manee Me More Homepro Rama 3,
4606,Manee Me More Seacon Square Srinagarindra,Bangkok,medium,seacon square,restaurant_name,,Manee Me More Seacon Square Srinagarindra,
6120,Madam Tam Sa Taek,,error,,google_places_api,Madam Tam Sa Taek restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
1584,Manohra Cruises Bangkok,Bangkok,high,Bangkok,restaurant_name,,Manohra Cruises Bangkok,
5745,Mandarin Roast Duck,,error,,google_places_api,Mandarin Roast Duck restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5166,Mahasawat Cafe & Restaurant,,error,,google_places_api,Mahasawat Cafe & Restaurant restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
2725,Marie Guimar at Wyndham Bangkok Queen Convention Centre,Bangkok,high,Bangkok,restaurant_name,,Marie Guimar at Wyndham Bangkok Queen Convention Centre,
4995,Mariga At Samala Hotel Bangkok,Bangkok,high,Bangkok,restaurant_name,,Mariga At Samala Hotel Bangkok,
6102,Marina Seafood House,Singapore,high,Singapore,places_api_existing_output,,"Singapore 62 Boat Quay, Singapore 049850 Marina Sea Food House 玛丽娜海鲜餐厅",
5223,Market Cafe At Hyatt Regency Bangkok Suvarnabhumi Airport,Bangkok,high,Bangkok,restaurant_name,,Market Cafe At Hyatt Regency Bangkok Suvarnabhumi Airport,
2294,Market Cafe Hyatt Regency Bangkok Sukhumvit,Bangkok,high,Bangkok,restaurant_name,,Market Cafe Hyatt Regency Bangkok Sukhumvit,
3887,Maruay Garden Staycation,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 1 Phahon Yothin Road, Khwaeng Sena Nikhom, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand Maruay Garden Hotel",
5085,Madoka Sumibi Izakaya,,error,,google_places_api,Madoka Sumibi Izakaya restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
1986,Masaaki Japanese Premium Buffet (Phuket),Phuket,high,Phuket,restaurant_name,,Masaaki Japanese Premium Buffet (Phuket),
5193,Manee's Cafe&Bistro,,error,,google_places_api,Manee's Cafe&Bistro restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6647,Mashita Grill Kanchanaphisek,Bangkok,medium,kanchanaphisek,restaurant_name,,Mashita Grill Kanchanaphisek,
6648,Mashita Grill Ram Inthra,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 91 2 Soi Prem Rue Thai 3, Khwaeng Ram Inthra, Khet Khan Na Yao, Krung Thep Maha Nakhon 10230, Thailand มาชิตะGrill",
5471,Masons Craft Bar,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 123 ถ.นวลจันทร์ Khwaeng Nuanchan, Khet Bueng Kum, Krung Thep Maha Nakhon 10230, Thailand Masons Craft Bar",
5373,Mata Garden,Nonthaburi,high,Nonthaburi,places_api_existing_output,,"Tambon Wat Chalo 9, 9, Tambon Wat Chalo, Amphoe Bang Kruai, Chang Wat Nonthaburi 11130, Thailand Mata Garden Restaurant",
6721,Matane Shabu&Sushi Premium Buffet (Kratumbaen Branch),Samut Sakhon,high,Samut Sakhon,places_api_existing_output,,"Tambon Don Ki Di 83 18 Tambon Don Ki Di, Amphoe Krathum Baen, Chang Wat Samut Sakhon 74110, Thailand Matane Shabu & Sushi Premium Buffet, Kratumbaen Branch",
5433,Matsuo Izakaya,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," เลขที่ 184 Ramkhamhaeng Rd, Khwaeng Min Buri, Khet Min Buri, Krung Thep Maha Nakhon 10510, Thailand MATSUO Izakaya",
5861,Mavi Turkish Restaurant & Grill,Singapore,high,Singapore,places_api_existing_output,,"Singapore 17 Baghdad St, Singapore 199656 Mavi Turkish Restaurant & Grill",
3803,Mayraya Wine Bar at Villa Deva Resort and Hotel,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 88 Soi Sathon 1, Khwaeng Thung Maha Mek, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand Mayraya",
5245,Meat Sumpan,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," Krungtheb kretha Rd Thap Chang, Khet Saphan Sung, Krung Thep Maha Nakhon 10250, Thailand Meat Sumpan",
