restaurant_id,name,scraped_city,confidence,matched_keyword,source,search_query,source_text,error
5339,El Tapeo,,error,,google_places_api,El Tapeo restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6653,En Hachi,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 18 N Sathon Rd, สีลม Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand En Hachi",
6023,Enjoy Eating Cafe,Singapore,high,Singapore,places_api_existing_output,,"Singapore 30 Stevens Rd, #01-07, Singapore 257840 Enjoy Eating House and Bar",
5462,Enjoy Eating House and Bar,Singapore,high,Singapore,places_api_existing_output,,"Singapore 30 Stevens Rd, #01-07, Singapore 257840 Enjoy Eating House and Bar",
6324,Epia Ari,Bangkok,medium,Ari,restaurant_name,,Epia Ari,
6323,Epia Asiatique,Bangkok,medium,asiatique,restaurant_name,,Epia Asiatique,
6358,Epia Sukhumvit,Bangkok,medium,Sukhumvit,restaurant_name,,Epia Sukhumvit,
5986,Epicurean Fusion Restaurant,Singapore,high,Singapore,places_api_existing_output,,"Singapore 4 Jln Klapa, Singapore 199316 Epicurean Fusion Restaurant",
6726,ErZab Hotpot Bangna,Bangkok,medium,Bangna,restaurant_name,,ErZab Hotpot Bangna,
3319,Era-Izaan Ratchaphruek,Nonthaburi,medium,ratchaphruek,restaurant_name,,Era-Izaan Ratchaphruek,
4316,Era-Izaan Surawong,Bangkok,medium,surawong,restaurant_name,,Era-Izaan Surawong,
4315,Era-Izaan Thonglor,Bangkok,medium,Thonglor,restaurant_name,,Era-Izaan Thonglor,
5205,Erzab Chaewhon Ladprao,Bangkok,medium,ladprao,restaurant_name,,Erzab Chaewhon Ladprao,
5360,Erzab Chaewhon Onnut,Bangkok,medium,onnut,restaurant_name,,Erzab Chaewhon Onnut,
6223,Esan Kampang Kitchen Chinnakhet,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 390/1 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand Esaan Nation Kitchen",
6224,Esan Kampang Kitchen Sri Racha (Chonburi),Chonburi,high,Chonburi,restaurant_name,,Esan Kampang Kitchen Sri Racha (Chonburi),
5879,ESAN Zaap Jueng,,error,,google_places_api,ESAN Zaap Jueng restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
4750,Escape Bangkok Emquartier,Bangkok,high,Bangkok,restaurant_name,,Escape Bangkok Emquartier,
6245,Escape Pool Club At Centara Karon Resort (Phuket),Phuket,high,Phuket,restaurant_name,,Escape Pool Club At Centara Karon Resort (Phuket),
5689,Est.33 at Crystal Design Center (CDC),Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 1420/1 Pradit Manutham Rd, Khwaeng Khlong Chan, Khet Bang Kapi, Krung Thep Maha Nakhon 10240, Thailand Est.33",
5690,Est.33 at The Nine Center Rama 9,Bangkok,medium,Rama 9,restaurant_name,,Est.33 at The Nine Center Rama 9,
6481,Evan's Kitch - Modern Asian Cafe @ Nicoll Highway,Singapore,high,Singapore,places_api_existing_output,,"Singapore 371 Beach Road #02-35 City Gate, near second floor Lift left hand side, Singapore 199597 Evan's Kitch Cafe (Nicoll Highway) City Gate Mall Second Floor (#02-35)",
6240,Everbean Pizzeria (Phuket),Phuket,high,Phuket,restaurant_name,,Everbean Pizzeria (Phuket),
6493,Eatter A-Han Khon Muang,,error,,google_places_api,Eatter A-Han Khon Muang restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6758,Evolution Renaissance Kuala Lumpur Hotel,Kuala Lumpur,high,Kuala Lumpur,restaurant_name,,Evolution Renaissance Kuala Lumpur Hotel,
5089,Elder and Better,,error,,google_places_api,Elder and Better restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6030,FLNT,Singapore,high,Singapore,places_api_existing_output,,"Singapore 2 Orchard Turn, #55-01 ION Orchard, Singapore 238801 FLNT | Nikkei Restaurant & Bar",
4413,FLOW at Millennium Hilton Bangkok,Bangkok,high,Bangkok,restaurant_name,,FLOW at Millennium Hilton Bangkok,
6598,FOC by the Beach,Singapore,high,Singapore,places_api_existing_output,," 110 Tanjong Beach Walk, Singapore 098943 FOC by the Beach",
6821,FUKU In Sky,Bangkok,high,กรุงเทพมหานคร,places_api_existing_output,," อาคาร, ท่าพระ, ธนบุรี พลาซ่า ชั้น 16 ถ. รัชดาภิเษก แขวงตลาดพลู เขตธนบุรี กรุงเทพมหานคร 10600, Thailand FUKU IN SKY (Roof Top)",
6643,Fafa Halal Bangkok,Bangkok,high,Bangkok,restaurant_name,,Fafa Halal Bangkok,
6578,Fafu Grill Shabu Halal,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 126 Thanon Krung Thep Kritha, Thap Chang, Khet Saphan Sung, Krung Thep Maha Nakhon 10240, Thailand Fafu Mala Halal",
6577,Fafu Mala Halal,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 126 Thanon Krung Thep Kritha, Thap Chang, Khet Saphan Sung, Krung Thep Maha Nakhon 10240, Thailand Fafu Mala Halal",
5079,Fahprapha At Kalanan Riverside Resort,Bangkok,medium,Riverside,restaurant_name,,Fahprapha At Kalanan Riverside Resort,
5799,Fairy Garden BKK,Bangkok,medium,bkk,restaurant_name,,Fairy Garden BKK,
4458,Elbasha Turkish & Lebanese Restaurant,,error,,google_places_api,Elbasha Turkish & Lebanese Restaurant restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5270,Fak Marum Liap Duan Ram Inthra,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 9 ถนนประดิษฐ์มนูญธรรม Khwaeng Tha Raeng, Khet Bang Khen, Krung Thep Maha Nakhon 10230, Thailand Liap Duan Market, Ram Inthra",
5268,Fak Marum Pathum Thani,Pathum Thani,high,Pathum Thani,restaurant_name,,Fak Marum Pathum Thani,
5272,Fak Marum Phutthamonthon Sai 4,Bangkok,medium,phutthamonthon sai 4,restaurant_name,,Fak Marum Phutthamonthon Sai 4,
5269,Fak Marum Town In Town,Bangkok,medium,town in town,restaurant_name,,Fak Marum Town In Town,
1656,Fallabella River Front Iconsiam,Bangkok,medium,iconsiam,restaurant_name,,Fallabella River Front Iconsiam,
6834,Famust.cnx (Chiang Mai),Chiang Mai,high,Chiang Mai,restaurant_name,,Famust.cnx (Chiang Mai),
2823,Fat Belly (Pattaya),Pattaya,high,Pattaya,restaurant_name,,Fat Belly (Pattaya),
2118,Fat Lamb BKK,Bangkok,medium,bkk,restaurant_name,,Fat Lamb BKK,
6033,Fat Prince,Singapore,high,Singapore,places_api_existing_output,,"Singapore 48 Peck Seah St, Singapore 079317 Fat Prince (Formerly The Prince)",
6343,Fatboy Izakaya Ekkamai,Bangkok,medium,Ekkamai,restaurant_name,,Fatboy Izakaya Ekkamai,
6344,Fatboy Izakaya Gaysorn Amarin,Bangkok,medium,gaysorn,restaurant_name,,Fatboy Izakaya Gaysorn Amarin,
4263,Feast At Royal Orchid Sheraton Riverside Hotel Bangkok,Bangkok,high,Bangkok,restaurant_name,,Feast At Royal Orchid Sheraton Riverside Hotel Bangkok,
5822,Feed the beast,Singapore,high,Singapore,places_api_existing_output,,"Singapore 90 Robertson Quay, Level 1, Singapore 238259 Beast & Butterflies",
5041,Fei Fei Mookata Ratchada 3,Bangkok,medium,Ratchada,restaurant_name,,Fei Fei Mookata Ratchada 3,
2188,Fei Ya at Renaissance Bangkok,Bangkok,high,Bangkok,restaurant_name,,Fei Ya at Renaissance Bangkok,
5850,Fernando's Pizza At Trio,Singapore,high,Singapore,places_api_existing_output,,"Singapore 11 Sam Leong Rd, #01-09 Trio Mall, Singapore 207903 Fernando's Pizza @ Trio",
5577,Fi Woodfire Thai ไฟ | Thai Restaurant Orchard | Shaw Centre,Singapore,medium,shaw centre,restaurant_name,,Fi Woodfire Thai ไฟ | Thai Restaurant Orchard | Shaw Centre,
5741,Fighto Izakaya,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," MPX4+F3W ซอย 99 Khwaeng Prawet, Khet Prawet, Krung Thep Maha Nakhon 10250, Thailand Fighto Izakaya",
4528,Embers,,error,,google_places_api,Embers restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
6817,FigureGround Wine Bar,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 3, 2 Thanon Sutthisan Winitchai, Ratchadaphisek, Khet Din Daeng, Krung Thep Maha Nakhon 10400, Thailand FigureGround Wine Bar",
6557,Fine Cuisine Restaurant,Singapore,high,Singapore,places_api_existing_output,,"Singapore 301 Jln Besar, Singapore 208962 Fortune Fine Dining (食来运转)",
6040,Firangi Superstar,Singapore,high,Singapore,places_api_existing_output,,"Singapore 20 Craig Rd, #01-03, Singapore 089692 Firangi Superstar",
3973,Fish Club Andaz Pattaya Jomtien Beach (Pattaya),Pattaya,high,Pattaya,restaurant_name,,Fish Club Andaz Pattaya Jomtien Beach (Pattaya),
4865,Fish Corner Bangrak,Bangkok,medium,bangrak,restaurant_name,,Fish Corner Bangrak,
4849,Esanlongbok,,error,,google_places_api,Esanlongbok restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
3240,Five Crossing Eatery & Winery,Nonthaburi,high,Nonthaburi,places_api_existing_output,,"Amphoe Pak Kret เลข ที่ 411 Bond St, Tambon Ban Mai, Amphoe Pak Kret, Chang Wat Nonthaburi 11120, Thailand Five Crossing",
1056,Flamenco Sky Bar Lounge Emquartier,Bangkok,medium,emquartier,restaurant_name,,Flamenco Sky Bar Lounge Emquartier,
5954,Flann O'Brien's Irish Pub,Nonthaburi,high,Nonthaburi,places_api_existing_output,,"Amphoe Pak Kret 1st Floor, Food Atrium 1, IMPACT Challenger 3 Popular 1 Rd, Tambon Ban Mai, Amphoe Pak Kret, Chang Wat Nonthaburi 11120, Thailand Flann O'Brien's Irish Pub",
3941,Flashback Rooftop Bar,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," เลขที่ 7 Soi Sukhumvit 20, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand Flashback Rooftop Bar",
1594,Flavors at Renaissance Bangkok,Bangkok,high,Bangkok,restaurant_name,,Flavors at Renaissance Bangkok,
4456,Florae at Valia Hotel Bangkok,Bangkok,high,Bangkok,restaurant_name,,Florae at Valia Hotel Bangkok,
4636,Flower Mala Hotpot,Singapore,high,Singapore,places_api_existing_output,,"新加坡 Singapore, 勿拉士巴沙路51号#01-16 邮政编码: 189554 皆欢喜花胶鸡麻辣烫 (Jie Huan Xi) Mala",
5925,Fomo Brunch & Dining (Chonburi),Chonburi,high,Chonburi,restaurant_name,,Fomo Brunch & Dining (Chonburi),
4110,Food Exchange Restaurant at Novotel Bangkok Sukhumvit 20,Bangkok,high,Bangkok,restaurant_name,,Food Exchange Restaurant at Novotel Bangkok Sukhumvit 20,
4403,Food Exchange Restaurant at Novotel Bangkok Sukhumvit 4,Bangkok,high,Bangkok,restaurant_name,,Food Exchange Restaurant at Novotel Bangkok Sukhumvit 4,
6310,Food Exchange at Novotel Singapore On Stevens,Singapore,high,Singapore,restaurant_name,,Food Exchange at Novotel Singapore On Stevens,
5831,FARMSBUY Cafe,,error,,google_places_api,FARMSBUY Cafe restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5376,Fook Kin 福劲,Singapore,high,Singapore,places_api_existing_output,,"Singapore 111 Killiney Rd, Singapore 239550 Fook Kin",
5357,Evoke Bistro and Bar,,error,,google_places_api,Evoke Bistro and Bar restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5345,Forma,Singapore,high,Singapore,places_api_existing_output,,"Singapura 621 Aljunied Rd, Lipo building, Singapore 389834 Forma One : Award Winning Interior Designer",
4792,Frame Cafe & Restaurant,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 99 Soi Ngam Wong Wan 47, Lane 29, Khwaeng Thung Song Hong, Khet Lak Si, Krung Thep Maha Nakhon 10210, Thailand Frame Cafe&Restaurant งามวงศ์วาน 47",
5609,Fighto Yakiniku Highball & Sake Bar,,error,,google_places_api,Fighto Yakiniku Highball & Sake Bar restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5163,Friend Station On Nut 44-46,Bangkok,medium,On Nut,restaurant_name,,Friend Station On Nut 44-46,
6151,Fu Lin Bar & Kitchen (Clarke Quay),Singapore,high,Singapore,places_api_existing_output,,"Singapore 3D River Valley Rd, #01 - 02, Singapore 179023 Fu Lin - Clarke Quay",
3875,Fu Marn Lau Restaurant The Twin Towers Hotel,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 88 Thanon Rama VI, Khwaeng Rong Muang, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand Fu Marn Lau Restaurant ภัตตาคารจีนฟุหมานเหลา",
4787,Fueng Fah at Mövenpick Suriwongse Hotel (Chiang Mai),Chiang Mai,high,Chiang Mai,restaurant_name,,Fueng Fah at Mövenpick Suriwongse Hotel (Chiang Mai),
4386,Fufu Shabu Ari,Bangkok,medium,Ari,restaurant_name,,Fufu Shabu Ari,
5271,Fak Marum Khubon,,error,,google_places_api,Fak Marum Khubon restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5867,Fishermen Seafood,,error,,google_places_api,Fishermen Seafood restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
4387,Fufu Shabu G Tower Grand Rama 9,Bangkok,medium,Rama 9,restaurant_name,,Fufu Shabu G Tower Grand Rama 9,
4385,Fufu Shabu Rama 4,Bangkok,medium,rama 4,restaurant_name,,Fufu Shabu Rama 4,
5538,Fujiyama Sashimi & Shabu Buffet,Pathum Thani,high,Pathum Thani,places_api_existing_output,,"Tambon Lat Sawai 18 29, Tambon Lat Sawai, Amphoe Lam Luk Ka, Chang Wat Pathum Thani 12150, Thailand ฟูจิยามะ บุฟเฟ่ต์ คลอง 4",
5400,Frankie's Rooftop,,error,,google_places_api,Frankie's Rooftop restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5176,Fuku Intown Gateway Bang Sue,Bangkok,medium,bang sue,restaurant_name,,Fuku Intown Gateway Bang Sue,
5174,Fuku Intown Siam Digital Gateway,Bangkok,medium,Siam,restaurant_name,,Fuku Intown Siam Digital Gateway,
6362,Fungpls,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 1677 Soi Phi Mon, Khwaeng Chatuchak, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand ฟังpls-พหลโยธิน17 (Bar&Restaurant)",
6813,GALA Bangkok,Bangkok,high,Bangkok,restaurant_name,,GALA Bangkok,
6742,GAYA Restaurant & Bar,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," Sama Garden at Bitec Buri BITEC Bang Na, EH105 88 Khwaeng Bang Na, Khet Bang Na, Krung Thep Maha Nakhon 10260, Thailand GAYA Restaurant & Bar",
5912,GINGER FARM kitchen at Central Phuket,Phuket,high,Phuket,restaurant_name,,GINGER FARM kitchen at Central Phuket,
5913,GINGER FARM kitchen at One Bangkok,Bangkok,high,Bangkok,restaurant_name,,GINGER FARM kitchen at One Bangkok,
3897,GaGa Udon House Thong Lor,Bangkok,high,กรุงเทพมหานคร,places_api_existing_output,," No. 90 Building, 1st Floor, Fifty Fifth Thonglor Thonglor, ซอย นภาศัพท์ แยก 2 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand GaGa Udon House @Thonglor",
6106,Gallery Kitchen at Hyatt Place Sukhumvit 24,Bangkok,medium,Sukhumvit,restaurant_name,,Gallery Kitchen at Hyatt Place Sukhumvit 24,
4474,Fork & Cork,,error,,google_places_api,Fork & Cork restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5130,Garden Salad by Ms.Chu,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 69 75 Phaya Thai Rd, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand Garden Salad by Ms. Chu",
6941,Food Lala Thai Cuisine,,error,,google_places_api,Food Lala Thai Cuisine restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5218,Garret Fish & Chips Ari,Bangkok,medium,Ari,restaurant_name,,Garret Fish & Chips Ari,
5219,Garret Fish & Chips Sammakorn,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 106 สัมมากรเพลส, Khwaeng Saphan Sung, Khet Saphan Sung, Krung Thep Maha Nakhon 10240, Thailand Garret Fish & Chips - Sammakorn",
4623,Gekka,Bangkok,high,กรุงเทพมหานคร,places_api_existing_output,," 11/2 P23 Tower, 9,9M Floor, Room 9B Soi Sukhumvit 23 Khlongtoey, Nua, เขตวัฒนา กรุงเทพมหานคร 10110, Thailand Gekka Japanese Dining",
4889,Gentle Butcher by Bangkok Butcher,Bangkok,high,Bangkok,restaurant_name,,Gentle Butcher by Bangkok Butcher,
4644,Ginger Farm Kitchen 101 True Digital Park,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 3rd Floor, 101 ถนน สุขุมวิท 101/1 Khwaeng Bang Chak, Prakanong, Krung Thep Maha Nakhon 10260, Thailand Ginger Farm Kitchen at 101 The Third Place",
4643,Ginger Farm Kitchen Central Westville,Nonthaburi,medium,central westville,restaurant_name,,Ginger Farm Kitchen Central Westville,
5109,Ginger Farm Kitchen Centralworld,Bangkok,medium,centralworld,restaurant_name,,Ginger Farm Kitchen Centralworld,
4642,Ginger Farm Kitchen Silom Edge,Bangkok,medium,Silom,restaurant_name,,Ginger Farm Kitchen Silom Edge,
4389,Fufu Shabu Chaengwatthana,,error,,google_places_api,Fufu Shabu Chaengwatthana restaurant,,Google Places status PERMISSION_DENIED: The caller does not have permission
5103,Ginger Farm kitchen Terminal 21 (Pattaya),Pattaya,high,Pattaya,restaurant_name,,Ginger Farm kitchen Terminal 21 (Pattaya),
4832,GingerBowl Cafe,Bangkok,high,Krung Thep Maha Nakhon,places_api_existing_output,," 975 977 Banthat Thong Rd, Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand Ginger Bowl",
5576,Gingerbread House,Singapore,high,Singapore,places_api_existing_output,,"Singapore 333 Orchard Rd, Level 5, Singapore 238867 Ginger.Lily",
5729,Ginggai Huai Khwang,Bangkok,medium,Huai Khwang,restaurant_name,,Ginggai Huai Khwang,
5728,Ginggai Ramkhamhaeng 49,Bangkok,medium,ramkhamhaeng,restaurant_name,,Ginggai Ramkhamhaeng 49,
5696,Ginpao Phochana,Bangkok,high,กรุงเทพมหานคร,places_api_existing_output,," 663-665, อาคารพิชัยญาติ ชั้น 1 ห้อง 103 ถ. มังกร แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพมหานคร 10100, Thailand Ginpao Phochana",
