Ad name,Delivery status,Delivery level,Reach,Impressions,Frequency,Result type,Results,Amount spent (THB),Cost per result,Starts,Ends,Rest ID ,Rest 2,Rest 3,Rest 4,Rest 5
SRC=KOL|COUNTRY=TH|RID=4911|RNAME=MIA|TYPE=IMG|KOLID=HH-KJT|PLAT=FB|DATE=2025-12-04,active,ad,1159,1439,1.24158758,Website purchases,14,68.75,4.91071429,20/08/2025,,4911,,,,
kol-fd_hh-cvtp_res_1483_praya-kitchen-bangkok-marriott-hotel-the-surawongse,inactive,ad,3450,4891,1.41768116,Website purchases,11,196.62,17.87454545,20/08/2025,,1483,,,,
kol-fd_hh-khs_brn_1664_the-coffee-club-best-buffet-promotion,inactive,ad,2876,4546,1.58066759,Website purchases,9,173.72,19.30222222,20/08/2025,,1664,,,,
kol-fd_hh-tmd_res_5118_kuma-no-yakitori-bangkok,inactive,ad,2264,3083,1.36174912,Website purchases,5,114.34,22.868,20/08/2025,,5118,,,,
SRC=KOL|COUNTRY=TH|RID=426|RNAME=AUDREY_CAFE_CENTRAL_LADPRAO|TYPE=VDO|KOLID=HH-CVTP|PLAT=FB|DATE=2025-12-04,active,ad,70,80,1.14285714,Website purchases,4,3.45,0.8625,20/08/2025,,426,,,,
kol-fd_hh-odl_brn_1667_the-coffee-club-wireless-road-bangkok,inactive,ad,268,356,1.32835821,Website purchases,4,21.37,5.3425,20/08/2025,,1667,,,,
SRC=KOL|COUNTRY=TH|RID=1826|RNAME=57TH_STREET_MARRIOTT_SUKHUMVIT_57|TYPE=IMG|KOLID=HH-KJT|PLAT=FB|DATE=2025-12-04,active,ad,1386,2074,1.4963925,Website purchases,4,126.08,31.52,20/08/2025,,1826,,,,
kol-fd_hh-ucd_res_4098_ang-morr-sukhumvit-38-bangkok,archived,ad,503,661,1.31411531,Website purchases,4,27.43,6.8575,20/08/2025,,4098,,,,
kol-fd_hh-kkn_brn_5525_hyde-seek-one-bangkok,inactive,ad,654,793,1.21253823,Website purchases,4,16.38,4.095,20/08/2025,,5525,,,,
kol-fd_hh-fad_brn_6259_namba-shabu,archived,ad,477,626,1.31236897,Website purchases,4,28.5,7.125,20/08/2025,,6259,,,,
kol-fd_hh-kkn_brn_4800_charoen-rung-rueang-international-buffet-ms-siam-tower-rama-3-bangkok,inactive,ad,246,304,1.23577236,Website purchases,3,16.66,5.55333333,20/08/2025,,4800,,,,
kol-fd_hh-cvtp_brn_5095_sos-shabu-big-c-rama-4-bangkok,archived,ad,958,1163,1.21398747,Website purchases,3,41.54,13.84666667,20/08/2025,,,,,,
SRC=KOL|RID=1594|RNAME=FLAVORS_AT_RENAISSANCE_BANGKOK|KOLID=HH-KJT|PLAT=FB|DATE=2025-11-12,inactive,ad,592,657,1.1097973,Website purchases,2,17.38,8.69,20/08/2025,,1594,,,,
kol-fd_hh-cvtp_res_6214_kisekhi-craft-and-fusion-buffet-bangkok,inactive,ad,43,45,1.04651163,Website purchases,2,3.18,1.59,20/08/2025,,6214,,,,
kol-fd_hh-iae_brn_3181_beef-express,archived,ad,1199,1317,1.09841535,Website purchases,1,28.21,28.21,20/08/2025,,3181,,,,
SRC=KOL|COUNTRY=TH|RID=4669|RNAME=MAN_FU_LOU|TYPE=IMG|KOLID=HH-UNCLE|PLAT=FB|DATE=2025-12-03,active,ad,326,382,1.17177914,Website purchases,1,24.29,24.29,20/08/2025,,4669,,,,
kol-fd_hh-khs_res_222_rain-tree-cafe-at-the-athenee-hotel-bangkok,archived,ad,67,73,1.08955224,,,2.79,,20/08/2025,,222,,,,
SRC=KOL|COUNTRY=TH|RID=426|RNAME=AUDREY_CAFE_CENTRAL_LADPRAO|TYPE=IMG|KOLID=HH-CVTP|PLAT=FB|DATE=2025-12-04,inactive,ad,38,43,1.13157895,,,1.75,,20/08/2025,,426,,,,
SRC=KOL|RID=1594|RNAME=FLAVORS_AT_RENAISSANCE_BANGKOK|KOLID=HH-FAD|PLAT=FB|DATE=2025-11-13,inactive,ad,42,46,1.0952381,,,2.1,,20/08/2025,,1594,,,,
kol-fd_hh-odl_brn_2201_the-coffee-club-best-buffet-promotion,inactive,ad,86,120,1.39534884,,,10.26,,20/08/2025,,2201,,,,
kol-fd_hh-fad_brn_2201_the-coffee-club-best-buffet-promotion,inactive,ad,53,66,1.24528302,,,3.93,,20/08/2025,,2201,,,,
kol-fd_hh-hspz_res_3166_koko-japanese-omakase-bangkok,inactive,ad,240,296,1.23333333,,,17.95,,20/08/2025,,3166,,,,
SRC=KOL|RID=3167|RNAME=AKAKO_OMAKASE|KOLID=HH-GPM|PLAT=FB,inactive,ad,69,84,1.2173913,,,4.24,,20/08/2025,,3167,,,,
kol-fd_hh-dmpk_res_5793_kichi-omakase-bangkok,archived,ad,31,37,1.19354839,,,1.51,,20/08/2025,,5793,,,,
kol-fd_hh-snh_res_6162_beer-collection-bangkok-thailand,archived,ad,86,98,1.13953488,,,4.28,,20/08/2025,,6162,,,,
hh-pyb_payunbud_6338_maan-muang-bangkok_fb_06102025,inactive,ad,7,8,1.14285714,,,0.24,,20/08/2025,,6338,,,,
album_hh_res_4141_lyon-french-cuisine-bangkok,inactive,ad,31061,55154,1.77566724,Website purchases,240,1522.08,6.342,21/08/2025,14/09/2025,4141,,,,
album_hh_res_6190_the-pablo-bangkok,inactive,ad,13528,24283,1.79501774,Website purchases,129,794.96,6.16248062,21/08/2025,04/09/2025,6190,,,,
kol-fm_hh-iuapp_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,8047,14447,1.79532745,Website purchases,79,749.94,9.49291139,21/08/2025,21/09/2025,4254,,,,
album_hh_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,10507,14698,1.39887694,Website purchases,50,499.44,9.9888,21/08/2025,21/09/2025,4254,,,,
kol-fd_hh-kkn_res_4141_lyon-french-cuisine-bangkok,inactive,ad,7834,13950,1.78069951,Website purchases,48,325.15,6.77395833,21/08/2025,14/09/2025,4141,,,,
kol-ls_hh-nbt_res_6190_the-pablo-bangkok,inactive,ad,6038,10287,1.70370984,Website purchases,45,455.01,10.11133333,21/08/2025,04/09/2025,6190,,,,
kol-fd_hh-cvtp_res_4141_lyon-french-cuisine-bangkok,inactive,ad,3211,5122,1.5951417,Website purchases,12,152.44,12.70333333,21/08/2025,14/09/2025,4141,,,,
kol-ls_hh-ltt_res_5628_riedel-restaurant-wine-cellar-bangkok,inactive,ad,7579,14404,1.90051458,Website purchases,72,653.73,9.07958333,22/08/2025,24/10/2025,5628,,,,
album_hh_res_5628_riedel-restaurant-wine-cellar-bangkok,inactive,ad,12903,21575,1.67209176,Website purchases,66,756.23,11.4580303,22/08/2025,24/10/2025,5628,,,,
kol-ls_hh-nbt_res_5628_riedel-restaurant-wine-cellar-bangkok,inactive,ad,8528,14503,1.70063321,Website purchases,62,589.19,9.50306452,22/08/2025,24/10/2025,5628,,,,
kol-fd_hh-dmpk_brn_5978_cutts-thonglor-omakase-bangkok,inactive,ad,19621,41222,2.10091229,Website purchases,153,1318.27,8.61614379,25/08/2025,14/09/2025,5978,,,,
album_hh_brn_5978_cutts-thonglor-omakase-bangkok,inactive,ad,10782,18506,1.71637915,Website purchases,63,681.6,10.81904762,25/08/2025,14/09/2025,5978,,,,
album_hh_res_5935_bar-yard-at-kimpton-maa-lai-bangkok,inactive,ad,24032,39320,1.6361518,Website purchases,158,1054.61,6.67474684,27/08/2025,30/11/2025,5935,,,,
album_hh_res_6275_angel-shabu-mala-bearing-17-bangkok,inactive,ad,14771,20633,1.39685871,Website purchases,88,499.21,5.67284091,27/08/2025,04/11/2025,,,,,
SRC=MP|RID=5935|RNAME=BARYARD_AT_KIMPTON_MAA-LAI_BANGKOK|PLAT=FB|DATE=2025-11-21,inactive,ad,6822,13818,2.02550572,Website purchases,67,750.02,11.19432836,27/08/2025,30/11/2025,5935,,,,
SRC=MP|RID=6275|RNAME=ANGEL_SHABU_MALA_BEARING_17|PLAT=FB,inactive,ad,16997,35896,2.1119021,Website purchases,50,750.46,15.0092,27/08/2025,04/11/2025,6275,,,,
kol-ls_hh-rhoi_res_5935_bar-yard-at-kimpton-maa-lai-bangkok - Copy,inactive,ad,2441,3869,1.58500615,Website purchases,18,195.37,10.85388889,27/08/2025,30/11/2025,5935,,,,
album_hh_res_3166_koko-japanese-omakase-bangkok,inactive,ad,91133,171432,1.8811188,Website purchases,612,4137.39,6.76044118,03/09/2025,02/10/2025,3166,,,,
kol-fd_hh-khs_res_5623_akato-bkk-bangkok,inactive,ad,45121,103798,2.3004366,Website purchases,431,3819.43,8.86178654,03/09/2025,28/09/2025,5623,,,,
album_hh_res_6226_unfollow-bar-bistro-bangkok,inactive,ad,14340,24893,1.73591353,Website purchases,79,734.54,9.29797468,03/09/2025,13/09/2025,6226,,,,
kol-fd_hh-dmpk_res_3166_koko-japanese-omakase-bangkok,inactive,ad,6116,10648,1.74100719,Website purchases,65,592.59,9.11676923,03/09/2025,02/10/2025,3166,,,,
kol-ls_hh-rhoi_res_3166_koko-japanese-omakase-bangkok,inactive,ad,4435,6898,1.55535513,Website purchases,29,269.63,9.29758621,03/09/2025,02/10/2025,3166,,,,
kol-tv_hh-ltmm_res_5623_akato-bkk-bangkok,inactive,ad,3261,4860,1.49034039,Website purchases,17,179.75,10.57352941,03/09/2025,28/09/2025,5623,,,,
kol-ls_hh-gpm_res_6226_unfollow-bar-bistro-bangkok,inactive,ad,3259,5355,1.64314207,Website purchases,14,204.6,14.61428571,03/09/2025,13/09/2025,6226,,,,
kol-fd_hh-evg_res_6226_unfollow-bar-bistro-bangkokkol-fd_hh-evg_res_6226_unfollow-bar-bistro-bangkokkol-fd_hh-evg_res_6226_unfollow-bar-bistro-bangkokkol-fd_hh-evg_res_6226_unfollow-bar-bistro-bangkokkol-fd_hh-evg_res_6226_unfollow-bar-bistro-bangkokkol-fd_hh-evg_res_6226_unfollow-bar-bistro-bangkokkol-fd_hh-evg_res_6226_unfollow-bar-bistro-bangkok,inactive,ad,792,1062,1.34090909,Website purchases,6,60.69,10.115,03/09/2025,13/09/2025,,,,,
@onelifetravelwow_Bangkok Wonderland,inactive,ad,134690,292022,2.16810454,Website purchases,865,8740.01,10.1040578,05/09/2025,,~,,,,
album_hh_res_5118_kuma-no-yakitori-bangkok,inactive,ad,34852,65077,1.86723861,Website purchases,208,1687.66,8.11375,05/09/2025,04/10/2025,5118,,,,
kol-fd_hh-tmd_res_5118_kuma-no-yakitori-bangkok,inactive,ad,22970,46079,2.00605137,Website purchases,145,1312.24,9.04993103,05/09/2025,04/10/2025,5118,,,,
kol-ls_hh-nbt_res_4975_moxy-bar-restaurant-at-moxy-bangkok-ratchaprasong,inactive,ad,10612,20489,1.93073879,Website purchases,81,871.75,10.76234568,05/09/2025,25/09/2025,4975,,,,
vdo_hh_res_4975_moxy-bar-restaurant-at-moxy-bangkok-ratchaprasong,inactive,ad,7835,11574,1.47721761,Website purchases,58,519.37,8.95465517,05/09/2025,25/09/2025,4975,,,,
kol-fm_hh-iuapp_res_4975_moxy-bar-restaurant-at-moxy-bangkok-ratchaprasong,inactive,ad,9841,17937,1.82268062,Website purchases,54,608.39,11.26648148,05/09/2025,25/09/2025,4975,,,,
kol-ls_hh-ginteawnakhon_brn_4449_shabushi,inactive,ad,38895,108209,2.78207996,Website purchases,239,2584.32,10.81305439,15/09/2025,15/10/2025,4449,,,,
kol-fd_hh-dmpk_res_4750_escape-bangkok-emquartier,inactive,ad,35274,78723,2.2317571,Website purchases,175,1924.52,10.99725714,15/09/2025,22/10/2025,4750,,,,
kol-fd_hh-ucd_res_2451_82-concept-bangkok,inactive,ad,21787,49883,2.28957635,Website purchases,166,1460.96,8.80096386,15/09/2025,08/10/2025,,,,,
kol-fd_hh-dmpk_res_5523_luna-48-rooftop-bar-at-ramada-bangkok-sukhumvit-48,inactive,ad,20897,42561,2.03670383,Website purchases,132,1164.15,8.81931818,15/09/2025,05/10/2025,,,,,
album_hh_res_5524_gravity-87-rooftop-lounge-at-ramada-bangkok-sukhumvit-87,inactive,ad,21298,32812,1.54061414,Website purchases,110,1000,9.09090909,15/09/2025,25/09/2025,,,,,
album_hh_res_4750_escape-bangkok-emquartier,inactive,ad,28542,47949,1.67994534,Website purchases,105,1075.48,10.24266667,15/09/2025,22/10/2025,4750,,,,
album_hh_res_5523_luna-48-rooftop-bar-at-ramada-bangkok-sukhumvit-48,inactive,ad,13383,22381,1.67234551,Website purchases,76,835.85,10.99802632,15/09/2025,05/10/2025,,,,,
album_hh_res_2451_82-concept-bangkok,inactive,ad,7903,11911,1.50714918,Website purchases,35,338.51,9.67171429,15/09/2025,08/10/2025,,,,,
album_hh_brn_4449_shabushi,inactive,ad,11006,16216,1.47337816,Website purchases,26,415.09,15.965,15/09/2025,15/10/2025,4449,,,,
kol-tv_hh-swt_res_2451_82-concept-bangkok,inactive,ad,2139,3875,1.8115942,Website purchases,10,200.53,20.053,15/09/2025,08/10/2025,,,,,
kol-fd_hh-iae_res_3629_savio-at-chatrium-grand-bangkok,inactive,ad,72616,161105,2.21858819,Website purchases,492,3520.98,7.15646341,17/09/2025,17/10/2025,3629,,,,
kol-fd_hh-pkg_res_3629_savio-at-chatrium-grand-bangkok,inactive,ad,8632,16597,1.92272938,Website purchases,83,780.84,9.40771084,17/09/2025,17/10/2025,3629,,,,
vdo_hh_res_3629_savio-at-chatrium-grand-bangkok,inactive,ad,14650,22454,1.53269625,Website purchases,63,698.18,11.08222222,17/09/2025,17/10/2025,3629,,,,
kol-fd_hh-cvtp_brn_6237_time-s-dining-gateway-at-bang-sue-bangkok,inactive,ad,26199,61375,2.34264667,Website purchases,181,2230.77,12.32469613,18/09/2025,24/10/2025,6237,,,,
kol-fd_hh-pls_res_6340_ruenton-restaurant-at-montien-hotel-surawong-bangkok,inactive,ad,36466,59797,1.63980146,Website purchases,155,1426.78,9.20503226,18/09/2025,12/10/2025,6340,,,,
kol-fd_hh-cvtp_res_6340_ruenton-restaurant-at-montien-hotel-surawong-bangkok,inactive,ad,14263,31116,2.18158873,Website purchases,114,1104.2,9.68596491,18/09/2025,12/10/2025,6340,,,,
album_hh_res_6340_ruenton-restaurant-at-montien-hotel-surawong-bangkok,inactive,ad,12730,18506,1.45373134,Website purchases,64,469.02,7.3284375,18/09/2025,12/10/2025,6340,,,,
hh_hungryhub_6235_time-s-dining-ari-hills-bangkok_fb_11102025,inactive,ad,11225,15789,1.40659243,Website purchases,38,489.29,12.87605263,18/09/2025,24/10/2025,,,,,
kol-fd_hh-fad_brn_6235_time-s-dining-ari-hills-bangkok,inactive,ad,4174,6721,1.61020604,Website purchases,17,279.66,16.45058824,18/09/2025,24/10/2025,6235,,,,
kol-fd_hh-ott_res_5945_kohaku-omakase-bangkok,inactive,ad,22161,46657,2.10536528,Website purchases,154,1643.99,10.67525974,23/09/2025,15/10/2025,5945,,,,
album_hh_res_5945_kohaku-omakase-bangkok,inactive,ad,6764,10236,1.51330574,Website purchases,22,355.67,16.16681818,23/09/2025,15/10/2025,5945,,,,
kol-fd_hh-ott_res_6072_sabio-bangkok,inactive,ad,42010,103419,2.46177101,Website purchases,275,3087.57,11.22752727,24/09/2025,24/10/2025,6072,,,,
kol-fd_hh-hspz_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,inactive,ad,26719,49099,1.8376062,Website purchases,176,1945.25,11.05255682,24/09/2025,24/10/2025,,,,,
album_hh_res_4669_man-fu-lou-bangkok,inactive,ad,19812,32666,1.64879871,Website purchases,120,1037.01,8.64175,24/09/2025,09/10/2025,4669,,,,
kol-pfd_hh-cth_res_6072_sabio-spanish-tapas-bangkok,inactive,ad,19238,36904,1.91828672,Website purchases,82,1195.53,14.57963415,24/09/2025,24/10/2025,6072,,,,
album_hh_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,16781,24677,1.47053215,Website purchases,79,839.75,10.62974684,24/09/2025,16/10/2025,4254,,,,
kol-fm_hh-iuapp_res_4619_moru-sushi-bangkok,inactive,ad,12213,23054,1.88766069,Website purchases,70,834.37,11.91957143,24/09/2025,15/10/2025,4619,,,,
album_hh_res_4619_moru-sushi-bangkok,inactive,ad,17588,29707,1.68904935,Website purchases,58,729.34,12.57482759,24/09/2025,15/10/2025,4619,,,,
hh-cvtp_enjoyeating.tidpung_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit_fb_04102025,inactive,ad,7910,15093,1.90809102,Website purchases,49,731.05,14.91938776,24/09/2025,16/10/2025,,,,,
album_hh_res_6072_sabio-spanish-tapas-bangkok,inactive,ad,16312,26616,1.6316822,Website purchases,45,717.13,15.93622222,24/09/2025,24/10/2025,6072,,,,
kol-pfd_hh-cth_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,inactive,ad,10218,18478,1.80837737,Website purchases,42,766.15,18.24166667,24/09/2025,24/10/2025,,,,,
kol-fd_hh-iae_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,5526,9845,1.78157799,Website purchases,30,428.7,14.29,24/09/2025,16/10/2025,4254,,,,
hh-rvst_review.suptar_4619_moru-sushi-bangkok_fb_03102025,inactive,ad,5470,8867,1.62102377,Website purchases,27,436.29,16.15888889,24/09/2025,15/10/2025,,,,,
kol-fd_hh-fad_res_4669_man-fu-lou-bangkok,inactive,ad,3478,5757,1.65526164,Website purchases,25,212.93,8.5172,24/09/2025,09/10/2025,4669,,,,
album_hh_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,inactive,ad,6960,9934,1.42729885,Website purchases,22,288.77,13.12590909,24/09/2025,24/10/2025,,,,,
album_hh_res_3167_akako-omakase-bangkok,inactive,ad,19316,29124,1.50776558,Website purchases,82,712.1,8.68414634,29/09/2025,14/10/2025,3167,,,,
kol-fd_hh-ott_res_3167_akako-omakase-bangkok,inactive,ad,10354,18090,1.74715086,Website purchases,48,537.9,11.20625,29/09/2025,14/10/2025,3167,,,,
kol-fd_hh-dmpk_res_6134_the-bottleman-wine-bar-bangkok,inactive,ad,6551,12138,1.85284689,Website purchases,65,528.6,8.13230769,02/10/2025,13/10/2025,6134,,,,
album_hh_res_6134_the-bottleman-wine-bar-bangkok,inactive,ad,8410,14441,1.71712247,Website purchases,60,471.4,7.85666667,02/10/2025,13/10/2025,6134,,,,
album_hh_res_3600_throwback-rooftop-bangkok-at-silom-edge,inactive,ad,17151,28196,1.64398577,Website purchases,55,1002.63,18.22963636,04/10/2025,18/10/2025,3600,,,,
kol-fd_hh-evg_res_3600_throwback-rooftop-bangkok-at-silom-edge,inactive,ad,3231,6168,1.9090065,Website purchases,25,247.37,9.8948,04/10/2025,18/10/2025,3600,,,,
SRC=HH|RID=MULTI|RNAME=TOP_10_BUFFET_IN_BANGKOK|PLAT=FB|DATE=2025-10-22,active,ad,306365,727535,2.37473275,Website purchases,834,16548.18,19.84194245,07/10/2025,,,,,,
SRC=HH|RID=3564|RNAME=S_CAF_AT_S31_SUKHUMVIT_HOTEL|PLAT=FB|DATE=2025-10-24 - Copy,active,ad,177277,355243,2.00388657,Website purchases,776,10914.58,14.06518041,07/10/2025,,3564,,,,
hh_hungryhub_na_new-user-campaign-copper-buffet_fb_07102025,active,ad,263768,616553,2.33748218,Website purchases,700,12970.47,18.52924286,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=3935|RNAME=YOUI_PREMIUM_SUKI_BUFFET|TYPE=IMG|PLAT=FB|DATE=2025-11-17,active,ad,211251,486697,2.30388022,Website purchases,564,11612.12,20.58886525,07/10/2025,,3935,,,,
hh_hungryhub_1826_new-user-campaign-57th-street-marriott-sukhumvit-57-bangkok_fb_16102025,active,ad,264691,576407,2.17765999,Website purchases,558,15795.72,28.30774194,07/10/2025,,1826,,,,
hh_hungryhub_na_new-user-campaign-jw-cafe_fb_07102025,active,ad,301916,693042,2.29547954,Website purchases,532,13124.1,24.6693609,07/10/2025,,,,,,
hh_hungryhub_3649_new-user-campaign-chatuchak-cafe-centara-grand-at-central-plaza-ladprao-bangkok_fb_10102025,active,ad,276383,624867,2.2608735,Website purchases,499,11710.17,23.46727455,07/10/2025,,3649,,,,
SRC=HH|RID=4412|RNAME=REDSQUARE_ROOFTOP_BAR_AT_NOVOTEL_BANGKOK_SUKHUMVIT_4|PLAT=FB|DATE=2025-11-12 - Copy,active,ad,143560,269250,1.87552243,Website purchases,481,9691.79,20.14925156,07/10/2025,,4412,,,,
SRC=HH|RID=5524|RNAME=GRAVITY_87_ROOFTOP_LOUNGE_AT_RAMADA_BANGKOK_SUKHUMVIT_87|PLAT=FB|DATE=2025-11-12 - Copy,active,ad,112088,204014,1.82012347,Website purchases,379,5775.96,15.24,07/10/2025,,5524,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=ROOFTOP__RIVERSIDE_FESTIVAL_2025_-_TOP_RESTAURANTS|TYPE=IMG|PLAT=FB - Copy,active,ad,159229,283362,1.77958789,Website purchases,301,5595.38,18.58930233,07/10/2025,,2025,,,,
hh_hungryhub_na_new-user-campaign-nama-buffet_fb_07102025,active,ad,128922,278402,2.15946076,Website purchases,271,5431.13,20.04107011,07/10/2025,,,,,,
hh_hungryhub_na_new-user-campaign-great-harbour_fb_07102025,active,ad,161682,328617,2.0324897,Website purchases,240,5313.98,22.14158333,07/10/2025,,,,,,
hh_hungryhub_na_new-user-campaign-charoen-rung-rueang-international-buffet_fb_08102026,active,ad,141528,293840,2.07619694,Website purchases,230,5662.93,24.62143478,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=TOP_RIVERFRONT_RESTAURANTS_NOT_OVER_1000_THB|TYPE=IMG|PLAT=FB|DATE=2025-11-26 - Copy,active,ad,52036,85390,1.64097932,Website purchases,136,2851.4,20.96617647,07/10/2025,,,,,,
hh_hungryhub_na_new-user-campaign-stock-room_fb_07102025,active,ad,110606,202787,1.83341772,Website purchases,136,4176.87,30.71227941,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=2483|RNAME=XIN_TIAN_DI_CROWNE_PLAZA_BANGKOK_LUMPINI_PARK|TYPE=IMG|PLAT=FB|DATE=2025-11-26 - Copy,active,ad,51220,78776,1.53799297,Website purchases,129,2237.38,17.34403101,07/10/2025,,2483,,,,
SRC=HH|COUNTRY=TH|RID=3626|RNAME=OMAKASE_TEN|TYPE=IMG|PLAT=FB|DATE=2025-11-26 - Copy,active,ad,35120,54434,1.54994305,Website purchases,107,1710.41,15.98514019,07/10/2025,,3626,,,,
SRC=HH|RID=MULTI|RNAME=HUNGRY-HUB-DIY-SET|PLAT=FB|DATE=2025-11-06 - Copy 2,inactive,ad,40913,75874,1.85452057,Website purchases,71,1533.25,21.59507042,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=565|RNAME=BAI_YUN_BANYAN_TREE_BANGKOK|TYPE=IMG|PLAT=FB|DATE=2025-12-03 - Copy 2,active,ad,30562,41294,1.35115503,Website purchases,62,1389.31,22.40822581,07/10/2025,,565,,,,
hh_hungryhub_2001_new-user-campaign-the-dining-room-at-grand-hyatt-erawan-bangkok-thailand_fb_16102025,active,ad,46628,76658,1.64403363,Website purchases,52,1622.72,31.20615385,07/10/2025,,,,,,
hh_hungryhub_222_new-user-campaign-rain-tree-cafe-at-the-athenee-hotel-bangkok_fb_10102025,active,ad,73594,127613,1.73401364,Website purchases,52,1609.76,30.95692308,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=3862|RNAME=SIAM_YACHT_CLUB_ROYAL_ORCHID_SHERATON_RIVERSIDE|TYPE=IMG|PLAT=FB|DATE=2025-11-26 - Copy,active,ad,14082,21175,1.50369266,Website purchases,38,702.26,18.48052632,07/10/2025,,3862,,,,
album_hh_res_565_bai-yun-banyan-tree-bangkok-thailand-565,active,ad,19161,29835,1.55706905,Website purchases,33,903.81,27.38818182,07/10/2025,,,,,,
SRC=KOL|RID=1594|RNAME=FLAVORS_AT_RENAISSANCE_BANGKOK|KOLID=HH-KJT|PLAT=FB|DATE=2025-11-12 - Copy,inactive,ad,17941,27328,1.52321498,Website purchases,32,793.49,24.7965625,07/10/2025,,1594,,,,
SRC=HH|COUNTRY=TH|RID=4195|RNAME=JIM_THOMPSON_A_THAI_RESTAURANT|TYPE=IMG|PLAT=FB|DATE=2025-11-26 - Copy,active,ad,14788,20706,1.40018934,Website purchases,24,607.34,25.30583333,07/10/2025,,4195,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=TOP_HOTEL_RESTAURANTS_BUFFET_2025|TYPE=IMG|PLAT=FB|DATE=2025-12-03 - Copy 2,active,ad,2119,2533,1.19537518,Website purchases,6,127.4,21.23333333,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=LOY_KRATONG_2025|TYPE=IMG|PLAT=FB - Copy,inactive,ad,3783,5065,1.33888448,Website purchases,5,149.43,29.886,07/10/2025,,2025,,,,
SRC=HH|RID=MULTI|RNAME=DIY-SET-VDO|PLAT=FB|DATE=2025-11-12 - Copy,inactive,ad,2421,2633,1.08756712,Website purchases,5,42.09,8.418,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=4975|RNAME=MOXY_BAR__RESTAURANT_AT_MOXY_BANGKOK_RATCHAPRASONG|TYPE=IMG|PLAT=FB|DATE=2025-11-26 - Copy,active,ad,3368,3879,1.15172209,Website purchases,3,122.05,40.68333333,07/10/2025,,4975,,,,
SRC=HH|RID=MULTI|RNAME=DIY-SET-RESTAURANTS|PLAT=FB|DATE=2025-11-14,inactive,ad,4174,4590,1.09966459,Website purchases,2,86.69,43.345,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=5684|RNAME=PENGYOU_CUISINE__SPECIALTY_BAR|TYPE=IMG|PLAT=FB|DATE=2025-10-30 - Copy,inactive,ad,974,1118,1.14784394,Website purchases,1,23.13,23.13,07/10/2025,,5684,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=TOP_RESTAURANTS_FOR_FATHERS_DAY_DEALS_2025|TYPE=IMG|PLAT=FB|DATE=2025-12-03 - Copy 2,inactive,ad,196,223,1.1377551,,,11.87,,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=CHRISTMAS__NEW_YEAR_DEALS|TYPE=IMG|PLAT=FB|DATE=2025-12-15 - Copy,active,ad,54,60,1.11111111,,,3.72,,07/10/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=ROOFTOP_RESTAURANTS_NEAR_BTS_PHROM_PHONG_UNDER_1000_BAHT|TYPE=IMG|PLAT=FB|DATE=2025-12-15,active,ad,29,29,1,,,1.96,,07/10/2025,,,,,,
