rank,name,restaurant_id,segment,has_marketing,priority_score,priority_tier,recommended_channel,growth_component,booking_demand,ga4_demand,internal_mkt_campaign_responsiveness,campaign_responsiveness,score_growth_norm,delta_growth_norm,booking_volume_norm,revenue_per_booking_norm,booking_consistency_norm,listing_pull_raw,months_cnt,listing_pull_norm,view_to_cart_rate,cart_to_purchase_rate,funnel_depth_raw,funnel_depth_norm,n_campaigns,avg_lift_per_day,avg_roi,n_positive_lift,n_negative_lift,channels_used,best_channel,lift_norm,roi_norm,avg_gmv_per_view,n_months_gmv,ga_campaign_responsiveness,risk_thin_ga_demand_data,risk_inverse_attribution_rs,risk_thin_gmv_data,risk_low_gmv_per_view,is_seasonal,booking_growth_rolling,booking_growth_mom_rolling,booking_growth_yoy_rolling,score_growth_mom,score_growth_yoy
1,NAMA Japanese and Seafood Buffet (Hungry Hub),5149,Rising Stars,True,100.0,🔴 Activate — proven marketing response,CRM,0.654956296146036,0.7092634914135078,0.269547748031909,0.21509999999999999,0.3708339628040057,0.6963046422420551,0.5929337770020072,1.0,0.14593522165214026,0.884943083059552,9158.134615384615,17.0,0.5249360120458287,0.0708379617672113,0.13686217936049958,0.11045249232318427,0.014159484017989271,20.0,7.17,,20.0,0.0,CRM+KOL,CRM,0.3585,0.0,25.167310622209918,13.0,0.6044349070100143,False,False,False,False,False,1.2203023758099352,0.08823253461129561,1.2203023758099352,0.27108960524563386,0.6698890728412258
2,Nan Yuan Chinese Restaurant Avani Ratchada Bangkok,4232,Rising Stars,False,93.19402003206386,"🟠 Activate — untapped, no prior spend",CRM,0.8245473549361269,0.3068754938640058,0.044744444952570434,0.0,0.9542203147353362,0.9312799801319087,0.6644484171424542,0.07507507507507508,0.1381908389682837,0.7846273738116356,701.2142857142857,20.0,0.04019297009612286,0.05847000101864113,0.6019163763066202,0.38453782619142857,0.049295919809018006,,,,,,,,0.0,0.0,88.29527120704599,13.0,0.9542203147353362,False,False,False,False,False,1.6590909090909092,0.5868055555555555,1.6590909090909092,0.4776031927896503,0.8709762286428951
3,Boon Tong Kee Terminal 21 Rama 3,3561,Rising Stars,False,83.71268042730617,"🟠 Activate — untapped, no prior spend",CRM,0.835320427580304,0.23733245586609303,0.024622656897430522,0.0,0.6391273247496424,0.8407156737343437,0.8272275583492444,0.012012012012012012,0.038140734000606615,0.7369514362036875,356.5,27.0,0.020434258301899686,0.05750350631136045,0.3362369337979094,0.22474356280328983,0.028811055492961358,,,,,,,,0.0,0.0,27.063275090675283,13.0,0.6391273247496424,False,False,False,False,False,2.0,0.25000000000000006,2.0,0.2854916816618189,0.8457653130420507
4,"DID - Dine in the Dark at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",5837,Rising Stars,False,79.7868322764129,"🟠 Activate — untapped, no prior spend",CRM,0.7295869329484499,0.27164930224478745,0.01597511640526703,0.0,0.8862660944206009,0.8497668744543918,0.5493170206895369,0.010510510510510511,0.23177320291173795,0.6597104572235395,233.8235294117647,11.0,0.013402553708448353,0.05786163522012579,0.3,0.20314465408805032,0.026042178156408503,,,,,,,,0.0,0.0,56.659695217981955,9.0,0.8862660944206009,False,True,False,False,False,1.1388888888888888,1.1388888888888888,,0.6934740802821296,
5,Great Harbour International Buffet,3005,Rising Stars,True,78.65962341353463,🔴 Activate — proven marketing response,KOL,0.5317336714664883,0.5013233163532331,0.25247640290148216,0.11866666666666666,0.40882517882689556,0.5622484508675604,0.48596150236488034,0.503003003003003,0.14434591511763942,0.8560611353891338,8469.825242718447,27.0,0.48548273992050195,0.09323217085897166,0.19097559476240242,0.15187822520103011,0.01947006588246232,9.0,3.9555555555555557,,6.0,3.0,CRM+KOL,KOL,0.19777777777777777,0.0,48.085109343130775,13.0,0.844062947067239,False,False,False,False,True,0.8054545454545454,0.09850647478242631,0.8054545454545454,0.27244583830025965,0.49978012629949187
6,The Hungry Duck Central Embassy,4639,Rising Stars,False,77.82082302086351,"🟠 Activate — untapped, no prior spend",CRM,0.7804990973123225,0.22893434189583384,0.02925408811985864,0.0,0.6055078683834049,0.9638703545262868,0.5054422114913761,0.015015015015015015,0.10093887004715031,0.6421555829189425,358.5652173913044,23.0,0.020552634699160525,0.04668364253668,0.4623376623376623,0.29607605441726936,0.03795554154055676,,,,,,,,0.0,0.0,25.210732813964952,13.0,0.6055078683834049,False,False,False,False,False,1.6,0.6166666666666668,1.6,0.46825709926174824,0.9165217391304347
7,The Emerald Coffee Shop  | The Emerald Hotel,6017,Rising Stars,True,77.22828014114717,🔴 Activate — proven marketing response,CRM,0.4496160088485378,0.45764246211076487,0.076968953611949,0.6,0.7411158798283262,0.564243991564931,0.27767403477394803,0.7057057057057057,0.14259778721825864,0.44193614554335,2078.0243902439024,11.0,0.1191104828832861,0.07216047136703482,0.4046844502277163,0.2716748586834437,0.03482742434061188,1.0,20.0,,1.0,0.0,CRM,CRM,1.0,0.0,87.11891976778932,8.0,0.9527896995708155,False,False,False,False,False,0.6421661554901387,0.6421661554901387,,0.4604657993481355,
8,Romsai Banyan Tree Hotel,894,Established Players,True,76.44246911686452,🔴 Activate — proven marketing response,CRM,0.3442378064608156,0.4495843351686406,0.5106757924664733,0.23812499999999998,0.4600423819742489,0.35043813392942313,0.3349373152579042,0.44894894894894893,0.14552484581943181,0.7544910061441049,17446.19230769231,26.0,1.0,0.06993591283969833,0.23096806733284997,0.1665552055355893,0.021351584932946543,8.0,7.9375,,5.0,3.0,CRM,CRM,0.396875,0.0,40.42949614405681,13.0,0.7929184549356223,False,False,False,False,False,0.0891000358282702,0.0891000358282702,,0.285984038597089,
9,Piano Bar at VIE Hotel,4370,Rising Stars,False,75.83317306665522,"🟠 Activate — untapped, no prior spend",CRM,0.7520735992381197,0.22841158676268286,0.019103526807300104,0.0,0.6902718168812589,0.9092922944169877,0.5162455564698176,0.010510510510510511,0.16657188353048225,0.5807860583311133,256.6666666666667,27.0,0.014711901722732828,0.070995670995671,0.258130081300813,0.1832763171787562,0.023495151891867384,,,,,,,,0.0,0.0,30.58323945251799,11.0,0.6902718168812589,False,False,False,False,False,1.222222222222222,1.222222222222222,,0.7420513278813289,
10,China Rose at Maruay Garden Hotel,3886,Rising Stars,False,75.53052472831074,"🟠 Activate — untapped, no prior spend",CRM,0.743228810433072,0.22363126604336908,0.01901953361231792,0.0,0.7725321888412017,0.8585398298137696,0.5702622813620257,0.0075075075075075074,0.09093494085532303,0.6444926026125639,212.59259259259258,27.0,0.012185615568324159,0.07560975609756097,0.2857142857142857,0.2016724738675958,0.02585345165631168,,,,,,,,0.0,0.0,38.00091951229194,11.0,0.7725321888412017,False,False,False,False,False,1.0,1.0,,0.7006334757964664,
11,Kunshine Hotpot Asok,4089,Rising Stars,True,75.42896618641436,🔴 Activate — proven marketing response,KOL,0.930600123754975,0.12037550952133508,0.08042944437438385,0.216,0.48196051502145926,0.8969129055598324,0.9811309510476888,0.09759759759759759,0.08274395455924119,0.18837761371507894,2399.4324324324325,27.0,0.13753330182967682,0.12162786244494757,0.22217077236525282,0.18195360839713073,0.023325586919090865,6.0,7.2,,4.0,1.0,CRM+KOL,KOL,0.36,0.0,55.401004452926415,13.0,0.880901287553648,False,False,False,False,False,2.0,-0.37029024216524214,2.0,0.10649603232115716,1.0
12,Fu Marn Lau Restaurant The Twin Towers Hotel,3875,Rising Stars,False,75.04607565917885,"🟠 Activate — untapped, no prior spend",CRM,0.6839931074226161,0.26509834910178587,0.035071288168306194,0.0,0.8233190271816881,0.8269487304957064,0.46955967281298067,0.03153153153153153,0.09975321917997076,0.7418659024506068,774.4666666666667,27.0,0.044391730470905784,0.0711457346991478,0.28735632183908044,0.20087208698310738,0.025750845865706598,,,,,,,,0.0,0.0,44.60901161001654,13.0,0.8233190271816881,False,False,False,False,False,1.1875,0.7722222222222223,1.1875,0.6103429559125598,0.6773861914066065
13,Oishi Eaterium Fashion Island,2004,Rising Stars,True,72.26041721371352,🔴 Activate — proven marketing response,CRM,0.5683662682454274,0.36772337606963323,0.053857664126408494,0.3525,0.6102124463519314,0.5986013593313118,0.5230136316166006,0.23423423423423423,0.06201908123385668,0.8514131933526086,765.3611111111111,27.0,0.043869808243123115,0.28018727543280225,0.6432642487046633,0.4980334593959188,0.06384552000969387,2.0,11.75,,2.0,0.0,CRM,CRM,0.5875,0.0,283.35966219710656,13.0,0.9967811158798283,False,False,False,False,False,0.9410112359550562,0.0583320072668444,0.9410112359550562,0.2588339292742153,0.5520649026117586
14,Bangkok Trading Post Bistro & Bar by 137 Pillars,2735,Rising Stars,False,72.2256490011549,"🟠 Activate — untapped, no prior spend",CRM,0.7796329570161978,0.19597831950090144,0.02404111300369874,0.0,0.3927038626609442,0.8317577576268327,0.7014457561002455,0.010510510510510511,0.04860005307855626,0.5906469979104345,330.75,27.0,0.018958291538157982,0.03854875283446712,0.35294117647058826,0.22718420701613978,0.029123934469239495,,,,,,,,0.0,0.0,15.405662856160982,13.0,0.3927038626609442,False,False,False,False,False,1.5,0.6111111111111112,1.5,0.42634982406844996,0.7689766470476551
15,Baba IKI at Sri Panwa (Phuket),2870,Rising Stars,False,71.93535041760758,"🟠 Activate — untapped, no prior spend",CRM,0.673516734981761,0.24609853427351788,0.013445899177198219,0.0,0.8465665236051502,0.7886530873025248,0.5008122065006153,0.0045045045045045045,0.14657264179557172,0.6677497997768153,140.2962962962963,27.0,0.008041657103277339,0.03194297782470961,0.30578512396694213,0.19624826551004912,0.025158093951533074,,,,,,,,0.0,0.0,48.568243653256786,7.0,0.8465665236051502,False,True,False,False,False,1.111111111111111,1.111111111111111,,0.6436006048481641,
16,Fufu Shabu G Tower Grand Rama 9,4387,Rising Stars,False,71.86909079672303,"🟠 Activate — untapped, no prior spend",CRM,0.6288681014226083,0.29025219565926796,0.0231679390384585,0.0,0.8154506437768241,0.6823431081009188,0.5486555914051425,0.010510510510510511,0.10683955110706703,0.8466537537431454,290.42857142857144,27.0,0.0166471036376526,0.0911214953271028,0.3252361673414305,0.23159029853569943,0.029688774439264397,,,,,,,,0.0,0.0,43.407161259146314,12.0,0.8154506437768241,False,False,False,False,False,0.9,-0.022222222222222254,0.9,0.27906225497549997,0.6485331166192604
17,Fufu Shabu Ari,4386,Rising Stars,False,71.80354895579033,"🟠 Activate — untapped, no prior spend",CRM,0.6253945176826077,0.2722269308216346,0.02955112567765898,0.0,0.9624463519313304,0.6554615569096747,0.5802939588420073,0.03153153153153153,0.09289092012021948,0.7724901405765207,397.07142857142856,27.0,0.02275977597681033,0.13869400971397733,0.38002594033722437,0.2834931680879255,0.03634247537850763,,,,,,,,0.0,0.0,96.60155324324637,13.0,0.9624463519313304,False,False,False,False,False,1.05,0.022222222222222216,1.05,0.24970985892719302,0.6281900075603223
18,Charoen Rung Rueang International Buffet True Digital 101,5295,Rising Stars,False,71.29932063351451,"🟠 Activate — untapped, no prior spend",CRM,0.7290335641557741,0.14839440718427782,0.07067523144451732,0.0,0.9556509298998569,0.6865224252261138,0.7928002725502644,0.04804804804804805,0.17133689028593488,0.25924706959759386,1994.142857142857,16.0,0.11430246909886504,0.10926642309621033,0.2788067529913129,0.21099062103327187,0.027047993790169603,,,,,,,,0.0,0.0,89.84688072043716,13.0,0.9556509298998569,False,False,False,False,False,1.368421052631579,-0.04250757213454489,1.368421052631579,0.19066293991047312,0.6949002942137954
19,SOS Shabu Big C Rama 4,5095,Rising Stars,True,71.26289159705152,🔴 Activate — proven marketing response,KOL,0.8927973760601882,0.236331270387147,0.05016028921592251,0.009,0.30210958512160235,0.9647654901187929,0.784845204972281,0.016516516516516516,0.026087478515822465,0.7396614007526455,204.0,18.0,0.011693095914691545,0.04926470588235294,1.1194029850746268,0.6913476733977172,0.08862748251715348,2.0,0.3,,1.0,0.0,CRM+KOL,KOL,0.015,0.0,34.884831144454054,13.0,0.7417739628040058,False,False,False,False,False,2.0,0.0045248868778280755,2.0,0.29107217936541696,1.0
20,sala bang pa-in Staycation (Ayutthaya),5917,Emerging Opportunities,False,71.20868812356147,"🟠 Activate — untapped, no prior spend",CRM,0.4366423751088146,0.4615494374338599,0.007007313007895865,0.0,0.9724606580829757,0.48646258732949466,0.3619120567777945,0.0,0.7876857749469215,0.7508123498326115,157.33333333333334,6.0,0.009018204692376486,0.06779661016949153,0.0625,0.0646186440677966,0.008283802734526882,,,,,,,,0.0,0.0,106.67388167388168,3.0,0.9724606580829757,False,True,False,False,False,0.16666666666666666,0.16666666666666666,,0.39699028696145355,
21,Boon Tong Kee The Up Rama 3,923,Rising Stars,False,70.62367098490327,"🟠 Activate — untapped, no prior spend",CRM,0.5634160316271963,0.31445913851601415,0.048442430695561575,0.0,0.9585121602288984,0.573296723037778,0.548594994511324,0.0945945945945946,0.04427912685774947,0.8777918754028382,876.1212121212121,27.0,0.05021847728543701,0.22208771444382955,0.45865130042049523,0.364025866029829,0.046666384105686146,,,,,,,,0.0,0.0,92.23152858794076,13.0,0.9585121602288984,False,False,False,False,False,0.8440860215053764,0.0609708193041526,0.8440860215053764,0.255207332467373,0.5217593341623114
22,Oishi Eaterium Central Westgate,4041,Rising Stars,True,70.40560856067731,🔴 Activate — proven marketing response,CRM,0.5904050589237759,0.37674683240150675,0.056623110662157354,0.2025,0.519497138769671,0.6188762918987111,0.547698209461373,0.24024024024024024,0.0691332888735666,0.8663691654778022,894.7142857142857,27.0,0.05128421548579352,0.2360210761615839,0.6482208090921391,0.483340915919917,0.06196200583852119,2.0,6.75,,2.0,0.0,CRM,CRM,0.3375,0.0,237.54030751408007,13.0,0.9949928469241774,False,False,False,False,False,0.952247191011236,0.10162628941939293,0.952247191011236,0.2829894284507013,0.5664709429006689
23,Fufu Shabu Rama 4,4385,Rising Stars,False,70.0222838725271,"🟠 Activate — untapped, no prior spend",CRM,0.6411125207872128,0.2515144418242381,0.024010487327633147,0.0,0.8601573676680973,0.705763651559723,0.5441358246284476,0.013513513513513514,0.0498862602365787,0.7704771944928636,236.64285714285714,27.0,0.013564155029892538,0.13431934802293993,0.35842696629213483,0.26878391898445686,0.03445681962537375,,,,,,,,0.0,0.0,50.74386013301569,13.0,0.8601573676680973,False,False,False,False,False,1.2142857142857142,0.42803030303030304,1.2142857142857142,0.3771702143227618,0.6325465838509315
24,Zaap Classic Seacon Square Srinagarindra,4710,Rising Stars,False,69.71846451527716,"🟠 Activate — untapped, no prior spend",CRM,0.5614368837905945,0.30366535880858647,0.05976512933510297,0.0,0.945994277539342,0.5729680993960005,0.5441400603824855,0.0960960960960961,0.04047560719535241,0.8436141273718077,1172.1304347826087,22.0,0.06718545881589288,0.19978485848881636,0.5473449684366877,0.40832092445753915,0.052344799854313055,,,,,,,,0.0,0.0,83.67036341158145,13.0,0.945994277539342,False,False,False,False,True,0.8316326530612245,0.07372058018609744,0.8316326530612245,0.2677187090387041,0.5155292206999397
25,Vantage Point One Bangkok,5267,Rising Stars,True,69.58991825917377,🔴 Activate — proven marketing response,CRM,0.5910264373899394,0.4317909217211399,0.07832538038355433,0.066,0.39610929899856945,0.6748202298015339,0.4653357487725479,0.3663663663663664,0.17537835880485042,0.7754362251104608,2243.029411764706,16.0,0.12856842181979836,0.07269143184331414,0.3166376044735734,0.2190591354214697,0.028082338947310284,4.0,2.2,,3.0,1.0,CRM+KOL,CRM,0.11000000000000001,0.0,58.40158352300122,13.0,0.8912732474964234,False,False,False,False,False,1.0168776371308017,0.3119134897360704,1.0168776371308017,0.36037448881846285,0.6012326065221679
26,Coast Beach Club & Bistro at Centara Grand Beach Resort & Villas (Hua Hin),4666,Rising Stars,False,69.46671071513936,"🟠 Activate — untapped, no prior spend",CRM,0.649260193960798,0.26432688819715694,0.027303472496787433,0.0,0.6330472103004292,0.8114287616652721,0.4060073424040868,0.010510510510510511,0.11504777070063694,0.7520278426092056,479.125,22.0,0.027463012647679346,0.05252630663535959,0.31788079470198677,0.21173899947533592,0.027143932345895516,,,,,,,,0.0,0.0,26.722654081380465,13.0,0.6330472103004292,False,False,False,False,False,1.0476190476190477,1.0476190476190477,,0.6621872788011262,
27,Beef Express Muangthong Nonthaburi,3181,Rising Stars,True,69.24828665154628,🔴 Activate — proven marketing response,CRM,0.8378352722396788,0.23566851846309797,0.054252348193693276,0.019642857142857142,0.3365353566319232,1.0,0.594588180599197,0.13363363363363365,0.07051781080443502,0.5368657392277134,1227.1714285714286,27.0,0.07034035891203314,0.05629671020465181,0.4586435070306038,0.29770478830022296,0.03816433747535341,6.0,0.6547619047619048,-479.4927930995348,4.0,2.0,CRM+FB,CRM,0.03273809523809524,0.0,43.15436377257585,13.0,0.8118741058655222,False,False,False,False,False,2.0,0.4067260998767848,2.0,0.3869189347858385,1.0
28,JAO Ping River Cruise at Anantara Chiang Mai Resort,5842,Rising Stars,False,69.11618135966768,"🟠 Activate — untapped, no prior spend",CRM,0.6104601055819364,0.3099740919305729,0.010306896196590172,0.0,0.597997138769671,0.7144254049078884,0.45451215659300837,0.003003003003003003,0.31698008290364976,0.7122628861942558,299.2307692307692,12.0,0.017151637672756452,0.02544987146529563,0.09090909090909091,0.0647254031315728,0.008297488738577306,,,,,,,,0.0,0.0,24.628291196931343,3.0,0.597997138769671,False,True,False,False,False,0.5,0.5,,0.5830251984307924,
29,About Beef Lava Grill,4751,Rising Stars,True,69.03873909954554,🟡 Activate — review channel strategy,KOL,0.7095061345275584,0.3271308404631903,0.09477761237355267,0.0,0.34663805436337625,0.7607444877857467,0.632648604640276,0.16066066066066065,0.13065750008425167,0.7455644205788352,2823.5588235294117,21.0,0.1618438438446227,0.06292642784970989,0.3183247806654527,0.2161654395391556,0.027711380902482645,5.0,-0.32,,2.0,2.0,CRM+KOL,KOL,0.0,0.0,51.88427932680101,13.0,0.8665951359084406,False,False,False,False,False,1.3852459016393444,0.2640710964055133,1.3852459016393444,0.3408149547302768,0.7189514137640367
30,Izakaya Naihua,4399,Rising Stars,False,68.92776149671126,"🟠 Activate — untapped, no prior spend",CRM,0.6929974839081897,0.2013084670156488,0.02264006584724282,0.0,0.7532188841201717,0.7799654022620331,0.5625456063774246,0.006006006006006006,0.11380800727934487,0.5492122080981431,166.10714285714286,26.0,0.009521111536980108,0.02494087293055257,0.4482758620689655,0.2789418664136003,0.03575902015750553,,,,,,,,0.0,0.0,36.06493568469321,7.0,0.7532188841201717,False,False,False,False,False,1.0666666666666667,1.0666666666666667,,0.6365107963673333,
31,Zaap Classic Emquartier,4302,Rising Stars,False,68.84197108721098,"🟠 Activate — untapped, no prior spend",CRM,0.5431886343230876,0.3188429382347228,0.07325044533621855,0.0,0.851931330472103,0.555374511728313,0.5249098182152497,0.1111111111111111,0.04887170154686078,0.8657899444207338,1885.4848484848485,27.0,0.10807429009328917,0.1925877115443339,0.3711925227405491,0.299750598262063,0.03842660057914792,,,,,,,,0.0,0.0,49.1222221332703,13.0,0.851931330472103,False,False,False,False,True,0.7952755905511811,0.039695719269994635,0.7952755905511811,0.2526535732935397,0.5002882910303016
32,Arno's Naradhiwas Rajanagarindra Soi 20,3712,Rising Stars,False,68.81643365847077,"🟠 Activate — untapped, no prior spend",CRM,0.6268238427736941,0.25191435475717416,0.026748058640564402,0.0,0.8555078683834049,0.6948628550720772,0.5247653243261193,0.01951951951951952,0.06565221630053295,0.7480362735306882,390.17857142857144,27.0,0.02236468362535104,0.14498855835240274,0.30808080808080807,0.24284390818944596,0.031131433655777762,,,,,,,,0.0,0.0,49.63728303628182,13.0,0.8555078683834049,False,False,False,False,False,1.2,-0.09632524338406696,1.2,0.2681617973807384,0.6694270110342171
33,Deja Brew Lifestyle Cafe at Centara Life Hotel Bangkok Phra Nakhon,3596,Rising Stars,True,68.71713471620099,🔴 Activate — proven marketing response,CRM,0.6891674359528273,0.38917480078122046,0.2489424999192314,0.036,0.1227444921316166,0.7131863271842788,0.6531390991056498,0.35435435435435436,0.0510182828271194,0.7737585806378098,8359.068965517241,19.0,0.4791342900554634,0.07404099615119651,0.19441736078223806,0.14626681492982144,0.018750709782999433,12.0,1.2,,8.0,4.0,CRM+KOL,CRM,0.06,0.0,10.450164664792796,13.0,0.2528612303290415,False,False,False,False,False,1.3172413793103448,0.19012458342783475,1.3172413793103448,0.30573174671022874,0.6751315864719164
34,Ryota Shabu Buffet Central Westgate,6425,Rising Stars,False,68.6197513424438,"🟠 Activate — untapped, no prior spend",CRM,0.7086989931870392,0.21924132166779287,0.031922194416237774,0.0,0.428826895565093,0.8061345843934491,0.5625456063774246,0.016516516516516516,0.030482256596906277,0.6783001269403813,290.45454545454544,8.0,0.016648592445383015,0.03943661971830986,0.5873015873015873,0.3681556002682764,0.04719579638709253,,,,,,,,0.0,0.0,16.866403210105755,5.0,0.428826895565093,False,False,False,False,False,1.111111111111111,1.111111111111111,,0.6578668294816757,
35,57th Street Marriott Sukhumvit 57,1826,Established Players,True,68.27047480927553,🔴 Activate — proven marketing response,KOL,0.35359589427728283,0.4623622614499412,0.28090106202728177,0.24059999999999998,0.4744029184549356,0.33857813688124383,0.3761225303713413,0.5540540540540541,0.12586944314651322,0.6765993562812186,9397.617647058823,27.0,0.5386629633169446,0.10275758249118205,0.23232723174854567,0.18049937204560024,0.023139160737618878,10.0,8.02,,8.0,1.0,CRM+KOL,KOL,0.40099999999999997,0.0,44.730089829191165,12.0,0.825107296137339,False,False,False,False,False,0.062107682748252215,0.062107682748252215,,0.27630538343603006,
36,Ros charoen by Kuang seafood (Pattaya),5280,Rising Stars,False,67.78294308779465,"🟠 Activate — untapped, no prior spend",CRM,0.7137596349594362,0.16187723308731,0.056153216884757426,0.0,0.699928469241774,0.7928153131051398,0.595176117740881,0.018018018018018018,0.0813910081426005,0.4341757447910755,914.0,16.0,0.05238965522562781,0.015574720041189342,0.768595041322314,0.4673869128098641,0.05991677854388704,,,,,,,,0.0,0.0,31.30891305999059,13.0,0.699928469241774,False,False,False,False,False,1.4285714285714286,-0.2166666666666667,1.4285714285714286,0.1471742379965307,0.8494909209783351
37,En Hachi,6653,Rising Stars,False,67.69352727085435,"🟠 Activate — untapped, no prior spend",CRM,0.6946648663863103,0.22402574962304364,0.021183768953030428,0.0,0.45243204577968527,0.793033273038369,0.5471122564082224,0.006006006006006006,0.18797391568092206,0.5507705750545487,460.7142857142857,6.0,0.02640772711826347,0.027906976744186046,0.18888888888888888,0.12449612403100775,0.015959810787797384,,,,,,,,0.0,0.0,17.85943175836768,3.0,0.45243204577968527,False,False,False,False,False,0.8333333333333334,0.8333333333333334,,0.6471751679029781,
38,Meat Sumpan,5245,Emerging Opportunities,False,67.63105370744275,"🟠 Activate — untapped, no prior spend",CRM,0.6761448464232676,0.2128346619957173,0.04133149321609851,0.0,0.6241058655221745,0.793033273038369,0.5008122065006153,0.003003003003003003,0.04799818016378526,0.6574466891512685,248.26315789473685,17.0,0.014230220183075341,0.012507949968200127,0.8813559322033898,0.533816739309314,0.06843276624912167,,,,,,,,0.0,0.0,26.229209381948497,12.0,0.6241058655221745,False,False,False,False,False,1.0833333333333333,1.0833333333333333,,0.6471751679029781,
39,Audrey Cafe Thonglor Soi 11,33,Rising Stars,True,67.62610291836103,🟡 Activate — review channel strategy,CRM,0.6534228842154028,0.3605968831831422,0.057864093376044125,0.0,0.38597997138769674,0.6996568086123968,0.584071997619912,0.13813813813813813,0.13293732327531382,0.8848681031509761,1414.5652173913043,27.0,0.08108160178697557,0.14121715076071922,0.35629557079116336,0.2702642027789857,0.03464658496511268,1.0,-1.5,,0.0,1.0,CRM,CRM,0.0,0.0,99.65833575829295,13.0,0.9649499284692418,False,False,False,False,False,1.1369863013698631,0.12756021725151234,1.1369863013698631,0.3625008810322221,0.6316436592361535
40,Moru Sushi,4619,Rising Stars,True,67.44852135408237,🔴 Activate — proven marketing response,KOL,0.816625411087704,0.21691834910236635,0.0522153805145294,0.0036000000000000003,0.35838317596566527,0.8878951894882844,0.7097207434868333,0.024024024024024024,0.09666541775946047,0.594363713883062,1101.6153846153845,23.0,0.06314359977160543,0.02873402695342504,0.5176184690157959,0.32206469219084755,0.041287161257453374,5.0,0.12000000000000002,,2.0,2.0,CRM+KOL,KOL,0.006000000000000001,0.0,58.13913593877747,13.0,0.8905579399141631,False,False,False,False,False,1.9166666666666665,-0.3131208728107953,1.9166666666666665,0.11938638524971595,0.9826086956521738
41,You&I Premium Suki Buffet Samyan Mitrtown,1336,Rising Stars,True,67.04598179778677,🔴 Activate — proven marketing response,CRM,0.7453148218219688,0.2685853871355355,0.03567934153689828,0.015,0.39540915593705295,0.7666186811720406,0.7133590327968612,0.07807807807807808,0.07018244144190544,0.7209980782391087,483.46875,27.0,0.027711992477970727,0.13580246913580246,0.47691575440266537,0.34047044029592016,0.043646690595825835,4.0,0.5,,2.0,1.0,CRM,CRM,0.025,0.0,100.28083519763479,13.0,0.9660228898426323,False,False,False,False,False,1.5192307692307692,0.2642814439153112,1.5192307692307692,0.34041719142390536,0.7265626396965889
42,Ploen Restaurant,2433,Rising Stars,False,67.04198280471233,"🟠 Activate — untapped, no prior spend",CRM,0.5347191845912608,0.3031395265080327,0.03973089987454187,0.0,0.9853361945636624,0.6088528328628436,0.4235187121838864,0.04054054054054054,0.1369318428008146,0.8194791915052404,659.8518518518518,27.0,0.037822112711718335,0.14071621014818142,0.44754686876745114,0.3248146053197432,0.0416396870373654,,,,,,,,0.0,0.0,140.3580876800532,13.0,0.9853361945636624,False,False,False,False,False,0.7916666666666666,0.17476002258610954,0.7916666666666666,0.3300155165871344,0.5319435772829765
43,Boon Tong Kee Seacon Square,668,Rising Stars,False,66.26767537932716,"🟠 Activate — untapped, no prior spend",CRM,0.5436583940807322,0.2944274453256855,0.049009828701249994,0.0,0.8866237482117311,0.5386547259069155,0.5511638963414572,0.05405405405405406,0.046167072440957795,0.8631856732392552,972.6774193548387,27.0,0.05575299195377833,0.17145889297913972,0.43520309477756286,0.3297054140581936,0.04226666544872166,,,,,,,,0.0,0.0,56.705724983863156,13.0,0.8866237482117311,False,False,False,False,False,0.7605633802816901,-0.05458457702496974,0.7605633802816901,0.22600046100637017,0.4915375589547379
44,Hotaru 119 Omakase & Izakaya - Sanampao,5939,Established Players,True,66.19696877861195,🔴 Activate — proven marketing response,FB,0.29690344548853814,0.48595241120643606,0.06004978157361133,0.5104285714285715,0.698674882485183,0.3166486462084302,0.26728564440870006,0.5630630630630631,0.16095245355222995,0.7081381663851393,1734.132075471698,11.0,0.09939888572173375,0.14508916428206162,0.1724034495688039,0.16147773545410699,0.020700677425488905,7.0,3.6809523809523808,3960.848601685305,6.0,1.0,CRM+FB+KOL,FB,0.18404761904761904,1.0,128.36652195159866,9.0,0.9810443490701002,False,False,False,False,False,0.06279968019098454,0.06279968019098454,,0.2584092594136042,
45,Kappou Nihon Ratchapruek,3276,Emerging Opportunities,False,65.9424038056048,"🟠 Activate — untapped, no prior spend",CRM,0.605397765105835,0.2610985792893817,0.013292293614151632,0.0,0.7374821173104434,0.6751214708426481,0.5008122065006153,0.003003003003003003,0.18802446668688705,0.6783001269403813,194.1851851851852,27.0,0.011130519586188775,0.022124737745565518,0.2672413793103448,0.16919472268443309,0.021689958473444886,,,,,,,,0.0,0.0,34.51138865323763,5.0,0.7374821173104434,False,True,False,False,False,0.8333333333333334,0.8333333333333334,,0.5509502136946994,
46,Akimitsu Tendon Central Si Racha,5479,Emerging Opportunities,False,65.72672243789137,"🟠 Activate — untapped, no prior spend",CRM,0.677959657829786,0.22623793794891014,0.02198498004761517,0.0,0.3905579399141631,0.7497579088082927,0.5702622813620257,0.0075075075075075074,0.02497219694671924,0.7191442528729712,121.0,14.0,0.006935610812145476,0.047225501770956316,0.45,0.28889020070838256,0.03703434928308486,,,,,,,,0.0,0.0,15.367135149971165,7.0,0.3905579399141631,False,False,False,False,False,1.222222222222222,1.222222222222222,,0.6118591955928137,
