rank,name,restaurant_id,segment,has_marketing,priority_score,priority_tier,recommended_channel,growth_component,booking_demand,ga4_demand,internal_mkt_campaign_responsiveness,campaign_responsiveness,score_growth_norm,delta_growth_norm,booking_volume_norm,revenue_per_booking_norm,booking_consistency_norm,listing_pull_raw,months_cnt,listing_pull_norm,view_to_cart_rate,cart_to_purchase_rate,funnel_depth_raw,funnel_depth_norm,n_campaigns,avg_lift_per_day,avg_roi,n_positive_lift,n_negative_lift,channels_used,best_channel,lift_norm,roi_norm,avg_gmv_per_view,n_months_gmv,ga_campaign_responsiveness,risk_thin_ga_demand_data,risk_inverse_attribution_rs,risk_thin_gmv_data,risk_low_gmv_per_view,is_seasonal,booking_growth_rolling,booking_growth_mom_rolling,booking_growth_yoy_rolling,score_growth_mom,score_growth_yoy
848,Oppa Tteok - 오빠떡,5147,Needs Attention,False,36.838719236206494,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.31098726114649683,0.007339889530665249,0.0,0.23977110157367668,0.28208213019024503,0.3156120068701875,0.0,0.03662420382165605,1.0,168.2941176470588,17.0,0.009646466958458048,0.010136315973435861,0.10344827586206896,0.06612349190661572,0.008476717067875903,,,,,,,,0.0,0.0,11.996457489878543,2.0,0.29971387696709584,False,True,True,False,False,0.0,0.0,,0.23020036633377047,
849,Hunger Bear (Nakhon Sawan),5719,Needs Attention,False,36.82405491449879,"🟠 Activate — untapped, no prior spend",CRM,0.3398314866043433,0.2500162286009757,0.023768614296478127,0.0,0.32224606580829757,0.35597780642711385,0.3156120068701875,0.0,0.05178950561116166,0.7815979230587574,95.76923076923077,13.0,0.005489405887553158,0.030522088353413655,0.5263157894736842,0.327998309025576,0.042047822705403096,,,,,,,,0.0,0.0,12.913873390955501,7.0,0.32224606580829757,False,False,False,False,False,0.16666666666666666,0.16666666666666666,,0.2905048306000332,
850,Sushina Fortune Town,5145,Needs Attention,False,36.82065098006799,"🟠 Activate — untapped, no prior spend",CRM,0.3941640366656135,0.18693632794244774,0.03519111118276413,0.0,0.35765379113018597,0.4362431565497627,0.3310453568393898,0.0,0.032832878374279645,0.5902882147672128,154.23076923076923,13.0,0.00884036851770609,0.02743142144638404,0.7818181818181819,0.4800634776694627,0.06154185384782217,,,,,,,,0.0,0.0,14.123134259178396,11.0,0.35765379113018597,False,False,False,False,False,0.3333333333333333,0.3333333333333333,,0.35600743081678765,
851,Tantitium (Phuket),2044,Emerging Opportunities,False,36.77526163476183,"🟠 Activate — untapped, no prior spend",CRM,0.40719733304733685,0.19255564216087878,0.016051832421600774,0.0,0.26180257510729615,0.47854311714490466,0.30017865690098516,0.0,0.03662420382165605,0.6052279367146066,157.7037037037037,27.0,0.009039433987791685,0.05331141380930014,0.2643171806167401,0.1799148738937641,0.023064230855409863,,,,,,,,0.0,0.0,10.728165799866472,8.0,0.26180257510729615,False,False,False,False,False,0.4444444444444444,0.4444444444444444,,0.39052739994187363,
852,Mayraya Wine Bar at Villa Deva Resort and Hotel,3803,Needs Attention,False,36.756053939886826,"🟠 Activate — untapped, no prior spend",CRM,0.2957078075952859,0.3189490445859873,0.007568318398340495,0.0,0.16630901287553648,0.28243834141201823,0.3156120068701875,0.0,0.06316348195329087,1.0,192.58620689655172,27.0,0.011038867593568674,0.020948970456580125,0.08547008547008547,0.05966163946468333,0.0076483383282597095,,,,,,,,0.0,0.0,7.1641074799652635,4.0,0.16630901287553648,False,True,False,False,False,0.0,0.0,,0.23049106164895788,
853,Bangrak Grill at Grande Centre Point Surawong,4335,Established Players,False,36.73362306381806,"🟠 Activate — untapped, no prior spend",CRM,0.24358347016538945,0.267602518779237,0.032585332380619426,0.0,0.9170243204577968,0.26097245270785774,0.217499996351687,0.015015015015015015,0.10639837869137232,0.7655899972193978,519.5862068965517,26.0,0.02978221251564777,0.059861959118662066,0.42017738359201773,0.27605121380267544,0.03538845224559108,,,,,,,,0.0,0.0,66.95994266451524,13.0,0.9170243204577968,False,False,False,False,False,-0.09557226399331664,-0.09557226399331664,,0.21297327191855198,
854,Annyeong Grill 안녕 그릴  Ozone One – Songprapha,6544,Needs Attention,False,36.73170182310554,"🟠 Activate — untapped, no prior spend",CRM,0.32688794821843836,0.24582940757293628,0.017228547606400677,0.0,0.47067238912732473,0.3652719423890103,0.26931195696258053,0.0015015015015015015,0.047619047619047616,0.7698103089554047,121.25,7.0,0.006949940586550735,0.04020618556701031,0.4358974358974359,0.2776209357652657,0.03558968313295711,,,,,,,,0.0,0.0,18.527320516042558,4.0,0.47067238912732473,False,True,False,False,False,0.16666666666666666,0.16666666666666666,,0.2980895489292002,
855,Malao Malao at The Chiang Mai Riverside Hotel (Chiang Mai),3725,Needs Attention,False,36.70513999139656,"🟠 Activate — untapped, no prior spend",CRM,0.37808993521826384,0.21663987115584504,0.015798149329266518,0.0,0.29649499284692415,0.37858628753244183,0.3773454067469968,0.0,0.07453745829542008,0.6475954455573967,195.85714285714286,27.0,0.01122635469120596,0.024981765134938,0.24817518248175183,0.1588978155430263,0.020369943967327078,,,,,,,,0.0,0.0,11.887615078757593,6.0,0.29649499284692415,False,False,False,False,False,0.0,0.0,,0.30895506220168256,
856,Tiger Gyu Moo-krata,6788,Needs Attention,False,36.692212086506736,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.30609645131938124,0.04087152461802086,0.0,0.16523605150214593,0.28208213019024503,0.3156120068701875,0.0,0.02032150439793752,1.0,74.6,5.0,0.004276004682529359,0.010723860589812333,1.0,0.604289544235925,0.07746704455351237,,,,,,,,0.0,0.0,7.155374360965507,3.0,0.16523605150214593,False,False,False,False,False,0.0,0.0,,0.23020036633377047,
857,Omakase Ten,3626,Established Players,True,36.69148150914357,🔴 Activate — proven marketing response,KOL,0.2814472699204006,0.29692402218672675,0.049825142427499365,0.06,0.35774535050071526,0.27066688738098743,0.2976178437295203,0.07057057057057058,0.1737951483672025,0.7218574981611259,1507.7272727272727,27.0,0.0864215667313544,0.11171741533514219,0.09750832059008725,0.10319195848810922,0.013228718123644337,1.0,2.0,,1.0,0.0,KOL,KOL,0.1,0.0,42.391000330174464,13.0,0.8043633762517882,False,False,False,False,False,-0.02532123960695387,-0.02532123960695387,,0.22088466429086626,
858,Buonissimo Italian Restaurant & Pizzeria,2817,Needs Attention,False,36.68394477927666,"🟠 Activate — untapped, no prior spend",CRM,0.306960845068002,0.310919017288444,0.013520386805521875,0.0,0.11623748211731044,0.301193403866545,0.3156120068701875,0.0,0.036396724294813464,1.0,319.1111111111111,27.0,0.01829116092973536,0.034122562674094706,0.17346938775510204,0.11773065772269911,0.015092510195010008,,,,,,,,0.0,0.0,5.360238974000148,10.0,0.11623748211731044,False,True,False,False,False,0.0,0.0,,0.2457966120031508,
859,Tsubohachi Central Westgate,5629,Needs Attention,False,36.68084362274534,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.31098726114649683,0.03307078882673157,0.0,0.14849785407725322,0.28208213019024503,0.3156120068701875,0.0,0.03662420382165605,1.0,114.93333333333334,14.0,0.006587874953244518,0.0075406032482598605,0.7692307692307693,0.4645547028377655,0.05955370270021862,,,,,,,,0.0,0.0,7.946428571428571,2.0,0.18562231759656653,False,False,True,False,False,0.0,0.0,,0.23020036633377047,
860,Dose Factory (Udon Thani),5707,Needs Attention,False,36.670663472702095,"🟠 Activate — untapped, no prior spend",CRM,0.31121215691910215,0.24404495837731002,0.012856779956276522,0.0,0.6180257510729614,0.30827892361837855,0.3156120068701875,0.0015015015015015015,0.03662420382165605,0.7748569887673754,61.23076923076923,13.0,0.0035096924389496497,0.028894472361809045,0.34782608695652173,0.22025344111863665,0.028235443255560277,,,,,,,,0.0,0.0,25.932823570294563,5.0,0.6180257510729614,False,True,False,False,False,0.16666666666666666,0.16666666666666666,,0.25157893235586937,
861,Zhang Restaurant (Rama Gardens Hotel),1807,Needs Attention,False,36.637646720430304,"🟠 Activate — untapped, no prior spend",CRM,0.3070680029787905,0.23716488932858226,0.014568329713602881,0.0,0.698140200286123,0.37339430024080333,0.20757855708577122,0.0,0.11169244767970883,0.6788571834155653,358.44444444444446,27.0,0.020545712102829482,0.03978094647654474,0.17402597402597403,0.12032796300620231,0.015425472375202325,,,,,,,,0.0,0.0,31.177136046001493,10.0,0.698140200286123,False,True,False,False,False,0.22222222222222218,0.22222222222222218,,0.30471800763984486,
862,Somsak,6380,Needs Attention,False,36.61568734023125,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.3189490445859873,0.009091639890618017,0.0,0.15092989985693847,0.28208213019024503,0.3156120068701875,0.0,0.06316348195329087,1.0,223.875,8.0,0.012832312979909655,0.039642657733109994,0.09859154929577464,0.07501199267070878,0.009616180577171866,,,,,,,,0.0,0.0,6.5900463799883005,3.0,0.15092989985693847,False,True,False,False,False,0.0,0.0,,0.23020036633377047,
863,La Petite Salil Sukhumvit Soi 8 Staycation,4715,Needs Attention,False,36.59458541764275,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.32246360327570517,0.009631005039594307,0.0,0.11931330472103004,0.28208213019024503,0.3156120068701875,0.0,0.07487867758568395,1.0,348.34615384615387,22.0,0.019966887198220463,0.029590372087887822,0.029850746268656716,0.029746596596349158,0.00381337215880252,,,,,,,,0.0,0.0,6.539216440886699,2.0,0.14914163090128754,False,True,True,False,False,0.0,0.0,,0.23020036633377047,
864,Metro Lounge Avani Ratchada Bangkok,4236,Emerging Opportunities,False,36.584640873696976,"🟠 Activate — untapped, no prior spend",CRM,0.42126666987099104,0.20171199203876672,0.025941318874853868,0.0,0.029327610872675252,0.49170311187152665,0.3156120068701875,0.0,0.02373369730057628,0.6486396094953127,604.304347826087,20.0,0.03463817990586057,0.00856176703359954,0.2184873949579832,0.13451714378822974,0.017244457843847164,,,,,,,,0.0,0.0,1.1810315061563108,9.0,0.029327610872675252,False,False,False,False,False,0.4444444444444444,0.4444444444444444,,0.4012669515929326,
865,D'tales Eatery,5324,Needs Attention,False,36.52501277646022,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.31098726114649683,0.011413741136177376,0.0,0.19957081545064378,0.28208213019024503,0.3156120068701875,0.0,0.03662420382165605,1.0,84.375,16.0,0.004836298861774996,0.017777777777777778,0.2916666666666667,0.18211111111111114,0.023345778017675314,,,,,,,,0.0,0.0,8.439775910364146,3.0,0.19957081545064378,False,True,False,False,False,0.0,0.0,,0.23020036633377047,
866,Sloth Sukiyaki Jas Urban Srinakarin,4515,Needs Attention,False,36.5029734234954,"🟠 Activate — untapped, no prior spend",CRM,0.3287981408636008,0.20036888712653275,0.018193742797138146,0.0,0.7957796852646638,0.37874449677708255,0.25387860699337816,0.0,0.07931452835911434,0.5885817620626614,240.40740740740742,27.0,0.013779935654005596,0.08088122015097828,0.24,0.1763524880603913,0.0226075499402707,,,,,,,,0.0,0.0,40.872645940366844,11.0,0.7957796852646638,False,False,False,False,False,0.2222222222222221,0.2222222222222221,,0.3090841729186539,
867,The Barracuda Sky Gala at Akara (Pattaya),5759,Emerging Opportunities,False,36.49172992752436,"🟠 Activate — untapped, no prior spend",CRM,0.38896589914200747,0.19556723832441014,0.02543826934337412,0.0,0.3301144492131617,0.5407574937845696,0.16127850717816425,0.0015015015015015015,0.11851683348498634,0.531371958927712,383.9166666666667,11.0,0.022005756895009786,0.01302365964836119,0.36666666666666664,0.22520946385934446,0.028870781791738458,,,,,,,,0.0,0.0,13.12158059296944,8.0,0.3301144492131617,False,False,False,False,False,0.27777777777777773,0.27777777777777773,,0.4412990396909743,
868,Shabu-Suki Izakaya,6346,Needs Attention,False,36.481264447042115,"🟠 Activate — untapped, no prior spend",CRM,0.30724091512811613,0.3119199272065514,0.014093221126379842,0.0,0.08619456366237482,0.30166018730006855,0.3156120068701875,0.0,0.0397330906885047,1.0,201.8,8.0,0.011566993899925266,0.018830525272547076,0.2894736842105263,0.18121642063533464,0.023231082955333604,,,,,,,,0.0,0.0,3.7680961314888872,4.0,0.08619456366237482,False,True,False,False,False,0.0,0.0,,0.2461775426112797,
869,Ryota Shabu Buffet Central Airport (Chiang Mai),6419,Needs Attention,False,36.45439847893145,"🟠 Activate — untapped, no prior spend",CRM,0.31907644130136625,0.2510194260205675,0.014186906499512158,0.0,0.4760371959942775,0.3213860642554854,0.3156120068701875,0.0,0.06187443130118289,0.7748569887673754,62.125,8.0,0.003560948939706923,0.04225352112676056,0.38095238095238093,0.24547283702213277,0.03146844982452063,,,,,,,,0.0,0.0,18.894788732394368,5.0,0.4760371959942775,False,True,False,False,False,-0.16666666666666666,-0.16666666666666666,,0.2622753510698634,
870,Tai Thun Tuek Bar and Restaurant,4974,Needs Attention,False,36.36175478601314,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.24620670071203837,0.010734218415150756,0.0,0.7052932761087267,0.28208213019024503,0.3156120068701875,0.0015015015015015015,0.08996815286624203,0.7287188475052172,101.6842105263158,19.0,0.005828447189675972,0.011904761904761904,0.2608695652173913,0.16128364389233954,0.020675795810696264,,,,,,,,0.0,0.0,55.729607775078094,2.0,0.8816165951359084,False,True,True,False,False,0.0,0.0,,0.23020036633377047,
871,Bangkok Balcony  (Indoor Zone) 81st floor at Baiyoke Sky Hotel,2554,Established Players,True,36.348311104857785,🔴 Activate — proven marketing response,KOL,0.24240688095540414,0.319157830244741,0.07941313301302126,0.007999999999999998,0.34571559370529326,0.27598949187811467,0.19203296457133834,0.06006006006006006,0.16512239508200358,0.8186569589870529,2423.711111111111,27.0,0.1389249337829698,0.12812308030843428,0.1733218834979247,0.15524236222212853,0.01990133224307273,3.0,0.26666666666666666,,2.0,0.0,CRM+KOL,KOL,0.013333333333333332,0.0,49.15249351865177,13.0,0.8522889842632332,False,False,False,False,False,-0.06016217824728461,-0.06016217824728461,,0.22522831237754973,
872,HEY Mookrata - Charoen Nakhon,5546,Needs Attention,False,36.339301348095496,"🟠 Activate — untapped, no prior spend",CRM,0.34709295441467797,0.21088572380382062,0.02900994875034742,0.0,0.5182403433476395,0.40666362770067743,0.2577369444856788,0.003003003003003003,0.055290162774239204,0.6436582459011589,221.75,11.0,0.012710509897464951,0.051484404359263436,0.5547445255474452,0.3534404770721725,0.04530938760322989,,,,,,,,0.0,0.0,20.541071680665944,9.0,0.5182403433476395,False,False,False,False,False,0.34722222222222215,0.34722222222222215,,0.33186829668430146,
873,W Lounge at W Bangkok,4658,Needs Attention,False,36.33697662977974,"🟠 Activate — untapped, no prior spend",CRM,0.360877637838675,0.2262312398236001,0.027440562382761248,0.0,0.28969957081545067,0.38488138516331916,0.32487201685170886,0.0015015015015015015,0.03662420382165605,0.7154779269216757,430.39130434782606,22.0,0.024669641189158483,0.026669360541468835,0.375,0.2356677442165875,0.030211483576364016,,,,,,,,0.0,0.0,11.654646162654114,11.0,0.28969957081545067,False,False,False,False,False,0.16666666666666663,0.16666666666666663,,0.31409233828421024,
874,Kindee Bistro (Phuket),3029,Needs Attention,False,36.32691436033922,"🟠 Activate — untapped, no prior spend",CRM,0.285867258522368,0.30871246587807094,0.011034134911657612,0.0,0.2782546494992847,0.2660374262904883,0.3156120068701875,0.0,0.029041552926903247,1.0,76.03703703703704,27.0,0.004358374348740331,0.022406234778373113,0.2826086956521739,0.17852771130265357,0.022886403210908093,,,,,,,,0.0,0.0,11.294258373205741,3.0,0.2782546494992847,False,True,False,False,False,0.0,0.0,,0.21710667368138634,
875,Hiateeyai @ Samyan,6067,Needs Attention,False,36.31796191098734,"🟠 Activate — untapped, no prior spend",CRM,0.3690518504878084,0.2387698751580536,0.023858462118102285,0.0,0.13304721030042918,0.4046784128995557,0.3156120068701875,0.0,0.011222323324234153,0.7846772605359446,81.72727272727273,11.0,0.00468453352375566,0.026696329254727477,0.5416666666666666,0.33567853170189094,0.04303239071244891,,,,,,,,0.0,0.0,5.944021861481539,7.0,0.13304721030042918,False,False,False,False,False,0.16666666666666666,0.16666666666666666,,0.3302482111646649,
876,Pinnic at Cape Dara Resort (Pattaya),6478,Needs Attention,False,36.30727124463892,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.3178002729754322,0.01121210260169453,0.0,0.12625178826895564,0.28208213019024503,0.3156120068701875,0.0,0.0593342432514407,1.0,199.66666666666666,7.0,0.011444713158333718,0.01669449081803005,0.2,0.12667779632721202,0.016239490796467592,,,,,,,,0.0,0.0,5.6816155322409045,3.0,0.12625178826895564,False,True,False,False,False,0.0,0.0,,0.23020036633377047,
877,Tops EATERY Porto de Phuket,4547,Needs Attention,False,36.284762338907846,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.31108962693357595,0.008409374528805646,0.0,0.1863376251788269,0.28208213019024503,0.3156120068701875,0.0,0.03696542311191993,1.0,159.56,25.0,0.009145835216412662,0.012283780396089246,0.14285714285714285,0.0906277978727214,0.011618052509033376,,,,,,,,0.0,0.0,7.956885832613987,3.0,0.1863376251788269,False,True,False,False,False,0.0,0.0,,0.23020036633377047,
878,Rusty.Bkk,6312,Emerging Opportunities,False,36.26330248458662,"🟠 Activate — untapped, no prior spend",CRM,0.44015306878485966,0.1702550982767911,0.03548413392992728,0.0,0.07260371959942775,0.564336043312514,0.25387860699337816,0.0045045045045045045,0.04117379435850774,0.5203371938914567,1039.5833333333333,9.0,0.059587978568536364,0.010821643286573146,0.14074074074074075,0.0887731017590737,0.011380289291318197,,,,,,,,0.0,0.0,3.111130182943756,6.0,0.07260371959942775,False,False,False,False,False,0.5694444444444444,0.5694444444444444,,0.4605409205406796,
879,The Beef Master MBK Center,5470,Needs Attention,False,36.26249552643837,"🟠 Activate — untapped, no prior spend",CRM,0.2844027400259881,0.2541283239347466,0.03769512727256413,0.0,0.6409155937052933,0.2565413164296484,0.32619487542049763,0.006006006006006006,0.05721110100090992,0.7818753041069041,283.875,15.0,0.016271458837171876,0.030603258476442095,0.7482014388489209,0.4611621666999293,0.0591187957079564,,,,,,,,0.0,0.0,27.129632285675623,12.0,0.6409155937052933,False,False,False,False,False,-0.03968253968253962,-0.03968253968253962,,0.20935712936520876,
880,The Speakeasy Rooftop Bar Bangkok,5140,Needs Attention,False,36.25251691952597,"🟠 Activate — untapped, no prior spend",CRM,0.3683914985886403,0.21055386483131905,0.02261699168757243,0.0,0.36194563662374823,0.4097511663886231,0.3063519968886661,0.0015015015015015015,0.07487867758568395,0.6249655365167109,526.2666666666667,10.0,0.030165130441364398,0.05181150240689131,0.16136919315403422,0.11754611685517706,0.015068852933780458,,,,,,,,0.0,0.0,14.323156801352782,8.0,0.36194563662374823,False,False,False,False,False,0.3,0.3,,0.3343879619199384,
881,Yuufuku Japanese Food,6628,Needs Attention,False,36.19655324686153,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.2318777106664878,0.0785590606882411,0.0,0.601716738197425,0.28208213019024503,0.3156120068701875,0.0,0.04420685471640886,0.7287188475052172,51.5,6.0,0.002951933527483405,0.006472491909385114,2.0,1.202588996763754,0.1541661878489988,,,,,,,,0.0,0.0,35.902239448751075,2.0,0.7521459227467812,False,False,True,False,False,0.0,0.0,,0.23020036633377047,
882,Tops EATERY Central Patong (Phuket),4795,Needs Attention,False,36.169870645171684,"🟠 Activate — untapped, no prior spend",CRM,0.3817061931978079,0.21479437042495506,0.023298429244301068,0.0,0.2120886981402003,0.46692458400076103,0.25387860699337816,0.0,0.03696542311191993,0.6790158116379302,162.95238095238096,21.0,0.009340283431389932,0.012273524254821741,0.47619047619047616,0.2906236954162144,0.03725657505721221,,,,,,,,0.0,0.0,8.958256245358454,6.0,0.2120886981402003,False,False,False,False,False,0.27777777777777773,0.27777777777777773,,0.38104579760060125,
883,The Urban Deck Cafe I Bistro I Bar,4571,Needs Attention,False,36.144664196068994,"🟠 Activate — untapped, no prior spend",CRM,0.2687193484859012,0.31098726114649683,0.027871803895129797,0.0,0.33047210300429186,0.23745757622971023,0.3156120068701875,0.0,0.03662420382165605,1.0,131.375,24.0,0.007530296449963734,0.009197589597209007,0.6206896551724138,0.3760928289423319,0.04821331134029586,,,,,,,,0.0,0.0,13.135347170743762,3.0,0.33047210300429186,False,False,False,False,False,0.0,0.0,,0.1937833530962851,
884,Sindosegi Ratchapruek,5293,Needs Attention,False,36.131402869600265,"🟠 Activate — untapped, no prior spend",CRM,0.29714085780505367,0.27011359794990686,0.03219021351014281,0.0,0.4159513590844063,0.2848267584282978,0.3156120068701875,0.0,0.07302092811646951,0.8273577317165535,133.5625,16.0,0.007655681976009752,0.018717828731867104,0.725,0.4424871314927468,0.05672474504427587,,,,,,,,0.0,0.0,16.278313889266336,9.0,0.4159513590844063,False,False,False,False,False,0.0,0.0,,0.23244019069068256,
885,24 Twenty-Four Food & Beverage,5554,Needs Attention,False,36.11304829032818,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.304845313921747,0.0402945326001901,0.0,0.12532188841201716,0.28208213019024503,0.3156120068701875,0.0,0.016151046405823474,1.0,59.785714285714285,14.0,0.0034268631934862826,0.0047789725209080045,1.0,0.6019115890083632,0.07716220200689392,,,,,,,,0.0,0.0,6.811683006535947,2.0,0.15665236051502146,False,False,True,False,False,0.0,0.0,,0.23020036633377047,
886,Long Pasta,5536,Needs Attention,False,36.06714536837815,"🟠 Activate — untapped, no prior spend",CRM,0.3830974884967281,0.19254421990893678,0.023531430870320537,0.0,0.36909871244635195,0.42808780958108844,0.3156120068701875,0.0,0.03662420382165605,0.6051898625414666,225.6,14.0,0.012931188423305944,0.02925531914893617,0.42424242424242425,0.266247582205029,0.03413167331733513,,,,,,,,0.0,0.0,14.625165016297384,10.0,0.36909871244635195,False,False,False,False,False,0.2333333333333333,0.2333333333333333,,0.3493520504901372,
887,Benjarong Hotel Bangkok Staycation,4103,Needs Attention,False,36.00133238747895,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.2638385841878709,0.01327737657079163,0.0,0.5244635193133047,0.28208213019024503,0.3156120068701875,0.0,0.15074309978768577,0.7287188475052172,374.037037037037,27.0,0.021439465439809353,0.06129319734627191,0.10662358642972536,0.08849143079634397,0.011344180413997136,,,,,,,,0.0,0.0,28.006267136701922,2.0,0.6555793991416309,False,True,True,False,False,0.0,0.0,,0.23020036633377047,
888,XSO Kitchen at Best Western Plus Nexen (Pattaya),6669,Needs Attention,False,35.985294198139684,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.31621929026387624,0.016657079250336982,0.0,0.09384835479256082,0.28208213019024503,0.3156120068701875,0.0,0.0540643008795875,1.0,146.16666666666666,6.0,0.008378141435608239,0.013683010262257697,0.4166666666666667,0.2554732041049031,0.03275044930596456,,,,,,,,0.0,0.0,5.382239200150915,2.0,0.11731044349070101,False,True,True,False,False,0.0,0.0,,0.23020036633377047,
889,Dream Premium Korean BBQ Buffet Talat Long Ma Si Er - 드림 코리안 비비큐,6187,Needs Attention,False,35.9766083185442,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.3070063694267516,0.006918002935397758,0.0,0.19599427753934193,0.28208213019024503,0.3156120068701875,0.0,0.02335456475583864,1.0,55.5,10.0,0.0031812099179675526,0.03423423423423423,0.15789473684210525,0.10843053579895684,0.013900278811409627,,,,,,,,0.0,0.0,8.322664584959666,3.0,0.19599427753934193,False,True,False,False,False,0.0,0.0,,0.23020036633377047,
890,Crystal Grill 82nd floor at Baiyoke Sky Hotel,3119,Established Players,True,35.93695565738078,🟡 Activate — review channel strategy,CRM,0.30883817393396873,0.29197883969807287,0.08983940740328954,0.0,0.26723891273247496,0.3149853271067263,0.2996174441748323,0.05555555555555555,0.10601543668087415,0.793173288238628,2849.981818181818,27.0,0.1633583860545441,0.09268958653643723,0.15038887741757864,0.12730916106512208,0.016320428752034967,1.0,0.0,,0.0,0.0,CRM,CRM,0.0,0.0,28.83715221436416,13.0,0.6680972818311874,False,False,False,False,False,0.04249376354639519,0.04249376354639519,,0.2570518651458994,
891,Shizen Machi Omakase,6469,Established Players,False,35.93466313875972,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.28009611271969753,0.032510374457343394,0.0,0.330758226037196,0.28208213019024503,0.3156120068701875,0.025525525525525526,0.06238836652849392,0.8372313085031304,886.875,4.0,0.05083487470265718,0.11775898520084567,0.1059245960502693,0.11065835171049984,0.01418587421202961,,,,,,,,0.0,0.0,16.18301092534197,2.0,0.413447782546495,False,False,True,False,False,0.0,0.0,,0.23020036633377047,
892,Mashita Grill Ram Inthra,6648,Established Players,False,35.93019990985344,"🟠 Activate — untapped, no prior spend",CRM,0.295494080862222,0.23702492534509467,0.03507395697574068,0.0,0.667238912732475,0.28208213019024503,0.3156120068701875,0.009009009009009009,0.049352224966419694,0.7287188475052172,117.71428571428571,6.0,0.006747276634247782,0.03640776699029126,0.8,0.4945631067961165,0.06340063731723358,,,,,,,,0.0,0.0,46.22791206940116,2.0,0.8340486409155937,False,False,True,False,False,0.0,0.0,,0.23020036633377047,
893,Cairo Bangkok,2145,Needs Attention,False,35.92199387905875,"🟠 Activate — untapped, no prior spend",CRM,0.3274393772892846,0.2210965791271567,0.019609785721483853,0.0,0.5847639484978541,0.3044575909636114,0.3619120567777945,0.003003003003003003,0.07441108078050754,0.6585735123060108,167.07142857142858,27.0,0.009576383523971823,0.07524583155194528,0.3352272727272727,0.23123469625714171,0.029643187918995884,,,,,,,,0.0,0.0,23.96609485884252,11.0,0.5847639484978541,False,False,False,False,False,-0.08333333333333333,-0.08333333333333333,,0.24846043570945892,
894,Sunny Beach House (Pattaya),6267,Established Players,False,35.904507803330034,"🟠 Activate — untapped, no prior spend",CRM,0.29234983133598336,0.26012307627143205,0.03541543641046609,0.0,0.5042918454935622,0.2592036000626637,0.34206917824596283,0.009009009009009009,0.05054378439273798,0.8045211245000236,397.7692307692308,9.0,0.022799773369106328,0.02514020498936376,0.6076923076923076,0.37467146661113004,0.04803109945182586,,,,,,,,0.0,0.0,20.01807050588728,6.0,0.5042918454935622,False,False,False,False,False,-0.07777777777777777,-0.07777777777777777,,0.21152975429253465,
895,Kagonoya Central World,6399,Rising Stars,True,35.88855139575296,🟡 Activate — review channel strategy,CRM,0.4021236898935295,0.19963531285405248,0.02225416856811612,0.0,0.3323319027181688,0.5133004251356589,0.23535858703033544,0.009009009009009009,0.0832575068243858,0.5701815240104439,311.8333333333333,6.0,0.017874005274826698,0.07375734901122394,0.2971014492753623,0.20776380916970696,0.026634331861405548,1.0,-0.2,,0.0,1.0,KOL,KOL,0.0,0.0,45.90630056657458,5.0,0.830829756795422,False,False,False,False,False,0.48888888888888893,0.48888888888888893,,0.4188919937105433,
896,Bay Beach Resort Jomtien Pattaya Staycation (Pattaya),5356,Needs Attention,False,35.88272964649183,"🟠 Activate — untapped, no prior spend",CRM,0.3556312474735599,0.22748538730465556,0.03531175528430658,0.0,0.2575107296137339,0.3205773413323323,0.40821210668540137,0.0015015015015015015,0.07112526539278131,0.6851573569540685,283.3,10.0,0.01623850035603978,0.010589481115425344,0.7,0.4242357924461701,0.05438501021257337,,,,,,,,0.0,0.0,10.613811127187544,4.0,0.2575107296137339,False,False,False,False,False,0.11111111111111109,0.11111111111111109,,0.26161537196006723,
897,Bar.Yard at Kimpton Maa-Lai Bangkok,5935,Rising Stars,True,35.872286705902155,🟡 Activate — review channel strategy,CRM,0.44664988266290573,0.2057730420594394,0.03073111263336658,0.0,0.24749642346208872,0.5550736354300502,0.28401425351218906,0.042042042042042045,0.0913108050160543,0.538543279126021,683.4285714285714,11.0,0.03917350900272014,0.05831939799331104,0.25089605734767023,0.17386539360592654,0.022288716264013023,2.0,-0.8,,0.0,2.0,KOL,KOL,0.0,0.0,25.974346199986865,7.0,0.6187410586552218,False,False,False,False,False,0.42890436876504984,0.42890436876504984,,0.4529820947255245,
