restaurant name,cluster,theme,x,y,cluster_confidence,review_count
Kunshine Hotpot Yaowarat,2,Buffet & premium dining,6.0279865,1.8022435,1.0,1
Kwankamon Cafe and Restaurant,2,Buffet & premium dining,4.5241556,2.1806827,1.0,1
Kyo Roll En - Cafe & Meal Mega Bangna,2,Buffet & premium dining,4.560261,-2.9369442,1.0,1
Kyo Zen,2,Buffet & premium dining,1.8096975,-5.450651,1.0,1
Kyushu Yatai Kyutarou,2,Buffet & premium dining,3.5048995,-0.9517554,1.0,1
L'Aperitif At Mercure on Stevens,2,Buffet & premium dining,1.0411166,-0.062717214,1.0,1
L'Entrecôte The Steak and Fries Bistro (Customs House),2,Buffet & premium dining,1.3968407,2.8160076,1.0,1
L'Escargot Bistro,2,Buffet & premium dining,-0.4732414,2.57964,1.0,1
L'Escargot at MONOPOLE,2,Buffet & premium dining,3.1242883,0.6191891,1.0,1
LA JimJum Lat Phrao 101 Yeak 38,2,Buffet & premium dining,2.005199,-0.9487589,1.0,1
LEE Cafe' Central Silom Tower,2,Buffet & premium dining,5.6996694,-4.313656,1.0,1
LEE Cafe' Phloenchit Center,2,Buffet & premium dining,5.392365,2.6379683,1.0,1
LEE Cafe' Q House Lumpini,2,Buffet & premium dining,7.468367,3.8654993,1.0,1
La Luna,2,Buffet & premium dining,1.2171015,0.9782475,1.0,1
La Tavola Renaissance Bangkok,2,Buffet & premium dining,0.37051904,5.4277296,1.0,1
Lab Ped Rama 4,2,Buffet & premium dining,3.3531446,-1.3013874,1.0,1
Laciana By The Sea,2,Buffet & premium dining,-1.2066076,3.5198188,1.0,1
Lacol Khaoyai - A Chatrium Collection (Khao Yai),2,Buffet & premium dining,2.3948033,4.0963855,1.0,1
Lady Butcher,2,Buffet & premium dining,1.5039144,3.048342,1.0,1
Lakorn at Rosewood Bangkok,2,Buffet & premium dining,0.018337205,-3.1563427,1.0,1
Lamaya (Khao Yai),2,Buffet & premium dining,0.8803218,1.5049893,1.0,1
Lannua Zaab In The Garden,2,Buffet & premium dining,4.6762104,0.14052732,1.0,1
Laohu Shabu Buffet,2,Buffet & premium dining,3.7283757,-2.1942377,1.0,1
Lau Nuong An La Ghien,2,Buffet & premium dining,5.08939,3.5214381,1.0,1
Lay and Lu,2,Buffet & premium dining,1.1562788,-2.6683626,1.0,1
Le Boeuf,2,Buffet & premium dining,0.09285035,2.361492,1.0,1
Le Mecier Bangkok,2,Buffet & premium dining,1.6814495,0.28449425,1.0,1
"Le Petit Chef at Sheraton Grande Sukhumvit, a Luxury Collection Hotel , Bangkok",2,Buffet & premium dining,2.89844,2.3301227,1.0,1
Learksen Lennam,2,Buffet & premium dining,4.664865,-3.0184765,1.0,1
Lee Kitchen at Lee Place Hotel,2,Buffet & premium dining,7.737587,4.323122,1.0,1
Legend Roof Bar,2,Buffet & premium dining,-0.6147779,0.91710395,1.0,1
Lhong Khao 廊 饭 (Phuket),2,Buffet & premium dining,8.223297,5.245543,1.0,1
Lhong Lhao Yingcharoen Square,2,Buffet & premium dining,2.8548667,-1.2935208,1.0,1
Lhong Ma Lhao,2,Buffet & premium dining,6.203995,3.2461302,1.0,1
Lhor Liang Farm,2,Buffet & premium dining,6.394314,0.25183195,1.0,1
Lighthouse Cafe & Restaurant,2,Buffet & premium dining,6.177984,-4.621082,1.0,1
Lily Fu's Asian Bistro,2,Buffet & premium dining,1.5416481,-0.027477128,1.0,1
Lim Kwong Meng Restaurant,2,Buffet & premium dining,8.337554,4.9323196,1.0,1
Lim Tom Luead Moo (Pattaya),2,Buffet & premium dining,0.8528785,4.9456396,1.0,1
Lim Tom Luead Moo Sriracha (Chonburi),2,Buffet & premium dining,3.669154,-1.2817694,1.0,1
Lion Suki Mala,2,Buffet & premium dining,3.8355596,-0.37482122,1.0,1
Little Lazy Lizard,2,Buffet & premium dining,2.2289004,-0.9195487,1.0,1
Living Room at Park Hyatt Bangkok,2,Buffet & premium dining,-0.6829862,-2.336547,1.0,1
Living Table Bangkok,2,Buffet & premium dining,2.6276338,0.59626323,1.0,1
Long Lai,2,Buffet & premium dining,5.0462756,5.6819854,1.0,1
Long Pasta,2,Buffet & premium dining,-0.13344723,4.640465,1.0,1
Longpao Dimsum Hong Kong Hua Mak,2,Buffet & premium dining,8.4947405,4.214551,1.0,1
Longpao Dimsum Hong Kong Market Place Theprak,2,Buffet & premium dining,6.5205636,1.9039638,1.0,1
Longpao Dimsum Hong Kong Panya Indra,2,Buffet & premium dining,8.383084,4.291352,1.0,1
Loong Foong at Jubilee Prestige Hotel Ratchadapisek,2,Buffet & premium dining,6.6330914,5.0644016,1.0,1
Loong Mala,2,Buffet & premium dining,8.265012,4.090903,1.0,1
Louk In Louk Jaan,2,Buffet & premium dining,2.9656432,2.2206948,1.0,1
Loulou.bkk,2,Buffet & premium dining,2.3940213,-2.44938,1.0,1
Luna Lanai Restaurant at Sheraton (Hua Hin),2,Buffet & premium dining,0.4038295,0.4498896,1.0,1
Lyon French Cuisine,2,Buffet & premium dining,3.0164242,3.5469697,1.0,1
M Thai Restaurant & Bar,2,Buffet & premium dining,2.2573223,0.34573326,1.0,1
MJ Hotpot,2,Buffet & premium dining,2.8520935,-2.4399946,1.0,1
Ma La Kor Robinson Lat Krabang,2,Buffet & premium dining,6.35377,0.86655945,1.0,1
Ma La Kor Seacon Square Srinagarindra,2,Buffet & premium dining,5.9184093,0.80755174,1.0,1
Ma La Kor The Mall Bang Kapi,2,Buffet & premium dining,4.32236,0.948634,1.0,1
Ma Maison,2,Buffet & premium dining,4.8201647,-1.2299559,1.0,1
Ma Maison Bangkok,2,Buffet & premium dining,2.3136697,1.9906595,1.0,1
Macaria Bangkok,2,Buffet & premium dining,3.4566312,2.3945465,1.0,1
Machew's Roast,2,Buffet & premium dining,7.2465787,3.9871037,1.0,1
Mad Moa Asok,2,Buffet & premium dining,3.6130106,1.5125375,1.0,1
Madame Musur,2,Buffet & premium dining,0.9657673,-0.8054443,1.0,1
Madison Steak Avenue at Anantara Siam Bangkok Hotel,2,Buffet & premium dining,1.6914159,1.5172896,1.0,1
Maesriruen The Mall Bangkapi,2,Buffet & premium dining,6.0759616,1.0874337,1.0,1
Makhaen Kitchen – Northern Thai Cuisine,2,Buffet & premium dining,3.0643098,1.2922804,1.0,1
Makin bar & restaurant,2,Buffet & premium dining,-0.24153148,2.673561,1.0,1
Mala X,2,Buffet & premium dining,5.0770974,-1.9417619,1.0,1
Malao Malao at The Chiang Mai Riverside Hotel (Chiang Mai),2,Buffet & premium dining,-1.1057754,-1.030707,1.0,1
Mama Dolores,2,Buffet & premium dining,1.4029111,-2.2166543,1.0,1
Mama Yaya,2,Buffet & premium dining,3.547024,1.1807098,1.0,1
Mamamia (Pattaya),2,Buffet & premium dining,4.0376196,-1.2677386,1.0,1
Mami's Tamales,2,Buffet & premium dining,1.0654463,0.6643402,1.0,1
Man & Machine Cafe,2,Buffet & premium dining,3.079831,-1.9885906,1.0,1
Man Chan Korean BBQ Buffet Seacon Square Srinagarindra,2,Buffet & premium dining,7.4765143,-3.7926922,1.0,1
Man Fu Yuan Kitchen Samyan Mitrtown,2,Buffet & premium dining,6.9572864,4.759497,1.0,1
"Man Ho Bistro, Erawan Bangkok",2,Buffet & premium dining,7.1648116,4.9559093,1.0,1
Manam Seafood,2,Buffet & premium dining,3.518376,1.1587899,1.0,1
Manee Me More Homepro Charan Sanit Wong,2,Buffet & premium dining,6.916912,1.1752906,1.0,1
Mariga At Samala Hotel Bangkok,2,Buffet & premium dining,1.6747973,0.67912114,1.0,1
Market Cafe Hyatt Regency Bangkok Sukhumvit,2,Buffet & premium dining,1.7455373,0.3348722,1.0,1
Mashita Grill Kanchanaphisek,2,Buffet & premium dining,5.294982,-3.1349766,1.0,1
Mashita Grill Ram Inthra,2,Buffet & premium dining,6.0078835,-4.0665865,1.0,1
Meat Sumpan,2,Buffet & premium dining,3.4553473,-0.18829392,1.0,1
Mee-Seoul Korean BBQ Buffet Sugoi Eat,2,Buffet & premium dining,7.2192407,-4.5436945,1.0,1
Mee-Seoul Korean BBQ Buffet Victoria Garden,2,Buffet & premium dining,7.4382095,-4.5680747,1.0,1
Meepla Numyapu Cafe,2,Buffet & premium dining,0.5054854,-2.9012315,1.0,1
Meisaku Premium Yakiniku,2,Buffet & premium dining,5.3734393,1.4338087,1.0,1
Mellow Thonglor,2,Buffet & premium dining,0.78688234,-1.5258585,1.0,1
Meng Pu Dong Phran Nok Phutthamonthon Sai 4 Road,2,Buffet & premium dining,3.9567735,-1.1029214,1.0,1
Meng Pu Dong Pracha Chuen,2,Buffet & premium dining,3.8717873,-1.0893371,1.0,1
Meridian Cruise 2,2,Buffet & premium dining,4.3225284,3.184663,1.0,1
Merry Vibes Privacy Craft,2,Buffet & premium dining,0.03643384,1.0785174,1.0,1
Metro Lounge Avani Ratchada Bangkok,2,Buffet & premium dining,1.6623062,4.812869,1.0,1
Michelle Gourmet,2,Buffet & premium dining,5.0020223,-0.5406228,1.0,1
Mimosa Modern Italian Restaurant,2,Buffet & premium dining,-0.03510099,5.7999187,1.0,1
Ming Xing Restaurant at Cape Dara Resort (Pattaya),2,Buffet & premium dining,6.498972,3.7728162,1.0,1
Mingle Eatery and Poolside (Phuket),2,Buffet & premium dining,2.66913,0.4090732,1.0,1
Mingle The Crystal,2,Buffet & premium dining,1.591493,-2.696086,1.0,1
Ministry Of Crab,2,Buffet & premium dining,4.5821114,3.2444777,1.0,1
Ministry of Spicy,2,Buffet & premium dining,3.042938,0.40430635,1.0,1
MissMe Craft Bar,2,Buffet & premium dining,1.1851366,-1.2784328,1.0,1
Mix Beef Club & Restaurant BKK,2,Buffet & premium dining,0.67194766,2.3536692,1.0,1
"MoMo Café at Sathorn Vista, Bangkok - Marriott Executive Apartments",2,Buffet & premium dining,0.10770318,-3.6755223,1.0,1
MoVida BKK,2,Buffet & premium dining,3.4358804,2.9458718,1.0,1
Moana Cafe,2,Buffet & premium dining,0.05016175,-3.8316796,1.0,1
Monkey King Izakaya,2,Buffet & premium dining,4.3936625,-3.223631,1.0,1
Mono Sei Omakase,2,Buffet & premium dining,1.8438047,-2.6225336,1.0,1
Mont Calzone at Habito Mall,2,Buffet & premium dining,1.0092654,3.7536376,1.0,1
Mookatanaimuang,2,Buffet & premium dining,6.1104574,0.35504398,1.0,1
Moom Muum Park Terminal 21 Asok,2,Buffet & premium dining,1.8550234,-1.3429787,1.0,1
Moreganic Restaurant Away Thapae Resort (Chiang Mai),2,Buffet & premium dining,1.6457703,0.7260908,1.0,1
Mosby BKK,2,Buffet & premium dining,-0.053235114,4.906464,1.0,1
Mother May I,2,Buffet & premium dining,3.4592602,2.3226328,1.0,1
Mr. Enzo,2,Buffet & premium dining,0.1575366,5.603176,1.0,1
Mr. Mala Hotpot Chaeng Watthana-Pak Kret 29,2,Buffet & premium dining,3.175575,-1.4451294,1.0,1
Mr. Mala Hotpot Charn Avenue Chaeng Watthana,2,Buffet & premium dining,3.2032294,-1.9338529,1.0,1
Mr.Park BBQ Sukhumvit,2,Buffet & premium dining,7.5291266,1.6263088,1.0,1
Musuko Shabu&Grill,2,Buffet & premium dining,4.0293465,-2.5731254,1.0,1
My Daddy’s Home,2,Buffet & premium dining,3.5009663,-2.6446698,1.0,1
Na Krua - Thai Cuisine Ros Mue Mae,2,Buffet & premium dining,3.16718,2.5066705,1.0,1
Na-nang restaurant,2,Buffet & premium dining,3.4198248,-1.760756,1.0,1
Nai Kaew Kor Moo Yang Cafe​ & Bistro,2,Buffet & premium dining,2.6500878,1.5902832,1.0,1
Nammaejip Rama 3,2,Buffet & premium dining,7.006377,-4.137045,1.0,1
Nammaejip Seacon Square Srinagarindra,2,Buffet & premium dining,6.6226997,-4.887976,1.0,1
Nan Bei At Rosewood Bangkok,2,Buffet & premium dining,7.666048,4.072131,1.0,1
Nan Yuan Chinese Restaurant Avani Ratchada Bangkok,2,Buffet & premium dining,5.821488,4.1034822,1.0,1
Napha Dusit Central Park,2,Buffet & premium dining,0.99912965,-0.26643112,1.0,1
Napha Emsphere,2,Buffet & premium dining,4.3930726,0.21960501,1.0,1
Narnia Steak & Seafood (Pattaya),2,Buffet & premium dining,1.2621659,2.6197844,1.0,1
Nava 6,2,Buffet & premium dining,4.3087125,0.056449093,1.0,1
Nava Restaurant at The Salil Hotel Riverside - Bangkok,2,Buffet & premium dining,2.5851943,-0.11151716,1.0,1
Neta Grill Central Westgate,2,Buffet & premium dining,3.3312392,-0.51309806,1.0,1
Neta Grill Market Village Rangsit,2,Buffet & premium dining,4.8904047,-2.7881823,1.0,1
Neta Grill Market Village Suvarnabhumi,2,Buffet & premium dining,5.4890504,2.3270679,1.0,1
Neta Grill Thonburi Market Place,2,Buffet & premium dining,4.9977503,2.8653007,1.0,1
Neua Camp Fire,2,Buffet & premium dining,2.7422647,-0.23777187,1.0,1
Nevergiveup (Pattaya),2,Buffet & premium dining,5.6612196,3.4037974,1.0,1
New Horizon Cruise Terminal 21 Rama 3,2,Buffet & premium dining,1.5018642,2.6002963,1.0,1
Ngan MooKraTa,2,Buffet & premium dining,4.1820793,-0.70408714,1.0,1
Nhuer Nham Non,2,Buffet & premium dining,2.0014334,-1.8513865,1.0,1
Nigiwai Shabu & Sushi Buffet Saimai,2,Buffet & premium dining,5.528375,-0.84287924,1.0,1
Nikuro Yakiniku,2,Buffet & premium dining,5.442742,0.7264509,1.0,1
Nippon Yokocho,2,Buffet & premium dining,5.2378473,-1.1786071,1.0,1
Niyomkom,2,Buffet & premium dining,7.337229,2.6073022,1.0,1
No more Mondays Café&Bar,2,Buffet & premium dining,1.4174451,-1.6788858,1.0,1
Nomjeen.N.Phuket At Bangkok Hathairat,2,Buffet & premium dining,4.6060095,0.9526703,1.0,1
Nomjeen.N.Phuket At Bangkok Khu Khwa,2,Buffet & premium dining,4.636053,0.94099677,1.0,1
Nong Khai Pa Su Kalpapruek,2,Buffet & premium dining,3.682512,1.9553146,1.0,1
Nong Khai Pa Su Ratchaphruek,2,Buffet & premium dining,2.312995,2.017874,1.0,1
Nourish Mövenpick BDMS Wellness Resort,2,Buffet & premium dining,2.781461,0.9168434,1.0,1
Novotel Bangkok Future Park Rangsit Staycation,2,Buffet & premium dining,2.996304,-0.4959794,1.0,1
Nowhere BKK,2,Buffet & premium dining,1.3848302,-0.85148007,1.0,1
NóMADA Bangkok at Baan Dusit Thani,2,Buffet & premium dining,0.6425002,0.2530781,1.0,1
O'pazzo,2,Buffet & premium dining,-1.9159055,4.228084,1.0,1
O.neul Korean Bar 오늘,2,Buffet & premium dining,0.58390486,-0.062027417,1.0,1
Oaker Steak,2,Buffet & premium dining,1.0819967,2.9766738,1.0,1
Ocean bistro at Cross Pattaya Oceanphere (Pattaya),2,Buffet & premium dining,5.504255,-0.35091045,1.0,1
Oceanside Beach Club & Restaurant (Hua Hin),2,Buffet & premium dining,0.7145862,-0.4741268,1.0,1
Okina Izakaya,2,Buffet & premium dining,5.8183174,-0.59269947,1.0,1
Omar Shariff Authentic Indian Cuisine,2,Buffet & premium dining,2.3001988,0.81443995,1.0,1
One Prawn & Co,2,Buffet & premium dining,4.196333,2.1651413,1.0,1
One Ratchada Avani Ratchada Bangkok,2,Buffet & premium dining,4.626114,3.6793692,1.0,1
Oort Cloud Tea Room at Grande Centre Point Space (Pattaya),2,Buffet & premium dining,1.5580212,5.1821423,1.0,1
Oppa Tteok - 오빠떡,2,Buffet & premium dining,5.720599,-4.255272,1.0,1
Ora Dining,2,Buffet & premium dining,2.210977,1.0590959,1.0,1
Orbit Restaurant Grande Centre Point Space (Pattaya),2,Buffet & premium dining,3.7330518,1.9250883,1.0,1
Otto's Steakhouse,2,Buffet & premium dining,4.231977,-2.1384716,1.0,1
PAWAN Restaurant (Hua Hin),2,Buffet & premium dining,1.6222765,0.6243774,1.0,1
PESTO - Pasta and Espresso Osteria,2,Buffet & premium dining,-0.29719374,5.64104,1.0,1
PHALA (Thai Esan Gathering),2,Buffet & premium dining,2.9211903,-1.6808906,1.0,1
Pachi Bangkok,2,Buffet & premium dining,1.6770613,-0.38774633,1.0,1
Pacific Emporium at Pan Pacific Hotel Singapore,2,Buffet & premium dining,1.9116496,4.702579,1.0,1
Pae Shabu & Grill House Ramkhamhaeng 26/1,2,Buffet & premium dining,4.6399755,-1.295999,1.0,1
Pae Shabu & Grill House Ramkhamhaeng Housing,2,Buffet & premium dining,4.6659503,-0.83417636,1.0,1
Paii at The House on Sathorn,2,Buffet & premium dining,3.815024,2.5430603,1.0,1
Panda Suki Mala Muangthong,2,Buffet & premium dining,5.660456,-0.16127747,1.0,1
Panda Suki Mala Theprak,2,Buffet & premium dining,4.2715073,-2.3362823,1.0,1
Panorama Crowne Plaza Bangkok Lumpini Park,2,Buffet & premium dining,1.3679794,1.0339051,1.0,1
Pasta AMA Ratchathewi,2,Buffet & premium dining,5.4642696,0.10296679,1.0,1
Pasta AMA Sala Daeng,2,Buffet & premium dining,2.0580726,-1.8074713,1.0,1
Pasta AMA Siam Center,2,Buffet & premium dining,1.0802015,3.8967612,1.0,1
Pasto by Patta,2,Buffet & premium dining,3.8044024,-0.078932285,1.0,1
PengYou Cuisine & Specialty Bar Ekkamai,2,Buffet & premium dining,5.549979,3.3989272,1.0,1
PengYou Cuisine & Specialty Bar Rama 9,2,Buffet & premium dining,6.7777677,4.0700965,1.0,1
Penlaos,2,Buffet & premium dining,2.6501987,-2.0053067,1.0,1
Penthouse Bar + Grill Cocktail Bar at Park Hyatt Bangkok (Level 35),2,Buffet & premium dining,0.4501312,2.1890943,1.0,1
Peter's Pan Kitchen,2,Buffet & premium dining,-1.1280984,3.9287307,1.0,1
Phahon View - Khao Ngu (Ratchaburi),2,Buffet & premium dining,-0.16629478,-0.4601859,1.0,1
Phahon View Watcharapol,2,Buffet & premium dining,0.56333816,-0.64103067,1.0,1
Phoenix,2,Buffet & premium dining,4.6849194,-1.1615076,1.0,1
Phrikkhua Kapihom HomePro Future Park Rangsit,2,Buffet & premium dining,4.4550004,-1.4114588,1.0,1
Phrikkhua Kapihom Robinson Lifestyle Ratchaphruek,2,Buffet & premium dining,4.825027,-2.1213884,1.0,1
Phrikkhua Kapihom The Market Village Rangsit,2,Buffet & premium dining,4.341394,-1.1291529,1.0,1
Phrikkhua Kapihom The Nine Tiwanon,2,Buffet & premium dining,3.562264,0.92220294,1.0,1
Pilot Brewery,2,Buffet & premium dining,4.040266,1.3687936,1.0,1
Pimkaew,2,Buffet & premium dining,3.4447339,1.2872025,1.0,1
Ping Buffet,2,Buffet & premium dining,3.6839466,-0.5178588,1.0,1
Ping Yang Krub Pom,2,Buffet & premium dining,4.185731,0.6420911,1.0,1
Pink Typhoon Creative Pasta & Steak Ari,2,Buffet & premium dining,0.28659055,4.07481,1.0,1
Pipula! Bangkok,2,Buffet & premium dining,1.8840015,-1.6682601,1.0,1
Pizza Maru Korean Pizza & Chicken Central World,2,Buffet & premium dining,-1.4413785,4.1376085,1.0,1
Pizza Maru Korean Pizza & Chicken Future Park Rangsit,2,Buffet & premium dining,-1.3052996,3.5471337,1.0,1
Place Bangkok,2,Buffet & premium dining,2.9786103,-0.13567832,1.0,1
Plamong at Holiday Inn (Hua Hin),2,Buffet & premium dining,1.4238459,-0.049055487,1.0,1
Ploen Restaurant,2,Buffet & premium dining,4.4636073,-1.6043088,1.0,1
Plooklaewprung,2,Buffet & premium dining,2.8628294,-1.3478495,1.0,1
PlukRak Pretty Healthy,2,Buffet & premium dining,1.0008466,1.5906954,1.0,1
PokiHolic Bangna.,2,Buffet & premium dining,4.6534758,-2.611523,1.0,1
Porkitchen,2,Buffet & premium dining,4.1053095,0.8573885,1.0,1
Prakai Fire Suki & Craft,2,Buffet & premium dining,1.354515,-1.0909562,1.0,1
Praram 9 Kaiyang The Market Bangkok,2,Buffet & premium dining,3.6497304,-0.45834905,1.0,1
Praram 9 Kaiyang The Promenade,2,Buffet & premium dining,3.98719,2.045801,1.0,1
"Praya Dining at Praya Palazzo, Bangkok",2,Buffet & premium dining,1.6006296,2.0238888,1.0,1
Preda CookHouse - by บ้านสวนปรีดา (Nakhon Pathom),2,Buffet & premium dining,2.3964214,-0.90943336,1.0,1
Prego Amari Pattaya (Pattaya),2,Buffet & premium dining,2.0433784,0.013464502,1.0,1
Prego Bangkok Amari Bangkok,2,Buffet & premium dining,-0.53289473,5.360455,1.0,1
Prego Kata (Phuket),2,Buffet & premium dining,-0.7184121,3.8688326,1.0,1
Prince Cafe at Prince Palace Hotel Bangkok,2,Buffet & premium dining,7.2048864,4.771657,1.0,1
Prodpraan Eatery (Hua Hin),2,Buffet & premium dining,1.8460429,-2.2603025,1.0,1
Pura Brasa,2,Buffet & premium dining,1.9515134,2.0311806,1.0,1
Purple Laurel 紫桂轩,2,Buffet & premium dining,7.316833,4.3553452,1.0,1
RIB ROOM & BAR Steakhouse The Landmark Bangkok,2,Buffet & premium dining,-0.08952936,2.7510898,1.0,1
RIVA At Ocean Marina Resort Jomtien (Pattaya),2,Buffet & premium dining,3.8409393,-0.7669568,1.0,1
Rabiengview Ayutthaya,2,Buffet & premium dining,3.7331314,-2.0730138,1.0,1
Rain Tree Cafe at The Athenee Hotel,2,Buffet & premium dining,3.8654375,1.0826242,1.0,1
Rak to Eat (Phuket),2,Buffet & premium dining,0.41221344,-2.9989471,1.0,1
Ramayana Water Park (Chonburi),2,Buffet & premium dining,4.9055696,0.5503167,1.0,1
Realpork Korean Pub & Grill Groove at Central World,2,Buffet & premium dining,7.417196,-4.4713736,1.0,1
Reap Factory (Courtyard by Marriott Bangkok),2,Buffet & premium dining,4.0397553,0.9861386,1.0,1
Red Lobster Emsphere,2,Buffet & premium dining,4.331679,3.1908762,1.0,1
Red Oven SO/ Bangkok,2,Buffet & premium dining,4.526164,2.3753045,1.0,1
Rern,2,Buffet & premium dining,2.7405093,2.9302895,1.0,1
Ricci Italian Restaurant and Crudo Bar,2,Buffet & premium dining,0.27977413,5.157695,1.0,1
Rice Restaurant (Phuket),2,Buffet & premium dining,2.6213324,3.350735,1.0,1
Riedel Restaurant & Wine Cellar,2,Buffet & premium dining,1.4672312,-0.73137724,1.0,1
Rim Talay @ Amari Patong (Phuket),2,Buffet & premium dining,3.631826,2.101813,1.0,1
Ripple sea (Chonburi),2,Buffet & premium dining,1.9499068,-1.3763305,1.0,1
River Barge at Chatrium Hotel Riverside Bangkok,2,Buffet & premium dining,5.1636586,2.3169787,1.0,1
Roam Bar Joy,2,Buffet & premium dining,1.6249064,-1.1816578,1.0,1
Roccabkk,2,Buffet & premium dining,0.36509502,4.799287,1.0,1
Rolling Ribs at Le Méridien Bangkok,2,Buffet & premium dining,2.7367568,1.8222497,1.0,1
Romsai Banyan Tree Hotel,2,Buffet & premium dining,7.2656507,1.2175068,1.0,1
Ros charoen by Kuang seafood (Pattaya),2,Buffet & premium dining,4.56383,0.95987874,1.0,1
Rosded BBQ International Buffet On Nut 90,2,Buffet & premium dining,5.893531,2.4262052,1.0,1
Rosded BBQ International Buffet Ramkhamhaeng 187,2,Buffet & premium dining,7.0798364,-4.5480695,1.0,1
Rosemary,2,Buffet & premium dining,1.9871331,2.6427865,1.0,1
Rosprod Central Westgate,2,Buffet & premium dining,4.033847,1.3567122,1.0,1
Rossini's at Sheraton Grande Sukhumvit A Luxury Collection Hotel,2,Buffet & premium dining,2.951391,5.23704,1.0,1
Rossiwalee,2,Buffet & premium dining,3.975639,1.0298555,1.0,1
Roy Sen Pad Thai Go Wholesale Rangsit,2,Buffet & premium dining,5.3375297,-0.83659655,1.0,1
Roy Sen Pad Thai Sukhumvit 71,2,Buffet & premium dining,3.6643753,-2.6663043,1.0,1
Royal Princess Cruise,2,Buffet & premium dining,2.6370962,-1.7950009,1.0,1
Ruedooron by Liyang Lat Krabang,2,Buffet & premium dining,1.6332078,-2.0955029,1.0,1
Ruedooron by Liyang Town in Town,2,Buffet & premium dining,5.495288,-0.5408734,1.0,1
Ruen Petch Suki - Ratchaphruek Road,2,Buffet & premium dining,6.8426113,3.0316482,1.0,1
Ruen Petch Suki Nonthaburi Bypass Road,2,Buffet & premium dining,6.781779,4.971398,1.0,1
Ryoku Cafe,2,Buffet & premium dining,2.8787997,1.043738,1.0,1
Ryota Shabu Buffet Central Airport (Chiang Mai),2,Buffet & premium dining,5.232989,1.1975486,1.0,1
Ryota Shabu Buffet Central Westgate,2,Buffet & premium dining,6.764576,1.814914,1.0,1
Ryota Shabu Buffet Lotus Kum Tiang (Chiang Mai),2,Buffet & premium dining,6.8348618,1.819543,1.0,1
Ryota Shabu Buffet MAYA (Chiang Mai),2,Buffet & premium dining,6.6139402,1.6715461,1.0,1
SERVE ZAAB TUM YUM YANG,2,Buffet & premium dining,1.2170899,0.73766077,1.0,1
SINSA Korean BBQ & Bar,2,Buffet & premium dining,6.649143,-5.033438,1.0,1
SPICE Thai Cuisine and Bar,2,Buffet & premium dining,2.1973338,-0.59121644,1.0,1
Sabio Spanish Tapas,2,Buffet & premium dining,1.2737865,1.6599629,1.0,1
Saffron Contemporary Thai Signature Rooftop Banyan Tree Bangkok,2,Buffet & premium dining,2.0723507,3.2441452,1.0,1
Sai Bistro Restaurant at The Sinae (Phuket),2,Buffet & premium dining,2.1263568,1.2440273,1.0,1
Sailom Restaurant (Hua Hin),2,Buffet & premium dining,5.047579,3.1669917,1.0,1
Sakuldee Thai Cuisine,2,Buffet & premium dining,2.9614384,1.8680731,1.0,1
Sala Lakorn at Anantara Riverside,2,Buffet & premium dining,4.5129437,2.9715576,1.0,1
Salada Organic Kitchen HomePro Bangna,2,Buffet & premium dining,3.3470054,-1.6404039,1.0,1
Salada Organic Kitchen HomePro Rama9,2,Buffet & premium dining,2.7974854,-1.1304005,1.0,1
Salada Organic Kitchen La Salle's Avenue,2,Buffet & premium dining,2.9298475,-1.7522445,1.0,1
Salada Organic Kitchen Tops Nak Niwat,2,Buffet & premium dining,3.445551,-1.662392,1.0,1
Salathip at Shangri-La Bangkok,2,Buffet & premium dining,1.6731297,1.475937,1.0,1
Samkaew Craft Beer,2,Buffet & premium dining,6.9019046,1.9885504,1.0,1
San Aroi Pochana,2,Buffet & premium dining,7.9278045,5.1812625,1.0,1
Sandee Homey Thai Restaurant (Pattaya),2,Buffet & premium dining,2.6572073,1.8384913,1.0,1
Saneh Mookrata,2,Buffet & premium dining,1.4723871,-0.0880068,1.0,1
Saon,2,Buffet & premium dining,2.2145863,1.2088987,1.0,1
Sapparos by Chef Zetrong,2,Buffet & premium dining,2.5859056,3.2185996,1.0,1
Saruda Finest Pastry Bangkok,2,Buffet & premium dining,4.5716486,-4.2415643,1.0,1
Savelberg Thailand,2,Buffet & premium dining,2.0751634,3.4722857,1.0,1
Savoey Café & Restaurant,2,Buffet & premium dining,5.199792,3.097485,1.0,1
Savoey Riverview Rama 3,2,Buffet & premium dining,4.257918,-1.2760524,1.0,1
Sawasdee Chaophraya Cruise,2,Buffet & premium dining,1.4628234,2.6429648,1.0,1
Sdutta Eatery & Bar,2,Buffet & premium dining,4.771042,2.2470577,1.0,1
Sea Talay (Pattaya),2,Buffet & premium dining,2.6184087,-1.7987431,1.0,1
Seasonal Tastes The Westin Grande Sukhumvit,2,Buffet & premium dining,3.058474,1.3882325,1.0,1
Sen Sai Isan Bangsaen,2,Buffet & premium dining,3.899543,-3.4018133,1.0,1
Sen Sai Isan Suvarnabhumi,2,Buffet & premium dining,6.607789,1.3067017,1.0,1
Seoul by Soul Bangna - Bearing,2,Buffet & premium dining,5.4401746,-3.8239367,1.0,1
Seoul by Soul Theparak - Saphan Mai,2,Buffet & premium dining,6.7357087,-5.4161854,1.0,1
Seoulful 서울풀,2,Buffet & premium dining,6.77194,-3.2119312,1.0,1
