restaurant name,cluster,theme,x,y,cluster_confidence,review_count
Che'rie Cafe,1,Good food and atmosphere,1.5062319,-4.5776973,1.0,1
Chim Chim,1,Good food and atmosphere,1.0081338,-5.040849,1.0,1
CoCo Chaophraya,1,Good food and atmosphere,2.8136258,-4.437686,1.0,1
Coco Lima BKK,1,Good food and atmosphere,3.199654,-3.6756246,1.0,1
Cold Spring Cafe,1,Good food and atmosphere,2.5221632,-5.600099,1.0,1
Cozy Space Homey Cafe & Dining,1,Good food and atmosphere,2.9151208,-4.347486,1.0,1
Crossroads Cafe at Singapore Marriott Tang Plaza Hotel,1,Good food and atmosphere,0.888682,-3.724187,1.0,1
D'tales Eatery,1,Good food and atmosphere,0.48176652,-4.718976,1.0,1
Dok Toh Dim Sum Bon Marché Market Park,1,Good food and atmosphere,1.2627895,-4.140477,1.0,1
Dolcetto at Conrad Singapore Orchard,1,Good food and atmosphere,3.363735,-5.752804,1.0,1
Dose Factory (Udon Thani),1,Good food and atmosphere,2.144346,-4.395776,1.0,1
Double U Cafe’&Bar,1,Good food and atmosphere,2.1830351,-4.2194076,1.0,1
Dulce Casa de Pan,1,Good food and atmosphere,4.346048,-4.3874326,1.0,1
Durianism Cafe and NiTO Japanese restaurant Ayutthaya,1,Good food and atmosphere,3.4072666,-4.0902085,1.0,1
Dusit Gourmet at Baan Dusit Thani,1,Good food and atmosphere,1.4044349,-4.532961,1.0,1
Esanlongbok,1,Good food and atmosphere,4.7458153,-3.8084054,1.0,1
Frame Cafe & Restaurant,1,Good food and atmosphere,0.87472755,-3.1518102,1.0,1
Great&Grand Sweet Destination (Pattaya),1,Good food and atmosphere,4.251583,-4.273916,1.0,1
Haps - Brunch & More,1,Good food and atmosphere,3.773393,-3.9913116,1.0,1
Hard Rock Cafe Bangkok,1,Good food and atmosphere,1.4674298,-4.508419,1.0,1
Hidden House Cafe & Bistro (Samut Sakhon),1,Good food and atmosphere,1.23741,-3.9212956,1.0,1
High River Café (Ratchaburi),1,Good food and atmosphere,1.2532398,-3.30992,1.0,1
House of Chandra Nakhon Pathom,1,Good food and atmosphere,1.8496777,-3.6350663,1.0,1
Hungry Brown Eat and Coffee Roasters,1,Good food and atmosphere,3.8741984,-4.4172993,1.0,1
IDYLL Bistro Rama 3,1,Good food and atmosphere,1.4520489,-3.5984375,1.0,1
Iron Pan Suanplern Market,1,Good food and atmosphere,4.8461123,-4.016578,1.0,1
Jenn's - PARC Bangna,1,Good food and atmosphere,3.2899308,-4.173507,1.0,1
Jim​ Sa​ Jui​ Station (Ayutthaya),1,Good food and atmosphere,2.6489305,-3.6678076,1.0,1
Jindarin Cafe (Nakhon Ratchasima),1,Good food and atmosphere,2.158294,-4.7633615,1.0,1
Journey Café - A Chatrium Collection (Khao Yai),1,Good food and atmosphere,0.87415963,-4.305456,1.0,1
Kin A Rai Dee Cafe and Restaurant,1,Good food and atmosphere,0.893886,-4.8870964,1.0,1
Klindin Cafe & Restaurant,1,Good food and atmosphere,0.754329,-4.254522,1.0,1
Kraft Cafe At Mowa Bangkok,1,Good food and atmosphere,1.120789,-2.8163657,1.0,1
Krua Ban Pa Boon 7 (Bangsaen),1,Good food and atmosphere,3.3335705,-4.9448304,1.0,1
Kyo Roll En - Cafe & Meal Avenue Ratchayothin,1,Good food and atmosphere,3.8559954,-4.178602,1.0,1
Kyo Roll En - Cafe & Meal Central Rama 9,1,Good food and atmosphere,4.2738967,-3.316376,1.0,1
LIBI HOME,1,Good food and atmosphere,1.1661502,-4.844735,1.0,1
Le Salon Café Bangkok,1,Good food and atmosphere,1.6253304,-4.8335834,1.0,1
Leela Cheva Restaurant (Pattaya),1,Good food and atmosphere,2.4193306,-3.0135827,1.0,1
Lilit Café & Eatery,1,Good food and atmosphere,1.7384793,-4.405384,1.0,1
Little Stove,1,Good food and atmosphere,3.4550517,-5.151977,1.0,1
Love Me Cafe and Bar,1,Good food and atmosphere,2.6275804,-5.2361727,1.0,1
M Café M Hotel (Pattaya),1,Good food and atmosphere,2.2071962,-5.621742,1.0,1
MAKI Brunch Izakaya,1,Good food and atmosphere,2.9916408,-3.8087916,1.0,1
MUGI,1,Good food and atmosphere,3.2059543,-5.328616,1.0,1
Mahasawat Cafe & Restaurant,1,Good food and atmosphere,6.157262,1.0636353,1.0,1
Maison de Siri Cafe & Eatery,1,Good food and atmosphere,2.3127637,-3.748171,1.0,1
Mana Garden Cafe & Restaurant,1,Good food and atmosphere,2.2278411,-3.3900726,1.0,1
Memories Cafe & Restaurant By Sara De Cafe,1,Good food and atmosphere,0.8533826,-4.645862,1.0,1
Miche Boulangerie and Coffee Bar,1,Good food and atmosphere,3.2800047,-5.381893,1.0,1
Mitt Restaurant & Space,1,Good food and atmosphere,0.92327446,-4.104674,1.0,1
More Than a Game Cafe,1,Good food and atmosphere,2.447899,-4.173534,1.0,1
Morning Moon Cafe & Restaurant,1,Good food and atmosphere,0.31670758,-3.9697828,1.0,1
N/A Cafe & Homemade Pasta (Rayong),1,Good food and atmosphere,3.1272144,-4.483276,1.0,1
Naiades Wine Cafe,1,Good food and atmosphere,3.4549854,-4.4803305,1.0,1
Niwa Cafe By Rangnok Land,1,Good food and atmosphere,1.5687985,-3.2124588,1.0,1
North Restaurant,1,Good food and atmosphere,1.9353439,-4.925387,1.0,1
One to taste Homemade Pasta,1,Good food and atmosphere,3.3766222,-3.4639056,1.0,1
Otter in The Rain (Phuket),1,Good food and atmosphere,3.7783117,-4.6816516,1.0,1
Ouleng Cafe,1,Good food and atmosphere,2.4133193,-3.1119902,1.0,1
PAUL Bakery CentralWorld,1,Good food and atmosphere,3.309894,-5.6465683,1.0,1
PAUL Bakery The Emporium,1,Good food and atmosphere,4.02019,-4.6211476,1.0,1
Panna Sourdough Craft Cafe,1,Good food and atmosphere,2.817919,-5.466297,1.0,1
Phrompoon,1,Good food and atmosphere,2.1655293,-6.0351105,1.0,1
Ra Biang Na,1,Good food and atmosphere,2.560415,-3.390405,1.0,1
Rabbit Hole at Phuket (Phuket),1,Good food and atmosphere,1.9262036,-3.5284703,1.0,1
Rendezvous Lounge & Bar The Landmark Bangkok Hotel,1,Good food and atmosphere,2.473778,-4.59696,1.0,1
Reun Rom Bar,1,Good food and atmosphere,2.0310192,-5.959053,1.0,1
Rim Klong Café Mövenpick BDMS Wellness Resort,1,Good food and atmosphere,2.8604565,-3.7751558,1.0,1
Roy Sen Pad Thai Go Wholesale Ramkhamhaeng,1,Good food and atmosphere,4.693898,-3.7734547,1.0,1
Ruen Sakhon Cafe & Restaurant,1,Good food and atmosphere,1.7269382,-3.2587335,1.0,1
Ruk Num Cafe (Nakhon Pathom),1,Good food and atmosphere,3.5958827,-4.651383,1.0,1
S'More Beach Restaurant and Bar (Pattaya),1,Good food and atmosphere,1.1762396,-4.7485633,1.0,1
"SKOSH Cafe | Coffee, Matcha, Onigiri and Sandos",1,Good food and atmosphere,2.2508276,-5.2240915,1.0,1
Samsuan Dessert & Dining,1,Good food and atmosphere,3.7183344,-5.0570207,1.0,1
Sanitwong Bites & Brews,1,Good food and atmosphere,3.1756444,-3.8774636,1.0,1
Sarnies Cantina,1,Good food and atmosphere,0.5197361,-4.692474,1.0,1
Sarnies One Bangkok,1,Good food and atmosphere,1.3704696,-5.295349,1.0,1
Shaloba Eatery,1,Good food and atmosphere,1.8075858,-5.86862,1.0,1
Snobbish Restaurant & Bar,1,Good food and atmosphere,1.0677443,-2.8864253,1.0,1
So STORY @Kingkaew Coffee Bar & Cafe,1,Good food and atmosphere,2.969087,-5.0357656,1.0,1
South Side Keppel | All Day Cafe & Dining,1,Good food and atmosphere,3.2655573,-4.6884255,1.0,1
Sri Thai Restaurant Chaengwattana Laksi,1,Good food and atmosphere,1.3872268,-2.8912675,1.0,1
Summer Rain Cafe & Casual Dining,1,Good food and atmosphere,2.1062634,-4.826695,1.0,1
Sunny Beach House (Pattaya),1,Good food and atmosphere,1.589388,-3.3899271,1.0,1
THINK Cafe @ The BLOC,1,Good food and atmosphere,3.712451,-5.1458673,1.0,1
Take a Breath - café & eatery,1,Good food and atmosphere,1.7862295,-4.8310738,1.0,1
Taliew Big C Kanlapaphruek,1,Good food and atmosphere,4.8151093,-3.5991318,1.0,1
Taliew Lotus's : Bang Kruai - Sai Noi,1,Good food and atmosphere,4.8220143,-3.9819105,1.0,1
Tawan Cafe • Bistro,1,Good food and atmosphere,2.5881264,-5.405088,1.0,1
Tea Factory and More (Pattaya),1,Good food and atmosphere,1.314659,4.3741245,1.0,1
Than Rice Bowl & Coffee Eakkamai 12,1,Good food and atmosphere,2.537272,-5.554863,1.0,1
Thanankarn Cafe (Pattaya),1,Good food and atmosphere,0.96472096,-3.8565066,1.0,1
The Bakery at The Athenee Hotel,1,Good food and atmosphere,1.7712076,4.33175,1.0,1
The Blooming Gallery,1,Good food and atmosphere,2.1494627,-4.721199,1.0,1
The Coffee Academics Gaysorn Village,1,Good food and atmosphere,3.1535578,-5.9193645,1.0,1
The Coffee Club Ashlee Hub Hotel Patong (Phuket),1,Good food and atmosphere,2.460846,-6.1871705,1.0,1
The Coffee Club Avani Sukhumvit,1,Good food and atmosphere,1.86675,-5.804547,1.0,1
The Coffee Club Boat Avenue (Phuket),1,Good food and atmosphere,2.8637724,-4.882103,1.0,1
The Coffee Club Boat Lagoon (Phuket),1,Good food and atmosphere,1.478379,-5.097008,1.0,1
The Coffee Club Central (Pattaya),1,Good food and atmosphere,2.76566,-6.2582684,1.0,1
The Coffee Club Chatrium Sathorn Narathiwas 24,1,Good food and atmosphere,2.789384,-5.212049,1.0,1
The Coffee Club Day Inn (Phuket),1,Good food and atmosphere,1.9445686,-3.4920716,1.0,1
The Coffee Club Holiday Inn Express Sathorn,1,Good food and atmosphere,0.6496861,-3.9988246,1.0,1
The Coffee Club Maitria Hotel,1,Good food and atmosphere,2.8969553,-5.4488297,1.0,1
The Coffee Club Mode Sathorn BTS Surasak,1,Good food and atmosphere,2.2027388,-4.77134,1.0,1
The Coffee Club River City,1,Good food and atmosphere,1.8398029,-5.873072,1.0,1
The Coffee Club Riverside Plaza,1,Good food and atmosphere,2.844456,-5.4042563,1.0,1
The Coffee Club Royal Garden Plaza (Pattaya),1,Good food and atmosphere,2.982766,-5.6217318,1.0,1
The Coffee Club Singha Complex,1,Good food and atmosphere,2.5772147,-3.5383973,1.0,1
The Coffee Club Staybridge Thonglor,1,Good food and atmosphere,1.1654834,-5.263985,1.0,1
The Coffee Club TCC OZO Kata (Phuket),1,Good food and atmosphere,2.3403156,-6.123148,1.0,1
The Coffee Club Tha Maharaj,1,Good food and atmosphere,2.8582482,-5.3796616,1.0,1
The Coffee Club The Coast (Phuket),1,Good food and atmosphere,2.4949613,-5.6945057,1.0,1
The Coffee Club Turtle Village (Phuket),1,Good food and atmosphere,3.497334,-5.576034,1.0,1
The Coffee Club Wireless Road,1,Good food and atmosphere,2.070081,-5.0052695,1.0,1
The Deck Bangkok,1,Good food and atmosphere,0.9309704,-2.166126,1.0,1
The Garden Eatery,1,Good food and atmosphere,3.252602,-5.566324,1.0,1
The Hub Cafe and Eatery,1,Good food and atmosphere,2.2960477,-3.583473,1.0,1
The Letter Press Cafe & Restaurant at The Printing House Poshtel Bangkok,1,Good food and atmosphere,1.2662001,-4.0578523,1.0,1
The Park Restaurant & Cafe Si Racha (Chonburi),1,Good food and atmosphere,2.3034809,-3.7203171,1.0,1
The Urban Deck Cafe I Bistro I Bar,1,Good food and atmosphere,1.2192541,-1.9638405,1.0,1
Theatre Riverside,1,Good food and atmosphere,1.6781701,-4.516437,1.0,1
Toast Brunch & Brew (Pattaya),1,Good food and atmosphere,1.730543,-4.567098,1.0,1
Tony's Sukhumvit 11,1,Good food and atmosphere,-1.1953865,4.2807,1.0,1
Toplofty Cafe (Khao Yai),1,Good food and atmosphere,1.7088588,-3.9078178,1.0,1
Untill Today Coffee,1,Good food and atmosphere,2.15937,-6.003118,1.0,1
Vegas Cafe & Gallery,1,Good food and atmosphere,2.4979515,-4.783066,1.0,1
Wake Me Up Café & Bistro,1,Good food and atmosphere,3.1223326,-4.9443665,1.0,1
Witch Luck Cafe & Restaurants,1,Good food and atmosphere,2.572513,-4.848855,1.0,1
Yenney,1,Good food and atmosphere,3.6785612,-4.6864333,1.0,1
Yeon,1,Good food and atmosphere,0.62616986,-4.373844,1.0,1
Yin D House (Chonburi),1,Good food and atmosphere,3.642392,-4.9030647,1.0,1
&T modern Thai grill,2,Buffet & premium dining,4.031529,0.9388722,1.0,1
100 Degrees Hotpot Central Chaengwattana,2,Buffet & premium dining,4.348551,-1.6112669,1.0,1
100 Degrees Hotpot Cosmo Bazaar,2,Buffet & premium dining,2.374363,0.0052370005,1.0,1
13 Coins Ngamwongwan,2,Buffet & premium dining,4.202052,-1.9402695,1.0,1
13 Coins Sukhumvit 49,2,Buffet & premium dining,2.5785835,-0.6901596,1.0,1
130Sportcomplex,2,Buffet & premium dining,3.46505,-0.23761487,1.0,1
1823 Tea Lounge by Ronnefeldt,2,Buffet & premium dining,1.6068306,4.807218,1.0,1
1947 Kitchen at Hyatt Place Bangkok Sukhumvit 1,2,Buffet & premium dining,0.9215572,1.123556,1.0,1
27 Bites Brasserie at Radisson Blu Plaza Bangkok,2,Buffet & premium dining,4.7024684,2.0265784,1.0,1
28Ventotto,2,Buffet & premium dining,3.611037,3.1782088,1.0,1
4K Café Cross Vibe Bangkok Sukhumvit Hotel,2,Buffet & premium dining,3.131003,2.2662883,1.0,1
501 Home Cook,2,Buffet & premium dining,4.2630444,3.255397,1.0,1
61 Bistro,2,Buffet & premium dining,1.8181642,-0.76637435,1.0,1
A JUM MA Specialty Kimbap,2,Buffet & premium dining,6.1803107,-4.852736,1.0,1
A.P.P Bangkok,2,Buffet & premium dining,4.0922832,-0.023585388,1.0,1
AB Indian Cuisine Asoke,2,Buffet & premium dining,1.3019114,0.86943096,1.0,1
ALATi at Siam Kempinski Hotel Bangkok,2,Buffet & premium dining,5.149149,2.0072937,1.0,1
ALRAY Fish & Chips,2,Buffet & premium dining,6.056452,2.627886,1.0,1
ARUN THAI CUISINE BY SEE FAH,2,Buffet & premium dining,2.2163095,2.5002084,1.0,1
AdHoc Bkk,2,Buffet & premium dining,3.0860705,2.8802667,1.0,1
Aey Seafood,2,Buffet & premium dining,5.255452,3.2710228,1.0,1
Aha's Shabu & Grill,2,Buffet & premium dining,5.163925,1.4632593,1.0,1
Akase Shabu,2,Buffet & premium dining,4.7981744,0.71389407,1.0,1
Akira Back at JW Marriott Hotel Singapore South Beach,2,Buffet & premium dining,1.3000968,1.3903801,1.0,1
Aladeen Restaurant,2,Buffet & premium dining,3.505887,1.2571058,1.0,1
Alangka Cruise,2,Buffet & premium dining,2.6849668,-0.4653308,1.0,1
Alberto’s Pizzeria & Trattoria Novotel Bangkok Future Park Rangsit,2,Buffet & premium dining,-0.32109368,5.0529704,1.0,1
Alice’s Dining Hall,2,Buffet & premium dining,2.052743,-0.51803774,1.0,1
Allora Ristorante and Bar,2,Buffet & premium dining,0.9272974,4.298513,1.0,1
Amaya Food Gallery Amari Bangkok,2,Buffet & premium dining,3.1283948,0.9174834,1.0,1
Amorretto Cafe & Bistro,2,Buffet & premium dining,-0.30388504,3.7347975,1.0,1
Amò,2,Buffet & premium dining,-0.017682312,4.8488293,1.0,1
An La Ghien,2,Buffet & premium dining,3.2001328,-0.44676888,1.0,1
Anacot Revtaurant Si Phraya,2,Buffet & premium dining,5.782733,0.8876867,1.0,1
Ancient Tea House Asiatique the Riverfront,2,Buffet & premium dining,6.985913,4.538236,1.0,1
Aneki × Paper Meal,2,Buffet & premium dining,4.994205,0.6886222,1.0,1
Ang Sila Bangna Seafood,2,Buffet & premium dining,5.0942283,3.254583,1.0,1
Angel Shabu Mala Bearing 17,2,Buffet & premium dining,7.6676035,1.8650321,1.0,1
Annyeong Grill 안녕 그릴  Ozone One – Songprapha,2,Buffet & premium dining,5.3277745,0.37589294,1.0,1
Annyeong Grill 안녕 그릴 Railway Station (Chiangmai),2,Buffet & premium dining,6.2211485,1.0352947,1.0,1
Annyeong Grill 안녕 그릴 San Phi Suea (Chiangmai),2,Buffet & premium dining,7.0334134,-5.137064,1.0,1
Anya Authentic Thai Cuisine,2,Buffet & premium dining,2.34297,4.259874,1.0,1
Anya's Place,2,Buffet & premium dining,6.2169867,1.533411,1.0,1
Ao Talay Theprak Saphan Mai,2,Buffet & premium dining,4.542211,1.6527889,1.0,1
April64,2,Buffet & premium dining,2.9600558,0.72240853,1.0,1
Ar Tee Mala Shabu Ping Yang,2,Buffet & premium dining,2.096786,-1.2297003,1.0,1
Areeya Mookrata Chula-Banthat Thong,2,Buffet & premium dining,5.6481714,0.53769976,1.0,1
Areeya Mookrata New Petchaburi,2,Buffet & premium dining,3.5606403,0.28748912,1.0,1
Areeya Mookrata Pradiphat,2,Buffet & premium dining,1.0250335,-2.4004354,1.0,1
Arno's Naradhiwas Rajanagarindra Soi 20,2,Buffet & premium dining,3.0008636,2.8461382,1.0,1
Arno's Silom Serene Hotel,2,Buffet & premium dining,2.9204223,-0.74474907,1.0,1
Arno's The Circle Ratchapruek,2,Buffet & premium dining,1.1942843,3.5237787,1.0,1
Astro Ekkamai,2,Buffet & premium dining,6.958659,1.4300358,1.0,1
At-Ta-Rote,2,Buffet & premium dining,3.219513,-1.4265604,1.0,1
Atelier Restaurant at Hilton Bangkok Grande Asoke,2,Buffet & premium dining,0.11652233,-3.0445278,1.0,1
Attico Cucina Italiana Radisson Blu Plaza Bangkok,2,Buffet & premium dining,0.050440248,5.38004,1.0,1
Audrey Cafe Central Ladprao,2,Buffet & premium dining,6.1439166,1.9919424,1.0,1
Audrey Restaurant - A Chatrium Collection (Khao Yai),2,Buffet & premium dining,2.4178202,3.9183166,1.0,1
Aunidin,2,Buffet & premium dining,-0.83428556,3.0220153,1.0,1
B.Burnt Bistro Central Si Racha (Chon Buri),2,Buffet & premium dining,-0.13852826,4.9933476,1.0,1
BNP Cuisine,2,Buffet & premium dining,4.364152,2.5771036,1.0,1
Baan Borneo Club by 137 Pillars,2,Buffet & premium dining,2.4970367,0.9170893,1.0,1
Baan Daeng by Methavalai Sorndaeng,2,Buffet & premium dining,4.101457,-1.6541344,1.0,1
Baan Dalaa by Angkana,2,Buffet & premium dining,2.463423,2.0978844,1.0,1
Baan Glom Gig,2,Buffet & premium dining,4.8114424,0.029018082,1.0,1
Baan Itsara (Huahin),2,Buffet & premium dining,3.675992,-2.065487,1.0,1
Baan Khanitha Thai Cuisine Sukhumvit 23,2,Buffet & premium dining,2.4631608,1.3450414,1.0,1
Baan Khanitha and Gallery Sathorn,2,Buffet & premium dining,3.5454593,2.1240354,1.0,1
Baan Moo Hun,2,Buffet & premium dining,3.4197888,1.1597787,1.0,1
Baan Nhuer Nham,2,Buffet & premium dining,2.368403,-1.8604802,1.0,1
Baan Nuea Yaang,2,Buffet & premium dining,2.0344903,-2.2706351,1.0,1
Baan Suriyasai @ Surawongse,2,Buffet & premium dining,2.8315613,3.155703,1.0,1
Baantye,2,Buffet & premium dining,3.7063267,0.46891326,1.0,1
Baba Hot Box at Sri Panwa (Phuket),2,Buffet & premium dining,1.8764839,0.40414524,1.0,1
Baba Poolclub at Sri Panwa (Phuket),2,Buffet & premium dining,0.17752066,0.3873042,1.0,1
Baba Soul Food Baba Beach Club (Hua Hin),2,Buffet & premium dining,1.3410331,-0.51769364,1.0,1
Babette's The Steakhouse Bangkok,2,Buffet & premium dining,0.54601085,1.7016082,1.0,1
Badasga Beach Club (Chonburi),2,Buffet & premium dining,4.997289,2.1113372,1.0,1
Bajika Restaurant and Music,2,Buffet & premium dining,-1.039958,-3.442898,1.0,1
Ballad Riverside Rooftop Bar & Restaurant,2,Buffet & premium dining,0.81407356,-1.4521956,1.0,1
Bangkok Chim Chum,2,Buffet & premium dining,1.4111079,0.5471908,1.0,1
Bangkok Sky Buffet (76/78th floor) at Baiyoke Sky Hotel,2,Buffet & premium dining,4.853642,3.6996033,1.0,1
Bangrak Grill at Grande Centre Point Surawong,2,Buffet & premium dining,0.70905536,2.3441703,1.0,1
Banh Bistro @Ramada Plaza Sukhumvit 48,2,Buffet & premium dining,2.6516402,-0.033119816,1.0,1
Bann Rommai Mookata,2,Buffet & premium dining,7.8502135,4.51795,1.0,1
Banthat Thong Roast Duck,2,Buffet & premium dining,5.7275863,4.6561003,1.0,1
Basil at Sheraton Grande Sukhumvit A Luxury Collection Hotel,2,Buffet & premium dining,6.073625,-3.3310854,1.0,1
Beach Kitchen by Avalon Beach Resort Pattaya (Pattaya),2,Buffet & premium dining,4.6891885,-0.7857376,1.0,1
Beach Road Kitchen at JW Marriott Singapore South Beach,2,Buffet & premium dining,1.2912366,1.5164961,1.0,1
Beauty in The Pot,2,Buffet & premium dining,7.5324407,5.2077913,1.0,1
Beef Express Muangthong Nonthaburi,2,Buffet & premium dining,0.5419617,2.8779957,1.0,1
Beef Express Yothinpattana 3,2,Buffet & premium dining,5.8867846,3.0437863,1.0,1
Beer Collection,2,Buffet & premium dining,2.3340967,-2.3713737,1.0,1
Bella Sera at Sofitel Bangkok Sukhumvit Hotel,2,Buffet & premium dining,-0.88902175,4.991317,1.0,1
Benares Modern Indian Cuisine Bangkok,2,Buffet & premium dining,-0.59018356,2.7220564,1.0,1
Benjarong Bangkok at Baan Dusit Thani,2,Buffet & premium dining,3.0147579,0.45049107,1.0,1
Big Fish Siam At Siam (Pattaya),2,Buffet & premium dining,5.4053655,2.3723648,1.0,1
Bigbeef Premium Halal Buffet,2,Buffet & premium dining,5.6161537,0.98469096,1.0,1
Bistro M - Marriott Sukhumvit 101,2,Buffet & premium dining,3.4209116,-2.9517066,1.0,1
Bistro M - Marriott Sukhumvit 50,2,Buffet & premium dining,3.1150422,-2.6326544,1.0,1
"Bistro M at Marriott Executive Apartments Sukhumvit Park, Bangkok",2,Buffet & premium dining,3.1008549,-2.9267316,1.0,1
Black Cherry,2,Buffet & premium dining,1.3690351,1.8012235,1.0,1
Blackyard Roast & Brew,2,Buffet & premium dining,5.356657,-3.16929,1.0,1
Blue Elephant Sathorn,2,Buffet & premium dining,1.54027,2.3332202,1.0,1
Blue Elephant Sukhumvit,2,Buffet & premium dining,1.7109041,0.9029592,1.0,1
BlueSpice Grande Centre Point Sukhumvit 55,2,Buffet & premium dining,4.1939073,0.43839484,1.0,1
Blueraybar Rooftop,2,Buffet & premium dining,5.642166,0.53742164,1.0,1
Boat Seafood (Phuket),2,Buffet & premium dining,4.4948964,3.0810528,1.0,1
Bodhi Terrace at Anantara Chiang Mai Resort,2,Buffet & premium dining,1.5592586,1.9476942,1.0,1
Bombay 2 Beirut,2,Buffet & premium dining,1.8330859,2.8584683,1.0,1
Boon Tong Kee Central Eastville,2,Buffet & premium dining,4.559458,-0.6021069,1.0,1
Boon Tong Kee Central Pinklao,2,Buffet & premium dining,4.168177,-1.8454381,1.0,1
Boon Tong Kee Central Rama 2,2,Buffet & premium dining,3.5114725,-1.5725994,1.0,1
Boon Tong Kee Central Rayong (Rayong),2,Buffet & premium dining,4.4565606,-1.0410781,1.0,1
Boon Tong Kee Central Westgate,2,Buffet & premium dining,8.317269,4.8793483,1.0,1
Boon Tong Kee Future Park Rangsit,2,Buffet & premium dining,8.076811,3.821853,1.0,1
Boon Tong Kee PTT Borommaratchachonnani 97,2,Buffet & premium dining,8.154345,5.0128965,1.0,1
Boon Tong Kee PTT Vibhavadi 62,2,Buffet & premium dining,8.139803,4.6248794,1.0,1
Boon Tong Kee Robinson Ratchaphruek,2,Buffet & premium dining,3.9141378,-1.5887126,1.0,1
Boon Tong Kee Seacon Square,2,Buffet & premium dining,4.2253547,-1.6240649,1.0,1
Boon Tong Kee Sukhumvit 49,2,Buffet & premium dining,4.1505766,-0.93039054,1.0,1
Boon Tong Kee Terminal 21 Rama 3,2,Buffet & premium dining,3.9506912,0.27089986,1.0,1
Boon Tong Kee The Crystal Park,2,Buffet & premium dining,7.2911663,3.4964187,1.0,1
Boon Tong Kee The Mall Bangkapi,2,Buffet & premium dining,3.8321593,5.2907825,1.0,1
Boon Tong Kee The Mall Lifestore Bangkae,2,Buffet & premium dining,6.1312876,4.989457,1.0,1
Boon Tong Kee The Up Rama 3,2,Buffet & premium dining,3.5630054,-2.425101,1.0,1
Booster's Bar,2,Buffet & premium dining,4.2714095,-0.12735245,1.0,1
Bottega del Gusto,2,Buffet & premium dining,4.417421,-3.058829,1.0,1
Bounce Burger,2,Buffet & premium dining,2.6310916,-2.5865135,1.0,1
Bright Side Brunch Bar,2,Buffet & premium dining,0.95115745,1.4214028,1.0,1
Brio at Anantara Riverside Bangkok Resort,2,Buffet & premium dining,0.2224965,5.2190704,1.0,1
Bro Smoke,2,Buffet & premium dining,7.051843,1.4417268,1.0,1
Broccoli Revolution Sukhumvit 49,2,Buffet & premium dining,2.5298471,-0.83270776,1.0,1
Bu Lan Dun Mek,2,Buffet & premium dining,1.6236906,-0.37095234,1.0,1
Buenos Mexican Restaurant (Pattaya),2,Buffet & premium dining,2.7887902,3.7656486,1.0,1
Bull Market Noodle Bar,2,Buffet & premium dining,-1.1653142,3.285149,1.0,1
Buonissimo Italian Restaurant & Pizzeria,2,Buffet & premium dining,-0.61038655,5.258992,1.0,1
Butcher Factory by Bangkok Butcher,2,Buffet & premium dining,1.4103502,3.192084,1.0,1
Butter Steak Bistro,2,Buffet & premium dining,0.522274,3.292444,1.0,1
"CALI, Novotel Singapore on Kitchener",2,Buffet & premium dining,5.1222305,-0.5932528,1.0,1
CHOB Craft Beef & Beer,2,Buffet & premium dining,1.0124936,2.290356,1.0,1
CIBO Bangkok,2,Buffet & premium dining,1.6026623,-0.33548203,1.0,1
CLAWS & CO - Anantara Mai Khao Phuket Villas (Phuket),2,Buffet & premium dining,5.0461016,3.625641,1.0,1
COAL Bake&Grill,2,Buffet & premium dining,1.0998691,1.2725148,1.0,1
CROW Craft & Cuisine,2,Buffet & premium dining,2.1325173,-1.6537397,1.0,1
CUTTS Sathorn Omakase,2,Buffet & premium dining,9.710142,1.6052504,1.0,1
Caesa Delicious Bang Bon 3,2,Buffet & premium dining,0.61784786,3.7271736,1.0,1
Cafe Chilli One Bangkok,2,Buffet & premium dining,2.2112656,-2.1150734,1.0,1
Cafe Chilli QSNCC,2,Buffet & premium dining,3.3974843,1.9316645,1.0,1
Cairo Bangkok,2,Buffet & premium dining,3.959235,-0.88223106,1.0,1
Camin Cuisine & Cafe Central Rama 9,2,Buffet & premium dining,2.6641824,1.9645383,1.0,1
Camin Cuisine & Cafe Seacon Square Srinagarindra,2,Buffet & premium dining,4.404727,-0.57719886,1.0,1
Canale House,2,Buffet & premium dining,7.29872,1.9423654,1.0,1
Caper by Dan Bark,2,Buffet & premium dining,5.645159,0.9837578,1.0,1
Carmina Restaurant & Bar Sukhumvit Soi 20,2,Buffet & premium dining,1.2262332,-0.48953116,1.0,1
Casa Pasta,2,Buffet & premium dining,-1.091389,3.8484805,1.0,1
Caviar Café by Nai Lert,2,Buffet & premium dining,2.247301,2.6153553,1.0,1
Celadon The Sukhothai Bangkok,2,Buffet & premium dining,1.5724825,1.889521,1.0,1
Cha La Restaurant and Bar (Khao Yai),2,Buffet & premium dining,0.75006604,-1.7356027,1.0,1
Chaai-Samai 2498 Bangkok,2,Buffet & premium dining,2.2318258,-2.131286,1.0,1
Chao Nua Thong,2,Buffet & premium dining,0.4691199,2.73367,1.0,1
Chao Xiang Restaurant,2,Buffet & premium dining,4.260984,-1.8748845,1.0,1
Chaophraya Cruise,2,Buffet & premium dining,4.1568356,2.4478006,1.0,1
Charlie's by Tongpeng,2,Buffet & premium dining,8.022762,4.81382,1.0,1
Charm Cuisine at Oakwood Suites Tiwanon,2,Buffet & premium dining,4.6696644,2.407421,1.0,1
