name
The Letter Press Cafe & Restaurant at The Printing House Poshtel Bangkok
Kai Yang Samanong Phattanakan 53
So Say Ma Camp
PESTO - Pasta and Espresso Osteria
Kindee Bistro (Phuket)
Yakiniku Shoutaian 2nd Rich
Kin Nuer by Caveman.th
Window on Karon Cafe (Phuket)
Aoi Sushi Bar Karon (Phuket)
Capri Restaurant & Bar (Phuket)
Rice Restaurant (Phuket)
The Coral Lounge Phuket
The Coral Premium Lounge Suvarnabhumi (Domestic)
The Coral Lounge Don Mueang
Ocean bistro at Cross Pattaya Oceanphere (Pattaya)
CAT Sushi Yo (Hatyai)
Banh Bistro @Ramada Plaza Sukhumvit 48
Zeppelin Restaurant Amari Don Muang Airport Hotel 
WineMaso
The Coffee Club Riverside Plaza
Boon Tong Kee Future Park Rangsit
Baba Soul Food Baba Beach Club (Hua Hin) 
Barracuda Rooftop Bar Akara Hotel Bangkok
You&I Premium Suki Buffet Siam Center
AIRE Bar at Hyatt Place Bangkok Sukhumvit 24
Rak to Eat (Phuket)
Bangkok'78 at Sindhorn Midtown Hotel Bangkok
Crystal Grill 82nd floor at Baiyoke Sky Hotel
Bake The Story (Phuket)
The Oasis at Hotel Nikko Bangkok
Cocobee Chimaek Lasalle
Chef Sri Kitchen (Phetchabun)
Bayan Seaside Terrace at Baan Bayan Beachfront Hotel (Hua Hin)
Bangkok Sky Buffet (76/78th floor) at Baiyoke Sky Hotel 
Koko Japanese Omakase 
Akako Omakase 
Hishou Hotel Nikko Bangkok
Kiew Kai Ka Nak Niwat (Cafe Zone)
Sala Lakorn at Anantara Riverside
Beef Express Muangthong Nonthaburi
Kiew Kai Ka Nak Niwat (Bangkok)
Jinjjayo 진짜요
The Beach Phuket
Vinifera Wine Bar & Restaurant
Ginprik
Chow Barn Restaurant The Peri Hotel (Khao Yai)
Chef Thanom Seacon Square Srinagarindra
Arno's Silom Serene Hotel
Okinawa Restaurant Kinjo
Panda King Samphran
Muang Mandala Pool Villa Staycation (Pattaya)
Sky Vibe Rooftop Bar at Cross Vibe Pattaya Seaphere (Pattaya)
High Tea by Pickaboo
Itz Time Pool Villa Staycation (Hua Hin)
Five Crossing Eatery & Winery
Boon Tong Kee Central Westgate
Suaninsee 2 Table By The Nest
Boon Tong Kee Muang Thong Thani (PTT Active Park)
Wine I Love You Asiatique The Riverfront
Kai Yang Boran 
Katsuya Siam Square One
Katsuya Future Park Rangsit
Katsuya Central Rama 2
Katsuya Union Mall
Katsuya Gateway Ekamai
Katsuya Fashion Island
Moreganic Restaurant Away Thapae Resort (Chiang Mai)
Katsuya Mega Bangna
Katsuya Fortune Town
Katsuya Imperial World Samrong
Katsuya Cosmo Bazaar 
BNP Cuisine
Kappou Nihon Ratchapruek
Cafe Rim Klong (Trang)
Chopkeeper Butcher & Tap Pattanakarn
Chopkeeper Butcher & Tap Bangna
Atelier Restaurant at Hilton Bangkok Grande Asoke
The Hub Cafe and Eatery
Place Bangkok 
My Castle Beach 
Seaphere Pattaya Hotel (Pattaya) 
Oceanphere Pattaya Villa (Pattaya)
Cheat Day by Modish The PARQ Rama 4
Era-Izaan Ratchaphruek
Thai Me Up Restaurant & Bar Eleven Hotel Sukhumvit 11
Brio at Anantara Riverside Bangkok Resort
Bite Restaurant & Gallery (Phuket)
Octospider (Ratchaburi)
Rimbungsounprig Bar&Restaurants (Ayutthaya)
Divalux Resort and Spa Staycation
Dicey Reilly's at Avani Resort (Pattaya)
Benihana at Avani Resort (Pattaya)
Mama Dolores
The Raweekanlaya Dining by The Raweekanlaya Bangkok Wellness Cuisine Resort
The Coral Finest Business Class Suvarnabhumi (International)
Guilty Anantara Siam Bangkok
Karayama Terminal 21 Rama 3
'@RICE Restaurant by At Rice Resort (Nakhon Nayok)
Huolong Chinese Mala HotPot & Grill
You&I Premium Suki Buffet Terminal 21 Rama 3
Man Chan Korean BBQ Buffet Seacon Square Srinagarindra
D Varee Jomtien Beach Staycation (Pattaya) 
Vista Restaurant at Cassia (Phuket)
Hi-De Yakiniku
Hotel De l’amour Staycation (Buriram)
130Sportcomplex
Habitat Hotel Staycation (Hua Hin)
Pink Giraffe Rooftop Bar by Topgolf Megacity
SINSA Korean BBQ & Bar
Nevergiveup (Pattaya)
4K Cafe by Cross Vibe Decem (Chiang Mai)
Tensai Buffet at The Paseo Kanchanaphisek
SoiSeoul RuamChok (Chiang Mai)
Nai Kaew Kor Moo Yang Cafe​ & Bistro 
Knock Knock Cafe & Bar
S. Signature at S. Sriracha Hotel & Residence (Chonburi)
Hannari Cafe de Kyoto Thonglor 
Chatrium Golf Resort Soi Dao Staycation (Chanthaburi)
Dekopon the Japanese's Table
Chunloy Cuisine & Bar
The Lancaster Bar at Lancaster Bangkok
MV Caravan Away by a Day Staycation (Hua Hin)
Charm Cuisine at Oakwood Suites Tiwanon
Ross Kitchen at Akara Bangkok
amBar Rooftop at Four Points by Sheraton Bangkok Sukhumvit 15
Clover Sky Bar & Restaurant at Hotel Clover Asok
You&I Premium Suki Buffet The Mall Ngamwongwan
Alpina Wine & Bistro
Kensington English Garden Resort Staycation (Khao Yai)
Zodiac Bar at Oakwood Suites Tiwanon
Perfecto at Loft Bangkok Hotel
Boon Tong Kee Terminal 21 Rama 3
S Café at S31 Sukhumvit Hotel
Nava Restaurant at The Salil Hotel Riverside - Bangkok
China Table Radisson Blu Plaza Bangkok
Butter Steak Bistro
Abandoned Mansion
Zeascape at Zenmaya Oceanfront (Phuket)
Arno's The Circle Ratchapruek
Vana Nava Sky Bar Rooftop at Holiday Inn (Hua Hin)
Plamong at Holiday Inn (Hua Hin)
Diwan Restaurant at Al Meroz Hotel Bangkok
BetweenUs
Deja Brew Lifestyle Cafe at Centara Life Hotel Bangkok Phra Nakhon
Throwback Rooftop Bangkok at Silom Edge
Takumi at Jubilee Prestige Hotel Ratchadapisek
Tenyuu Grand Omakase
Loong Foong at Jubilee Prestige Hotel Ratchadapisek
Hotel Clover Asok Staycation
JA’S Home Cooking
Omakase Ten
Savio at Chatrium Grand Bangkok
The Vue Bar Rooftop at Mercure Bangkok Sukhumvit 24 
The Market Restaurant at Mercure Bangkok Sukhumvit 24 
KongJu Grill & Shabu Big C Rama 2
KongJu Grill & Shabu Lotus's Rangsit Klong 4
Lhong Khao 廊 饭 (Phuket)
Ramayana Water Park (Chonburi)
Axis & Spin Sky Lounge & Bar Rooftop at The Continent Boutique Hotel
ChanNgarm Mountain View Resort Staycation (Nakhon Ratchasima)
Chatuchak Cafe Centara Grand at Central Plaza Ladprao
N/A Cafe & Homemade Pasta (Rayong)
Sindosegi Siam Square
Nhomjeen Cafe
You&I Premium Suki Buffet Central Phuket (Phuket)
Sichon Tesoro Staycation (Nakhon Si Thammarat)
Hanbab Korean Restaurant
CiTi BiSTRo Pathumwan Princess Hotel
Hagi Centara Grand at Central Plaza Ladprao Bangkok
Another Round
The Salil Hotel Riverside - Bangkok Staycation
Rim Klong Café Mövenpick BDMS Wellness Resort
Nourish Mövenpick BDMS Wellness Resort
The Local Restaurant Don Mueang - Rangsit
Avalon Cafe & Restaurant (Phitsanulok)
Thumbs Up Karaoke & Restaurant
Ratchapruek Seafood Buffet
One to taste Homemade Pasta
Hainanese Chicken Rice C.P Tower Silom
M Wine Lounge Mercure Bangkok Makkasan
The Station at Mercure Bangkok Makkasan
Arno's Naradhiwas Rajanagarindra Soi 20
Orbit Restaurant Grande Centre Point Space (Pattaya)
Shiguma Japanese Restaurant Bangna
Bittersweet Mövenpick BDMS Wellness Resort
Malao Malao at The Chiang Mai Riverside Hotel (Chiang Mai)
Omoide Yakiniku
 Estrela Rooftop Bar & Restaurant (Phuket)
Kisake Omakase (Songkhla)
Chalermthai Nonthaburi
River Kwai Village Hotel Staycation (Kanchanaburi)
Joushitsu Sushi
Booster's Bar
Area Five Café and Eatery
Tony's Sukhumvit 11
Earw Thai Suki Boran Kaset
Earw Thai Suki Boran Terminal 21 (Nakhon Ratchasima)
View & Grill Rooftop Bar-B-Q
Mezzanine Cafe S15 Sukhumvit Hotel
Splash Jungle Water Park (Phuket)
Tandoori Junction
High River Café (Ratchaburi)
The Coral Lounge Don Mueang - International Departure Lounge
Neta Grill Thonburi Market Place
Neta Grill Market Village Suvarnabhumi
Maikaew Damnoen Resort Staycation (Ratchaburi)
Kunlin Restaurant (Ranong)
Katsuya CentralWorld
Katsuya Central Westgate
Vela Bhirom at Villa Deva Resort and Hotel
Mayraya Wine Bar at Villa Deva Resort and Hotel
Villa Deva Resort & Hotel Bangkok Staycation
8855 Restaurant & Bar
Boon Tong Kee Central Rayong (Rayong)
W Omakase Pradit Manutham
ShouSushi
Francky Cafe & Restaurant
Hummus Boutique
Topgolf Megacity
Baba Hot Box at Sri Panwa (Phuket)
Baba Chino at Sri Panwa (Phuket)
Jess Century Park Hotel Bangkok
Bikuta Sushi & Teppan Rama 2
Bikuta Sushi & Teppan (Chonburi)
Haute House The Idle Hotel & Residence
Mellow Thonglor
By The Pool Restaurant & Pool Bar
North Restaurant
Suan Bua Centara Grand Ladprao 
Tap It Crowne Plaza Bangkok Lumpini Park
Shui Xin Chinese Restaurant Novotel Bangkok Bangna
Siam Yacht Club Royal Orchid Sheraton Riverside
Bangkok Heightz The Continent Hotel Bangkok
The Taste Ibis Phuket Kata (Phuket)
Sports Bar by Topgolf Megacity
GoGo Izakaya
Jumbo Lobster Riverside Bangkok
Fu Marn Lau Restaurant The Twin Towers Hotel
Casa De' Tea Cafe and Restaurant (Suphan Buri)
Away Bangkok Riverside Kene Staycation
"MoMo Café at Sathorn Vista, Bangkok - Marriott Executive Apartments"
Tu Bar Rooftop at Sri Panwa (Phuket)
Chef Station Omakase
Public All Day Dining Grand Mercure Bangkok Atrium
China Rose at Maruay Garden Hotel
Maruay Garden Staycation
Yum&Tum K-Village
Kanpai Omakase
Meng Pu Dong Phran Nok Phutthamonthon Sai 4 Road
Siam77 Vintage Home & Restaurant
GaGa Udon House Thong Lor
Senses Amatara Welleisureᵀᴹ Resort (Phuket)
Siri Amatara Welleisure Resort (Phuket)
Scene Amatara Welleisureᵀᴹ Resort (Phuket)
Vantage Point QSNCC
Hyde & Seek Silom Edge
Hyde & Seek Athenee Tower
Man Fu Yuan QSNCC
You&I Premium Suki Buffet Marche Thonglor 
House of Kin KORAT Centara Korat (Nakhon Ratchasima)
Chaophraya Cruise
Sola Luna Rooftop at Grande Centre Point Space (Pattaya)
Mont Calzone at Habito Mall
Oort Cloud Tea Room at Grande Centre Point Space (Pattaya)
Zong Zi Pad Pad Rustic Cuisine • Lounge (Koh Chang)
The Coffee Club Boat Lagoon (Phuket)
Viva Alangka Cruise
Alangka Cruise
Cielo Sky Bar & Restaurant Rooftop
You&I Premium Suki Buffet Passione Shopping Destination (Rayong)
Top Knot Rooftop Bar & Restaurant at Hotel Once Bangkok
Legend Siam (Pattaya)
Flashback Rooftop Bar
Tiva Urban Thaittoria at Pullman Bangkok Hotel G
Modan Japanese Restaurant Muang Thong
Sushi Niwa Bangkok Omakase
The Siam Tea Room (Asiatique the Riverfront Branch)
MJ Hotpot 
Vamps Cuisine
Michelle Gourmet
Sopa
Wok Wok Andaz Pattaya Jomtien Beach (Pattaya)
La Cucina Andaz Pattaya Jomtien Beach (Pattaya)
Fish Club Andaz Pattaya Jomtien Beach (Pattaya)
Patong Bay Hill Resort (Phuket)
The Square Novotel Bangkok Platinum Pratunam
The Coral Cosmo Lounge Suvarnabhumi Airport
Celadon The Sukhothai Bangkok 
Chef Thanom The Street Ratchada
Chef Thanom Att U Park Bangna
Chef Thanom The Nine Center Tiwanon
edm
Waves & Wind Grande Centre Point (Pattaya)
Karayama Future Park Rangsit
Dusit Gourmet at dusitD2 Samyan Bangkok
Pebbles Bar and Grill Restaurant at Renaissance Pattaya Resort & Spa (Pattaya)
Madison Steak Avenue at Anantara Siam Bangkok Hotel 
Samuay & Sons Michelin Guide (Udonthani) 
Chokchai SteakHouse (Rangsit)
Oishi Eaterium Central Westgate
Reap Factory (Courtyard by Marriott Bangkok)
Mr.Park BBQ Sukhumvit
KROK-A-CAFÉ ESPRESSO BAR ครก อะ คาเฟ เอสเปรสโซ บาร์ @ MASON
BEACHSIDE BAR  บีชไซด์ บาร์ @ MASON
Pal Cafe & Bistro
Eat Drink Love Suvarnabhumi
Kam's Roast Mega Bangna
The Bre-Eze Restaurant at Fair House Villas & Spa (Samui)
Dakshin Indian Restobar
Red Lobster Queen Sirikit National Convention Center
Hub Namthong at Benjarong Hotel Bangkok
EAT at OZO North Pattaya (Pattaya)
THIRST at OZO North Pattaya
Kunshine Hotpot Huai Khwang
Kunshine Hotpot Asok
Aladeen Restaurant
Prego Amari Pattaya (Pattaya)
A'LA Craft Kiri Vari (Nan)
Sky on 20 Rooftop Bar at Novotel Bangkok Sukhumvit 20
PantaRei Restaurant at Novotel Bangkok Sukhumvit 20
Kraft Kafe
Benjarong Hotel Bangkok Staycation
The Kites Eatery at INNSiDE by Meliá Bangkok Sukhumvit
Hangetsu Omakase
Food Exchange Restaurant at Novotel Bangkok Sukhumvit 20
Terra Nova The Crystal
Spart's Bar Courtyard by Marriott North (Pattaya)
Shikisai Hotel Nikko Amata City Chonburi (Chonburi)
Weaver Experience Dining at SILQ Hotel & Residence
Beach Bar at Ibis Samui Bophut (Samui)
"Lido Restaurant at The Standard, Hua Hin (Hua Hin) "
Aquario Rooftop Pool Bar & Restaurant The Sanctuary Resort (Pattaya)
Mimosa Modern Italian Restaurant
"The Sanctuary Resort Pattaya, BW Signature Collection Staycation (Pattaya)"
The Pasta Apartment Silom
Lyon French Cuisine
Botanic Backyard Bar & Restaurant
Coco Lima BKK
Bodegas Wine
Loong Mala
Eagle (Sisaket)
Beach Kitchen by Avalon Beach Resort Pattaya (Pattaya)
Mimi's Rooftop at dusitD2 Samyan Bangkok
Aqua Bar & Grill Springfield at Sea Resort & Spa (Hua Hin)
Yurijin Izakaya & Japanese Dining Ratchada
S Ram Leisure Hotel Staycation
S Café at S Ram Leisure Hotel
Wagyu Yakiniku Ken
Butcher Factory by Bangkok Butcher
Tibet Gate
Vana Nava Water Jungle (Hua Hin)
"Jim Thompson, A Thai Restaurant"
Lacol Khaoyai - A Chatrium Collection (Khao Yai)
Audrey Restaurant - A Chatrium Collection (Khao Yai)
Journey Café - A Chatrium Collection (Khao Yai)
Lacol Khaoyai - A Chatrium Collection Staycation (Khao Yai)
LAX RCA
Nuaraii
Sunya Bar l Dinso Resort & Villas Phuket (Phuket)
Korea House Gold - The Fourth 
One Ratchada Avani Ratchada Bangkok
AB Indian Cuisine Asoke
Nan Yuan Chinese Restaurant Avani Ratchada Bangkok
Metro Lounge Avani Ratchada Bangkok
Verde - Café & Restaurant 
Vela - Low&Slow Cooked Phutthamonthon Sai 2
Vela - Low&Slow Cooked Phet Kasem
Vela - Low&Slow Cooked Rattanathibet
Im-Erb Rama2
AVA Brasserie at InterContinental Bangkok Sukhumvit
Otter in The Rain (Phuket)
Sichuan Restuarant Silom 
Oishi Grand Mega Bangna
Isea Beach Bar at Veranda Resort & Villas (Hua Hin)
Feast At Royal Orchid Sheraton Riverside Hotel Bangkok
Summer Rain Cafe & Casual Dining
Coffee@Sea Springfield at Sea Resort & Spa (Hua Hin)
Chibing Chicken and Bingsu Onnut 7
Chibing Chicken and Bingsu Pattaya Beach (Pattaya)
The O.S.S by Jim Thompson
Lamaya (Khao Yai)
Tillie Bar
Aneki × Paper Meal 
Melody Bangkok
Camin Cuisine & Cafe Central Rama 9
Camin Cuisine & Cafe Seacon Square Srinagarindra
VIVIN Asok 
The Kinopolis 
KHAO PIYO Bangkok - Indian Multi Cuisines 
Zaap Classic Emquartier
Zaap Classic Pridi Banomyong
Zaap Classic Phahon Yothin
Zaap Classic Lotus’s Sukhaphiban 3
Yunnan Bangpoon
Yunnan (Chon buri)
Yunnan (Rayong)
Khao Jaan-Prod CentralWorld
